domainID,siteID,plotID,rootNPercent,rootCPercent,rootCNratio,rootSample_n,plotType,litterNPercent,foliarNPercent,foliarCPercent,foliarCNRatio,soilNPercent_OHoriz,soilCPercent_OHoriz,soilCNRatio_OHoriz,soilNPercent_MHoriz,soilCPercent_MHoriz,soilCNRatio_MHoriz,nlcdClass,decimalLatitude,decimalLongitude,easting,northing,utmZone,elevation
D01,BART,BART_032,0.6444444444444445,47.955555555555556,84.1,9,tower,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.067479,-71.287582,316801.48,4881911.91,19N,245.4
D01,BART,BART_032,0.6444444444444445,47.955555555555556,84.1,9,tower,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.067467,-71.28758,316801.6,4881910.57,19N,244.7
D01,BART,BART_033,0.875,49.2125,65.45,8,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.063204,-71.283666,317101.93,4881428.37,19N,273.5
D01,BART,BART_033,0.875,49.2125,65.45,8,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.063198,-71.283663,317102.15,4881427.69,19N,275.7
D01,BART,BART_034,0.7000000000000001,49.7625,81.4,8,tower,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.064283,-71.285609,316949.64,4881552.53,19N,267.5
D01,BART,BART_034,0.7000000000000001,49.7625,81.4,8,tower,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.064284,-71.285608,316949.72,4881552.64,19N,265.9
D01,BART,BART_036,0.8333333333333334,50.12222222222222,66.8,9,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.06208,-71.285876,316921.46,4881308.43,19N,293.2
D01,BART,BART_036,0.8333333333333334,50.12222222222222,66.8,9,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.062082,-71.285878,316921.3,4881308.66,19N,291
D01,BART,BART_037,0.7125,48.55,79.6875,8,tower,0.5333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.061597,-71.283251,317130.21,4881248.95,19N,292.5
D01,BART,BART_037,0.7125,48.55,79.6875,8,tower,0.5333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.061598,-71.283244,317130.78,4881249.05,19N,290.6
D01,BART,BART_039,0.6111111111111112,49.01111111111111,92.65555555555555,9,tower,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.063683,-71.288953,316679.96,4881493.33,19N,274.1
D01,BART,BART_039,0.6111111111111112,49.01111111111111,92.65555555555555,9,tower,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.063682,-71.288951,316680.12,4881493.21,19N,270.8
D01,BART,BART_040,0.6875,48.0375,86.6625,8,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.065761,-71.291993,316442.91,4881730.91,19N,260.5
D01,BART,BART_040,0.6875,48.0375,86.6625,8,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.06576,-71.29199,316443.15,4881730.79,19N,260.2
D01,BART,BART_041,0.75,49.0625,74.75,8,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.06534,-71.285606,316953.13,4881669.93,19N,260.7
D01,BART,BART_041,0.75,49.0625,74.75,8,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.065342,-71.28561,316952.82,4881670.16,19N,260.9
D01,BART,BART_042,0.8375,47.85,66.5875,8,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.060186,-71.288047,316741.73,4881102.89,19N,288.8
D01,BART,BART_042,0.8375,47.85,66.5875,8,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.060194,-71.288052,316741.36,4881103.79,19N,288.3
D01,BART,BART_044,0.68,48.64,82.58,10,tower,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.061037,-71.284327,317042.31,4881189.14,19N,302.9
D01,BART,BART_044,0.68,48.64,82.58,10,tower,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.061036,-71.284327,317042.31,4881189.03,19N,303.1
D01,BART,BART_046,0.7,49.3125,86.95,8,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.059946,-71.28541,316952.2,4881070.37,19N,304.7
D01,BART,BART_046,0.7,49.3125,86.95,8,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.059946,-71.285408,316952.36,4881070.37,19N,303
D01,BART,BART_047,0.7000000000000001,48.775,83.4625,8,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.064958,-71.290866,316530.69,4881639.21,19N,266.9
D01,BART,BART_047,0.7000000000000001,48.775,83.4625,8,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.064968,-71.290855,316531.6,4881640.29,19N,262.9
D01,BART,BART_050,0.6555555555555556,48.63333333333333,89.15555555555555,9,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.061507,-71.2877,316773.6,4881248.85,19N,287.8
D01,BART,BART_050,0.6555555555555556,48.63333333333333,89.15555555555555,9,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.06151,-71.28769,316774.41,4881249.16,19N,287.7
D01,BART,BART_051,0.625,50.05,90.775,8,tower,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.062849,-71.287737,316774.78,4881397.99,19N,280
D01,BART,BART_051,0.625,50.05,90.775,8,tower,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.062847,-71.287742,316774.37,4881397.78,19N,280.4
D01,BART,BART_070,0.725,48.7625,77.6625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.064339,-71.281445,317283.3,4881549.5,19N,249.8
D01,BART,BART_070,0.725,48.7625,77.6625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.064338,-71.28144,317283.7,4881549.38,19N,251.3
D01,BART,BART_071,0.6666666666666667,48.12222222222222,92.4888888888889,9,tower,0.43333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.067946,-71.29062,316559.62,4881970.54,19N,256.5
D01,BART,BART_071,0.6666666666666667,48.12222222222222,92.4888888888889,9,tower,0.43333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.067944,-71.290624,316559.3,4881970.33,19N,256.4
D01,BART,BART_072,0.825,49.6,69.8875,8,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.060736,-71.286195,316891.76,4881159.86,19N,296.6
D01,BART,BART_072,0.825,49.6,69.8875,8,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,44.060735,-71.286187,316892.4,4881159.73,19N,295.9
D01,BART,BART_073,0.65,49.0625,88.3125,8,tower,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.06477,-71.28861,316710.79,4881613.3,19N,280.7
D01,BART,BART_073,0.65,49.0625,88.3125,8,tower,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.064774,-71.288616,316710.32,4881613.76,19N,274.9
D01,BART,BART_074,0.71,48.72,82.49,10,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.060251,-71.283201,317130.07,4881099.34,19N,310.8
D01,BART,BART_074,0.71,48.72,82.49,10,tower,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.060251,-71.2832,317130.15,4881099.34,19N,311.2
D01,BART,BART_075,0.775,48.125,80.3625,8,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.059135,-71.286503,316862.16,4880982.72,19N,297.1
D01,BART,BART_075,0.775,48.125,80.3625,8,tower,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,44.059141,-71.286492,316863.06,4880983.36,19N,297
D01,HARV,HARV_033,0.69625,50.515,59.325,8,tower,0.76,1.43,48.339999999999996,36.2,1.2933333333333332,33.096666666666664,26.46666666666667,0.17666666666666667,3.73,21.3,deciduousForest,42.53831,-72.175606,731936.03,4713413.55,18N,359
D01,HARV,HARV_033,0.69625,50.515,59.325,8,tower,0.76,1.43,48.339999999999996,36.2,1.2933333333333332,33.096666666666664,26.46666666666667,0.17666666666666667,3.73,21.3,deciduousForest,42.538302,-72.175607,731935.97,4713412.66,18N,358.8
D01,HARV,HARV_034,0.7166666666666667,48.623333333333335,60.93333333333333,9,tower,0.6950000000000001,1.0733333333333335,52.266666666666666,48.699999999999996,1.35,41.37,30.7,0.19666666666666668,4.74,24,evergreenForest,42.535693,-72.177962,731752.23,4713116.48,18N,372.9
D01,HARV,HARV_034,0.7166666666666667,48.623333333333335,60.93333333333333,9,tower,0.6950000000000001,1.0733333333333335,52.266666666666666,48.699999999999996,1.35,41.37,30.7,0.19666666666666668,4.74,24,evergreenForest,42.535686,-72.177968,731751.76,4713115.68,18N,372.1
D01,HARV,HARV_035,0.7077777777777778,49.724444444444444,58.92,9,tower,0.76,1.5233333333333332,50.66,34.266666666666666,1.1099999999999999,35.663333333333334,32.266666666666666,0.20333333333333334,6.1433333333333335,30.333333333333332,evergreenForest,42.539971,-72.178087,731726.13,4713591.21,18N,366.1
D01,HARV,HARV_035,0.7077777777777778,49.724444444444444,58.92,9,tower,0.76,1.5233333333333332,50.66,34.266666666666666,1.1099999999999999,35.663333333333334,32.266666666666666,0.20333333333333334,6.1433333333333335,30.333333333333332,evergreenForest,42.539966,-72.178072,731727.38,4713590.7,18N,365.8
D01,HARV,HARV_036,0.82375,47.90875,51.88,8,tower,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,42.542132,-72.17313,732125.2,4713844.77,18N,367.6
D01,HARV,HARV_036,0.82375,47.90875,51.88,8,tower,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,42.542123,-72.173119,732126.13,4713843.8,18N,368.2
D01,HARV,HARV_037,0.8177777777777777,49.76777777777778,46.66,9,tower,0.6399999999999999,1.3275000000000001,50.935,38.7,1.1766666666666667,40.22,34.43333333333334,0.28,8.463333333333333,30.733333333333334,evergreenForest,42.537318,-72.17932,731634.69,4713293.22,18N,364.6
D01,HARV,HARV_037,0.8177777777777777,49.76777777777778,46.66,9,tower,0.6399999999999999,1.3275000000000001,50.935,38.7,1.1766666666666667,40.22,34.43333333333334,0.28,8.463333333333333,30.733333333333334,evergreenForest,42.537308,-72.179312,731635.38,4713292.13,18N,361.9
D01,HARV,HARV_038,0.6933333333333334,50.44444444444444,55.38,9,tower,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.537345,-72.177876,731753.17,4713300.17,18N,364.9
D01,HARV,HARV_038,0.6933333333333334,50.44444444444444,55.38,9,tower,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.537334,-72.177877,731753.13,4713298.95,18N,367.4
D01,HARV,HARV_039,0.69375,50.92375,64.53999999999999,8,tower,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.533244,-72.177698,731782.97,4712845.24,18N,382
D01,HARV,HARV_039,0.69375,50.92375,64.53999999999999,8,tower,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.533247,-72.17769,731783.62,4712845.59,18N,373.2
D01,HARV,HARV_040,0.63,48.167500000000004,64.74,8,tower,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.539927,-72.175934,731903.1,4713592.22,18N,342.2
D01,HARV,HARV_040,0.63,48.167500000000004,64.74,8,tower,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.539918,-72.175931,731903.38,4713591.23,18N,342.8
D01,HARV,HARV_041,0.7177777777777778,48.785555555555554,55.400000000000006,9,tower,0.6266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,evergreenForest,42.536803,-72.180802,731514.88,4713231.98,18N,363.9
D01,HARV,HARV_041,0.7177777777777778,48.785555555555554,55.400000000000006,9,tower,0.6266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,evergreenForest,42.536795,-72.180797,731515.32,4713231.1,18N,361.6
D01,HARV,HARV_042,0.6133333333333334,49.715555555555554,70.6,9,tower,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.53418,-72.176562,731872.81,4712952.29,18N,368.8
D01,HARV,HARV_042,0.6133333333333334,49.715555555555554,70.6,9,tower,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.534167,-72.176562,731872.86,4712950.85,18N,371
D01,HARV,HARV_043,0.725,50.51375,55.15,8,tower,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,evergreenForest,42.541039,-72.17658,731845.93,4713713.94,18N,354.7
D01,HARV,HARV_043,0.725,50.51375,55.15,8,tower,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,evergreenForest,42.541027,-72.176583,731845.73,4713712.6,18N,354.4
D01,HARV,HARV_044,0.6975,48.870000000000005,59.519999999999996,8,tower,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,42.535382,-72.176499,731873.53,4713085.95,18N,366.6
D01,HARV,HARV_044,0.6975,48.870000000000005,59.519999999999996,8,tower,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,42.535376,-72.176486,731874.62,4713085.32,18N,365.8
D01,HARV,HARV_045,0.6788888888888889,49.657777777777774,66.28333333333333,9,tower,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,42.542085,-72.171299,732275.73,4713844.57,18N,369.8
D01,HARV,HARV_045,0.6788888888888889,49.657777777777774,66.28333333333333,9,tower,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,42.542078,-72.1713,732275.68,4713843.79,18N,370
D01,HARV,HARV_046,0.63,49.62888888888889,68.85,9,tower,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.537915,-72.180751,731514.96,4713355.6,18N,360.8
D01,HARV,HARV_046,0.63,49.62888888888889,68.85,9,tower,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.537915,-72.180759,731514.3,4713355.58,18N,361.4
D01,HARV,HARV_047,0.6825,49.79875,57.925,8,tower,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,42.536689,-72.175706,731933.82,4713233.26,18N,367.3
D01,HARV,HARV_048,0.7112499999999999,49.32,53.625,8,tower,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.54131,-72.178014,731727.17,4713740.11,18N,359.9
D01,HARV,HARV_048,0.7112499999999999,49.32,53.625,8,tower,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.541304,-72.178017,731726.94,4713739.43,18N,360.7
D01,HARV,HARV_049,0.7766666666666667,50.345555555555556,57.266666666666666,9,tower,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.535178,-72.17978,731604.82,4713054.31,18N,370.6
D01,HARV,HARV_049,0.7766666666666667,50.345555555555556,57.266666666666666,9,tower,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.535171,-72.179779,731604.93,4713053.54,18N,370
D01,HARV,HARV_050,0.8477777777777777,50.5,58.1875,9,tower,0.7050000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.536276,-72.179361,731635.17,4713177.39,18N,366.5
D01,HARV,HARV_050,0.8477777777777777,50.5,58.1875,9,tower,0.7050000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.53627,-72.179357,731635.52,4713176.74,18N,368.4
D01,HARV,HARV_051,0.7025,50.34375,61.28,8,tower,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.53409,-72.179145,731661,4712935.23,18N,368.2
D01,HARV,HARV_051,0.7025,50.34375,61.28,8,tower,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.534078,-72.179146,731660.96,4712933.89,18N,370
D01,HARV,HARV_052,0.7155555555555555,49.02777777777778,59.96666666666667,9,tower,0.7166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.54214,-72.176565,731843.09,4713836.25,18N,359.9
D01,HARV,HARV_052,0.7155555555555555,49.02777777777778,59.96666666666667,9,tower,0.7166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,42.54213,-72.176577,731842.14,4713835.11,18N,358.9
D02,SCBI,SCBI_045,1.4566666666666666,44.88111111111111,39.15555555555555,9,tower,1.04,2.1925,47.1225,21.6,NA,NA,NA,0.21666666666666667,2.5933333333333333,12.066666666666666,deciduousForest,38.890566,-78.139432,748104.74,4308522.97,17N,358.9
D02,SCBI,SCBI_046,0.97375,44.535,52.1375,8,tower,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.893837,-78.140769,747977.38,4308882.41,17N,349.2
D02,SCBI,SCBI_047,1.2355555555555555,43.83,39.72222222222222,9,tower,0.87,2.563333333333333,49.02,19.133333333333333,NA,NA,NA,0.22,2.6633333333333336,12.066666666666666,deciduousForest,38.894257,-78.137217,748284.03,4308938.7,17N,392.4
D02,SCBI,SCBI_048,1.47,44.13625,34.175,8,tower,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.892604,-78.135923,748402.04,4308758.74,17N,414.8
D02,SCBI,SCBI_049,0.9475,44.3375,55.1875,8,NA,NA,2.26,48.69,21.633333333333333,NA,NA,NA,0.2,2.42,12.933333333333334,NA,NA,NA,NA,NA,NA,NA
D02,SCBI,SCBI_050,1.6466666666666667,44.94888888888889,31.322222222222223,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.890602,-78.142227,747862.16,4308519.37,17N,343.9
D02,SCBI,SCBI_051,1.375,46.73625,39.2125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.892464,-78.142798,747806.15,4308724.49,17N,313
D02,SCBI,SCBI_052,1.5175,42.43375,34.825,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.889138,-78.137098,748312.19,4308370.82,17N,352
D02,SCBI,SCBI_053,1.018,44.571,49.48,10,tower,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.889773,-78.140524,748012.77,4308431.98,17N,352
D02,SCBI,SCBI_054,1.6175,40.245,27.3625,8,tower,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.890804,-78.137674,748256.42,4308554.18,17N,369.1
D02,SCBI,SCBI_055,0.9299999999999999,44.0475,55.975,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D02,SCBI,SCBI_056,1.5522222222222222,44.852222222222224,32.84444444444444,9,tower,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.890353,-78.143602,747743.74,4308487.99,17N,334.6
D02,SCBI,SCBI_057,0.97125,46.3375,51.7875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.891376,-78.141168,747951.33,4308608.16,17N,335
D02,SCBI,SCBI_058,1.38,43.65,35.67777777777778,9,tower,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.889713,-78.138472,748190.99,4308430.9,17N,347.1
D02,SCBI,SCBI_061,1.72625,44.97,29.974999999999998,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,evergreenForest,38.889502,-78.142218,747866.76,4308397.29,17N,328.2
D02,SCBI,SCBI_062,1.1300000000000001,43.165,42.4875,8,tower,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.895118,-78.138238,748192.46,4309031.49,17N,368.6
D02,SCBI,SCBI_063,1.15,46.15555555555556,48.644444444444446,9,tower,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.896179,-78.138517,748164.56,4309148.5,17N,358.6
D02,SCBI,SCBI_064,0.9522222222222222,44.28777777777778,53.9,9,tower,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.891617,-78.139055,748133.79,4308640.66,17N,353.3
D02,SCBI,SCBI_066,0.85625,45.74125,62.137499999999996,8,tower,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,38.89351,-78.138975,748134.13,4308851,17N,364.5
D02,SCBI,SCBI_067,1.1575,45.46875,46.4875,8,NA,NA,2.64,45.97333333333333,17.8,NA,NA,NA,0.29333333333333333,3.3766666666666665,11.266666666666667,deciduousForest,38.893949,-78.135536,748430.92,4308909.09,17N,412.2
D03,DSNY,DSNY_041,0.81,47.0625,63.6,4,NA,NA,1.01,45.9,45.4,NA,NA,NA,0.05333333333333334,1.3266666666666667,24.5,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_042,0.5740000000000001,49.52,91.6,5,NA,NA,1.1725,49.96,46.25,NA,NA,NA,0.11333333333333333,2.92,22.266666666666666,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_043,0.63,47.763333333333335,80.83333333333333,3,NA,NA,1.2850000000000001,46,35.75,NA,NA,NA,0.043333333333333335,0.88,20.466666666666665,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_044,0.635,47.725,74.85,2,NA,NA,0.6,48.59,81.6,NA,NA,NA,0.07,1.6266666666666667,21.8,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_045,0.62,47.876,81.26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_046,0.5333333333333333,47.416666666666664,96.73333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_047,0.52,47.355000000000004,93.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_048,0.82,47.57666666666667,60.266666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_049,0.6066666666666667,47.29,79.23333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_050,0.565,47.3525,87.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_051,0.725,46.315,67.475,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_052,0.745,46.8425,66.85,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_053,0.59,48.33,89.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_054,0.445,48.45,114.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_055,0.5133333333333333,47.50333333333333,94.36666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_056,0.3725,49.6125,150.575,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_057,0.54,46,88.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_058,0.6,48.34666666666667,81.83333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_059,0.7050000000000001,47.675,72.65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_060,0.9866666666666667,46.67333333333333,49.333333333333336,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_061,0.7066666666666667,47.846666666666664,69.26666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_062,0.532,50.254,108.02,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_063,0.79,45.235,62.575,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_064,0.9974999999999999,47.55,50.125,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_065,0.86,46.7175,56.425,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_066,1.15,46.6525,41.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_067,0.39666666666666667,48.26,124.63333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_068,0.4066666666666667,49.24666666666666,121.76666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_069,0.4425,46.3225,113.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,DSNY,DSNY_070,0.6525,47.9125,84.475,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D03,JERC,JERC_047,0.7483333333333333,46.52142857142857,67.46666666666667,6,tower,0.59,NA,NA,NA,NA,NA,NA,0.04,0.9866666666666667,24.6,evergreenForest,31.198437,-84.467181,741332.79,3454358.32,16N,35.3
D03,JERC,JERC_047,0.7483333333333333,46.52142857142857,67.46666666666667,6,tower,0.59,NA,NA,NA,NA,NA,NA,0.04,0.9866666666666667,24.6,evergreenForest,31.198433,-84.467178,741333.09,3454357.89,16N,36.4
D03,JERC,JERC_048,0.7216666666666667,46.38666666666667,71.1,6,tower,0.5449999999999999,NA,NA,NA,NA,NA,NA,0.043333333333333335,1.17,26.4,evergreenForest,31.196457,-84.461913,741839.93,3454150.3,16N,46.8
D03,JERC,JERC_048,0.7216666666666667,46.38666666666667,71.1,6,tower,0.5449999999999999,NA,NA,NA,NA,NA,NA,0.043333333333333335,1.17,26.4,evergreenForest,31.196458,-84.461913,741839.93,3454150.41,16N,47.6
D03,JERC,JERC_049,0.74,45.736666666666665,60.86666666666667,6,tower,0.62,NA,NA,NA,NA,NA,NA,0.026666666666666665,0.8333333333333334,27.633333333333333,evergreenForest,31.196492,-84.464109,741630.53,3454149.38,16N,46.5
