siteID,plotID,plotType,coarseRootNPercent,fineRootNPercent,litterNPercent,foliarNPercent,soilNPercentOHoriz,soilNPercentMHoriz
ORNL,ORNL_002,distributed,NA,NA,NA,1.81,0.32666666666666666,0.060000000000000005
ORNL,ORNL_003,distributed,NA,NA,NA,1.7766666666666666,0.30333333333333334,0.1
ORNL,ORNL_004,distributed,NA,NA,NA,1.795,NA,NA
ORNL,ORNL_006,distributed,NA,NA,NA,1.97,NA,NA
ORNL,ORNL_007,distributed,NA,NA,NA,1.5633333333333332,NA,NA
ORNL,ORNL_008,distributed,NA,NA,NA,2.0766666666666667,NA,NA
ORNL,ORNL_009,distributed,NA,NA,NA,1.3666666666666667,NA,NA
ORNL,ORNL_021,distributed,NA,NA,NA,2.86,0.43,0.08
ORNL,ORNL_027,distributed,NA,NA,NA,1.14,0.2833333333333333,0.09
SCBI,SCBI_002,distributed,NA,NA,NA,2.56,NA,NA
SCBI,SCBI_003,distributed,NA,NA,NA,2.356666666666667,NA,0.42333333333333334
SCBI,SCBI_004,distributed,NA,NA,NA,2.0866666666666664,NA,0.17333333333333334
SCBI,SCBI_005,distributed,NA,NA,NA,2.0125,NA,0.21666666666666667
SCBI,SCBI_006,distributed,NA,NA,NA,0.95,NA,0.17333333333333334
SCBI,SCBI_007,distributed,NA,NA,NA,2.4466666666666668,NA,NA
SCBI,SCBI_008,distributed,NA,NA,NA,2.43,NA,0.16333333333333333
SCBI,SCBI_010,distributed,NA,NA,NA,2.755,NA,NA
SCBI,SCBI_011,distributed,NA,NA,NA,2.2866666666666666,NA,NA
SCBI,SCBI_013,distributed,NA,NA,NA,2.433333333333333,NA,NA
SERC,SERC_001,distributed,NA,NA,NA,1.825,NA,0.16333333333333333
SERC,SERC_002,distributed,NA,NA,NA,1.5333333333333332,NA,0.14
SERC,SERC_003,distributed,NA,NA,NA,1.6,NA,0.10333333333333333
SERC,SERC_005,distributed,NA,NA,NA,2,NA,0.19
SERC,SERC_006,distributed,NA,NA,NA,1.9,NA,NA
SERC,SERC_007,distributed,NA,NA,NA,4.3,NA,0.10333333333333333
SERC,SERC_008,distributed,NA,NA,NA,4,NA,NA
SERC,SERC_009,distributed,NA,NA,NA,2.1,NA,NA
SERC,SERC_044,tower,NA,NA,NA,1.8666666666666667,NA,0.12333333333333334
SERC,SERC_045,tower,NA,NA,NA,1.7,NA,0.15666666666666668
SERC,SERC_047,tower,NA,NA,NA,1.8666666666666667,NA,0.12
SERC,SERC_049,tower,NA,NA,NA,1.6,NA,0.10666666666666666
SOAP,SOAP_001,distributed,NA,NA,NA,2.2633333333333336,NA,0.16666666666666666
SOAP,SOAP_002,distributed,NA,NA,NA,1.204,NA,0.18666666666666668
SOAP,SOAP_003,distributed,NA,NA,NA,0.57,NA,0.09666666666666666
SOAP,SOAP_004,distributed,NA,NA,NA,2.4466666666666668,0.24,0.185
SOAP,SOAP_005,distributed,NA,NA,NA,1.5433333333333332,NA,0.13666666666666666
SOAP,SOAP_006,distributed,NA,NA,NA,1.97,NA,NA
SOAP,SOAP_007,distributed,NA,NA,NA,1.4449999999999998,NA,NA
SOAP,SOAP_008,distributed,NA,NA,NA,1.44,NA,NA
SOAP,SOAP_009,distributed,NA,NA,NA,1.7133333333333334,NA,NA
SOAP,SOAP_011,distributed,NA,NA,NA,1.7733333333333332,NA,NA
STEI,STEI_001,distributed,NA,NA,NA,2.1733333333333333,NA,0.7566666666666666
STEI,STEI_002,distributed,NA,NA,NA,2.02,NA,0.14
STEI,STEI_003,distributed,NA,NA,NA,1.9133333333333333,NA,0.12666666666666665
STEI,STEI_004,distributed,NA,NA,NA,2.3366666666666664,NA,0.16333333333333333
STEI,STEI_005,distributed,NA,NA,NA,2.56,NA,NA
STEI,STEI_006,distributed,NA,NA,NA,2.3425000000000002,NA,NA
STEI,STEI_007,distributed,NA,NA,NA,2.2133333333333334,NA,NA
STEI,STEI_008,distributed,NA,NA,NA,1.7833333333333334,NA,0.09
STEI,STEI_009,distributed,NA,NA,NA,2.253333333333333,NA,NA
STEI,STEI_021,distributed,NA,NA,NA,2.7275,2.4050000000000002,1.74
STER,STER_006,distributed,NA,NA,NA,1.5,NA,0.10333333333333333
STER,STER_018,distributed,NA,NA,NA,1.96,NA,NA
STER,STER_027,distributed,NA,NA,NA,0.63,NA,0.09
STER,STER_028,distributed,NA,NA,NA,1.03,NA,0.09333333333333334
STER,STER_029,distributed,NA,NA,NA,1.01,NA,0.08
STER,STER_031,distributed,NA,NA,NA,0.6599999999999999,NA,0.08333333333333333
STER,STER_032,distributed,NA,NA,NA,1.55,NA,NA
STER,STER_033,distributed,NA,NA,NA,2.27,NA,NA
STER,STER_034,distributed,NA,NA,NA,0.72,NA,NA
STER,STER_035,distributed,NA,NA,NA,0.82,NA,NA
TALL,TALL_001,distributed,NA,NA,NA,1.2466666666666666,0.26666666666666666,0.09
TALL,TALL_002,distributed,NA,NA,NA,1.6633333333333333,NA,0.05333333333333334
TALL,TALL_003,distributed,NA,NA,NA,1.6533333333333333,NA,0.05666666666666667
TALL,TALL_004,distributed,NA,NA,NA,0.9366666666666668,NA,0.03666666666666667
TALL,TALL_005,distributed,NA,NA,NA,1.0699999999999998,NA,NA
TALL,TALL_006,distributed,NA,NA,NA,1.5433333333333332,NA,0.04666666666666667
TALL,TALL_007,distributed,NA,NA,NA,1.3625,0.3,0.056666666666666664
TALL,TALL_008,distributed,NA,NA,NA,1.635,NA,NA
TALL,TALL_009,distributed,NA,NA,NA,1.6633333333333333,NA,NA
TALL,TALL_013,distributed,NA,NA,NA,0.895,NA,NA
TOOL,TOOL_001,distributed,NA,NA,NA,2.09,1.2933333333333334,0.7050000000000001
TOOL,TOOL_002,distributed,NA,NA,NA,1.85,2.0733333333333333,0.385
TOOL,TOOL_003,distributed,NA,NA,NA,2.1,1.97,NA
TOOL,TOOL_004,distributed,NA,NA,NA,1.86,1.47,0.18
TOOL,TOOL_005,distributed,NA,NA,NA,2.45,1.3299999999999998,0.31333333333333335
TOOL,TOOL_006,distributed,NA,NA,NA,1.98,1.8733333333333333,0.32
TOOL,TOOL_009,distributed,NA,NA,NA,2.01,NA,NA
TOOL,TOOL_010,distributed,NA,NA,NA,2.08,NA,NA
TOOL,TOOL_011,distributed,NA,NA,NA,2.17,NA,NA
TOOL,TOOL_012,distributed,NA,NA,NA,2.17,NA,NA
TOOL,TOOL_013,distributed,NA,NA,NA,1.775,NA,NA
TOOL,TOOL_014,distributed,NA,NA,NA,2.55,NA,NA
TOOL,TOOL_016,distributed,NA,NA,NA,2,NA,NA
TOOL,TOOL_017,distributed,NA,NA,NA,2.39,NA,NA
UKFS,UKFS_001,distributed,NA,NA,NA,2.6,NA,0.38
UKFS,UKFS_002,distributed,NA,NA,NA,2.9466666666666668,NA,0.38666666666666666
UKFS,UKFS_003,distributed,NA,NA,NA,2.61,NA,0.23333333333333334
UKFS,UKFS_004,distributed,NA,NA,NA,2.4166666666666665,NA,0.29000000000000004
UKFS,UKFS_005,distributed,NA,NA,NA,2.2800000000000002,NA,0.2866666666666667
UKFS,UKFS_006,distributed,NA,NA,NA,2.6925,NA,NA
UKFS,UKFS_007,distributed,NA,NA,NA,2.8166666666666664,NA,NA
UKFS,UKFS_008,distributed,NA,NA,NA,3.0566666666666666,NA,NA
UKFS,UKFS_009,distributed,NA,NA,NA,1.16,NA,0.15
UKFS,UKFS_010,distributed,NA,NA,NA,2.0566666666666666,NA,NA
WOOD,WOOD_001,distributed,NA,NA,NA,0.8,NA,NA
WOOD,WOOD_002,distributed,NA,NA,NA,1.2,NA,NA
WOOD,WOOD_003,distributed,NA,NA,NA,1.1,NA,NA
WOOD,WOOD_004,distributed,NA,NA,NA,1.1,NA,NA
WOOD,WOOD_005,distributed,NA,NA,NA,1.6,NA,NA
WOOD,WOOD_006,distributed,NA,NA,NA,1.3,NA,NA
WOOD,WOOD_007,distributed,NA,NA,NA,1.2,NA,NA
WOOD,WOOD_008,distributed,NA,NA,NA,1,NA,NA
WOOD,WOOD_009,distributed,NA,NA,NA,1.2,NA,NA
WOOD,WOOD_010,distributed,NA,NA,NA,1.3,NA,NA
WOOD,WOOD_021,distributed,NA,NA,NA,2.5,NA,NA
WOOD,WOOD_022,distributed,NA,NA,NA,1.5,NA,NA
WOOD,WOOD_023,distributed,NA,NA,NA,2.6,NA,NA
WOOD,WOOD_024,distributed,NA,NA,NA,1.4,NA,NA
WOOD,WOOD_025,distributed,NA,NA,NA,1.9,NA,NA
WOOD,WOOD_027,distributed,NA,NA,NA,1,NA,NA
HEAL,HEAL_001,distributed,NA,NA,NA,NA,1.3233333333333333,NA
HEAL,HEAL_004,distributed,NA,NA,NA,NA,1.5366666666666666,NA
HEAL,HEAL_005,distributed,NA,NA,NA,NA,0.9633333333333334,NA
HEAL,HEAL_010,distributed,NA,NA,NA,NA,1.185,0.13
HEAL,HEAL_011,distributed,NA,NA,NA,NA,1.0466666666666666,NA
HEAL,HEAL_025,distributed,NA,NA,NA,NA,1.2033333333333334,NA
HEAL,HEAL_045,tower,NA,NA,NA,NA,1.3666666666666667,NA
HEAL,HEAL_046,tower,NA,NA,NA,NA,0.9866666666666667,NA
HEAL,HEAL_047,tower,NA,NA,NA,NA,1.06,NA
HEAL,HEAL_048,tower,NA,NA,NA,NA,1.1833333333333333,NA
ONAQ,ONAQ_002,distributed,NA,NA,NA,NA,NA,0.07666666666666666
ONAQ,ONAQ_003,distributed,NA,NA,NA,NA,NA,0.11
ONAQ,ONAQ_004,distributed,NA,NA,NA,NA,NA,0.11333333333333333
ONAQ,ONAQ_005,distributed,NA,NA,NA,NA,NA,0.08
ONAQ,ONAQ_008,distributed,NA,NA,NA,NA,NA,0.18333333333333332
ONAQ,ONAQ_010,distributed,NA,NA,NA,NA,NA,0.26
ORNL,ORNL_029,distributed,NA,NA,NA,NA,0.32666666666666666,0.14333333333333334
SCBI,SCBI_012,distributed,NA,NA,NA,NA,NA,0.20333333333333334
SERC,SERC_004,distributed,NA,NA,NA,NA,NA,0.13666666666666666
SRER,SRER_001,distributed,NA,NA,NA,NA,NA,0.07666666666666666
SRER,SRER_002,distributed,NA,NA,NA,NA,NA,0.03333333333333333
SRER,SRER_003,distributed,NA,NA,NA,NA,NA,0.023333333333333334
SRER,SRER_004,distributed,NA,NA,NA,NA,NA,0.08333333333333333
SRER,SRER_005,distributed,NA,NA,NA,NA,NA,0.09
SRER,SRER_006,distributed,NA,NA,NA,NA,NA,0.043333333333333335
SRER,SRER_043,tower,NA,NA,NA,NA,NA,0.04
SRER,SRER_047,tower,NA,NA,NA,NA,NA,0.043333333333333335
SRER,SRER_052,tower,NA,NA,NA,NA,NA,0.03666666666666667
SRER,SRER_053,tower,NA,NA,NA,NA,NA,0.04
STER,STER_026,distributed,NA,NA,NA,NA,NA,0.10333333333333333
