"uid","namedLocation","domainID","siteID","plotID","collectDate","sampleID","sampleCode","kclSampleID","kclSampleCode","sampleCondition","ammoniumNAnalysisDate","kclAmmoniumNConc","ammoniumNRepNum","ammoniumNQF","ammoniumNRemarks","nitrateNitriteNAnalysisDate","kclNitrateNitriteNConc","nitrateNitriteNRepNum","nitrateNitriteNQF","nitrateNitriteNRemarks","laboratoryName","ammoniumNMethod","ammoniumNInstrument","ammoniumNAnalyzedBy","ammoniumNReviewedBy","nitrateNitriteNMethod","nitrateNitriteNInstrument","nitrateNitriteNAnalyzedBy","nitrateNitriteNReviewedBy","dataQF"
"8196bef1-830e-47d6-bafd-efe99b92041e","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008","2017-07-18T11:52Z","SCBI_008-M-14-31-20170718",NA,"SCBI_008-M-14-31-20170718-KCL",NA,"ok","2018-03-13",0.687,1,"0",NA,"2018-03-19",0.046,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"6dee5c6c-9cd5-4d60-92ee-cd9d9eaff905","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008","2017-07-18T12:34Z","SCBI_008-M-0.5-16-20170718",NA,"SCBI_008-M-0.5-16-20170718-KCL",NA,"ok","2018-03-13",0.767,1,"0",NA,"2018-03-19",0.063,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"0b30462f-3253-4503-aade-367f8b221899","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008","2017-07-18T13:15Z","SCBI_008-M-35.5-17.5-20170718",NA,"SCBI_008-M-35.5-17.5-20170718-KCL",NA,"ok","2018-03-13",0.824,1,"0",NA,"2018-03-19",0.078,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"2149db79-dac7-44f5-a23d-1a3101e54e7d","SCBI","D02","SCBI","","2017-07-18T16:00Z","",NA,"SCBI-20170718-BREF1-B",NA,"ok","2018-04-16",0.65,1,"0",NA,"2018-04-17",0.044,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"6c7b3b52-a17f-4e7e-b51b-23dcb899e1bb","SCBI","D02","SCBI","","2017-07-18T16:00Z","",NA,"SCBI-20170718-BREF1-A",NA,"ok","2018-04-16",0.651,1,"0",NA,"2018-04-17",0.043,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"824158bd-72fb-4167-b292-fd69b1e51d35","SCBI","D02","SCBI","","2017-07-18T16:00Z","",NA,"SCBI-20170718-BREF1-C",NA,"ok","2018-04-16",0.64,1,"0",NA,"2018-04-17",0.039,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"153eaf1e-ee68-4625-97db-fd7200504369","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067","2017-07-19T12:15Z","SCBI_067-M-5-34.5-20170719",NA,"SCBI_067-M-5-34.5-20170719-KCL",NA,"ok","2018-03-13",0.838,1,"0",NA,"2018-03-19",0.132,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"5d24bee3-7e26-4886-81ad-2a6bc55b5c36","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067","2017-07-19T13:00Z","SCBI_067-M-34-20-20170719",NA,"SCBI_067-M-34-20-20170719-KCL",NA,"ok","2018-03-13",0.967,1,"0",NA,"2018-03-19",0.552,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"4d377417-5006-4d12-a4a7-328b832e8577","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067","2017-07-19T13:37Z","SCBI_067-M-35.5-12.5-20170719",NA,"SCBI_067-M-35.5-12.5-20170719-KCL",NA,"ok","2018-03-13",0.635,1,"0",NA,"2018-03-19",0.262,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"c321a0ce-11ab-4417-afdb-5b52d411bd4f","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012","2017-07-19T13:42Z","SCBI_012-M-38-14-20170719",NA,"SCBI_012-M-38-14-20170719-KCL",NA,"ok","2018-03-13",0.719,1,"0",NA,"2018-03-19",0.096,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"4b016183-129b-4f65-9cf3-9db7df79a8c8","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012","2017-07-19T14:35Z","SCBI_012-M-39.5-36.5-20170719",NA,"SCBI_012-M-39.5-36.5-20170719-KCL",NA,"ok","2018-03-13",0.687,1,"0",NA,"2018-03-19",0.034,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"bbe85111-7f68-49ab-b27a-bddf4de3680b","SCBI_047.basePlot.bgc","D02","SCBI","SCBI_047","2017-07-19T14:43Z","SCBI_047-M-22-0-20170719",NA,"SCBI_047-M-22-0-20170719-KCL",NA,"ok","2018-03-13",0.794,1,"0",NA,"2018-03-19",0.099,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"9ca9796d-ee23-4f44-91bd-a13d724e39c8","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012","2017-07-19T15:32Z","SCBI_012-M-4.5-34-20170719",NA,"SCBI_012-M-4.5-34-20170719-KCL",NA,"ok","2018-03-13",0.701,1,"0",NA,"2018-03-19",0.139,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"8cec7745-adeb-4b38-8fd8-e36f58211d46","SCBI_047.basePlot.bgc","D02","SCBI","SCBI_047","2017-07-19T16:01Z","SCBI_047-M-39.5-36-20170719",NA,"SCBI_047-M-39.5-36-20170719-KCL",NA,"ok","2018-03-13",0.923,1,"0",NA,"2018-03-19",0.052,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"c1a7a675-f657-4b5e-bcf6-84f73e8e546a","SCBI_047.basePlot.bgc","D02","SCBI","SCBI_047","2017-07-19T17:36Z","SCBI_047-M-13-30.5-20170719",NA,"SCBI_047-M-13-30.5-20170719-KCL",NA,"ok","2018-03-13",0.789,1,"0",NA,"2018-03-19",0.114,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"6ed452b2-cc49-496e-8f2a-287a07f39175","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005","2017-07-19T17:42Z","SCBI_005-M-9-23.5-20170719",NA,"SCBI_005-M-9-23.5-20170719-KCL",NA,"ok","2018-03-13",0.544,1,"0",NA,"2018-03-19",0.157,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"2c34b6fc-7d97-4c9e-89ba-0c26bf73fe04","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005","2017-07-19T18:32Z","SCBI_005-M-28.5-35.5-20170719",NA,"SCBI_005-M-28.5-35.5-20170719-KCL",NA,"ok","2018-03-13",0.625,1,"0",NA,"2018-03-19",0.049,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"137191bf-c580-4a00-a116-fdb12c327bf9","SCBI_049.basePlot.bgc","D02","SCBI","SCBI_049","2017-07-19T18:48Z","SCBI_049-M-14-39.5-20170719",NA,"SCBI_049-M-14-39.5-20170719-KCL",NA,"ok","2018-03-13",0.844,1,"0",NA,"2018-03-19",0.115,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"6b826f3b-1665-407c-8508-c2feba456d20","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005","2017-07-19T19:11Z","SCBI_005-M-38-14.5-20170719",NA,"SCBI_005-M-38-14.5-20170719-KCL",NA,"ok","2018-03-13",0.532,1,"0",NA,"2018-03-19",0.108,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"805766b8-06dc-49c3-b2be-5ac8ba1ba31d","SCBI_049.basePlot.bgc","D02","SCBI","SCBI_049","2017-07-19T19:25Z","SCBI_049-M-29-33.5-20170719",NA,"SCBI_049-M-29-33.5-20170719-KCL",NA,"ok","2018-03-13",0.736,1,"0",NA,"2018-03-19",0.088,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"2bec76b8-3f93-4fb4-b1db-10435ed5a38e","SCBI_049.basePlot.bgc","D02","SCBI","SCBI_049","2017-07-19T19:56Z","SCBI_049-M-36.5-3.5-20170719",NA,"SCBI_049-M-36.5-3.5-20170719-KCL",NA,"ok","2018-03-13",0.746,1,"0",NA,"2018-03-19",0.043,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"619e2e9f-5008-4d5d-92bb-e1438b4ea9e6","SCBI","D02","SCBI","","2017-07-20T16:00Z","",NA,"SCBI-20170720-BREF1-C",NA,"ok","2018-04-16",0.549,1,"0",NA,"2018-04-17",0.044,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"b822dd30-5a67-4669-b579-a3bbf04d7b17","SCBI","D02","SCBI","","2017-07-20T16:00Z","",NA,"SCBI-20170720-BREF1-B",NA,"ok","2018-04-16",0.645,1,"0",NA,"2018-04-17",0.043,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"887f6e59-cc7e-45e2-845f-ee78e4e255b6","SCBI","D02","SCBI","","2017-07-20T16:00Z","",NA,"SCBI-20170720-BREF1-A",NA,"ok","2018-04-16",0.65,1,"0",NA,"2018-04-17",0.043,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"b7aa2346-0e0f-4bbb-984d-c91ac86ba890","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045","2017-08-08T17:12Z","SCBI_045-M-38.5-34.5-20170808",NA,"SCBI_045-M-38.5-34.5-20170808-KCL",NA,"ok","2018-04-16",1.07,1,"0",NA,"2018-04-17",0.714,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"8d94c2b2-15c4-477b-8f2d-8aa9176c49a6","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045","2017-08-08T17:22Z","SCBI_045-M-16.5-38.5-20170808",NA,"SCBI_045-M-16.5-38.5-20170808-KCL",NA,"ok","2018-04-16",0.859,1,"0",NA,"2018-04-17",0.154,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"05d5d87e-9134-450a-af82-da2f953a5189","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003","2017-08-08T17:49Z","SCBI_003-M-31-30.5-20170808",NA,"SCBI_003-M-31-30.5-20170808-KCL",NA,"ok","2018-04-16",2.41,1,"0",NA,"2018-04-17",3.059,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"f4a48f89-0334-4d4c-a4b8-6c99eddce15c","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045","2017-08-08T17:00Z","SCBI_045-M-34-2-20170808",NA,"SCBI_045-M-34-2-20170808-KCL",NA,"ok","2018-04-16",0.857,1,"0",NA,"2018-04-17",0.51,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"be0c3d55-fa60-4e58-9eda-dea06ae53eff","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004","2017-08-08T13:19Z","SCBI_004-M-4-24-20170808",NA,"SCBI_004-M-4-24-20170808-KCL",NA,"ok","2018-04-16",0.957,1,"0",NA,"2018-04-17",0.762,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"90e28a29-01b2-4ffb-800d-32ee796d77f6","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004","2017-08-08T13:28Z","SCBI_004-M-37.5-32.5-20170808",NA,"SCBI_004-M-37.5-32.5-20170808-KCL",NA,"ok","2018-04-16",1.009,1,"0",NA,"2018-04-17",0.402,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"e9b763df-9040-41f2-8727-67860fe3b88c","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004","2017-08-08T13:37Z","SCBI_004-M-32-15.5-20170808",NA,"SCBI_004-M-32-15.5-20170808-KCL",NA,"ok","2018-04-16",0.98,1,"0",NA,"2018-04-17",0.44,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"9eac7443-2b3d-4c46-923c-93b042b42018","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006","2017-08-08T12:37Z","SCBI_006-M-35-0-20170808",NA,"SCBI_006-M-35-0-20170808-KCL",NA,"ok","2018-04-16",1.201,1,"0",NA,"2018-04-17",0.491,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"26694e63-271b-48ba-b0c7-c1fa3fb8ac9d","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006","2017-08-08T12:50Z","SCBI_006-M-7-31-20170808",NA,"SCBI_006-M-7-31-20170808-KCL",NA,"ok","2018-04-16",1.275,1,"0",NA,"2018-04-17",0.304,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"9701b8fb-104c-4894-95da-5694472c8299","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006","2017-08-08T12:59Z","SCBI_006-M-35-25.5-20170808",NA,"SCBI_006-M-35-25.5-20170808-KCL",NA,"ok","2018-04-16",1.136,1,"0",NA,"2018-04-17",0.161,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"951d3ebe-3391-4589-bff1-978117e3bcf3","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008","2017-08-08T16:45Z","SCBI_008-M-14-31-20170808",NA,"SCBI_008-M-14-31-20170808-KCL",NA,"ok","2018-04-16",1.008,1,"0",NA,"2018-04-17",0.908,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"f4810622-72e9-4876-bb91-4f9e847af8fb","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008","2017-08-08T16:52Z","SCBI_008-M-0.5-16-20170808",NA,"SCBI_008-M-0.5-16-20170808-KCL",NA,"ok","2018-04-16",0.833,1,"0",NA,"2018-04-17",0.485,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
"36ae4748-b9bf-4aa0-ad80-87db14a04db2","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008","2017-08-08T16:34Z","SCBI_008-M-35.5-17.5-20170808",NA,"SCBI_008-M-35.5-17.5-20170808-KCL",NA,"ok","2018-04-16",0.937,1,"0",NA,"2018-04-17",1.114,1,"0",NA,"EcoCore_CSU","Salicylate/nitroferricyanide (EPA 353.2)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","Cd reduction/sulfanilamide (DIN 38406)","OI Analytical 3700 Automated Chemistry Analyzer","Wy/3diD3cK1DOxVNruNwvg==","RHMxnCcsszGVJJM0CIC3lw==","deprecatedMethod"
