"uid","siteID","extractionStartDate","extractionEndDate","kclReferenceID","kclBlank1ID","kclBlank1Code","kclBlank2ID","kclBlank2Code","kclBlank3ID","kclBlank3Code","remarks","dataQF"
"0d913676-66e4-425f-8eb3-5ab2ecc6f481","STER","2017-04-12","2017-04-12","STER-20170412-BREF1","STER-20170412-BREF1-A",NA,"STER-20170412-BREF1-B",NA,"STER-20170412-BREF1-C",NA,NA,NA
"d9f0c321-46f4-4400-9d65-98a3e21206b4","STER","2017-04-27","2017-04-27","STER-20170427-BREF1","STER-20170427-BREF1-A",NA,"STER-20170427-BREF1-B",NA,"STER-20170427-BREF1-C",NA,NA,NA
"94869726-de61-44d9-acb4-89c47ba1f576","STER","2017-05-02","2017-05-02","STER-20170502-BREF1","STER-20170502-BREF1-A",NA,"STER-20170502-BREF1-B",NA,"STER-20170502-BREF1-C",NA,NA,NA
"1afb8432-b23e-45d8-b93f-605760e55409","STER","2017-05-03","2017-05-03","STER-20170503-BREF1","STER-20170503-BREF1-A",NA,"STER-20170503-BREF1-B",NA,"STER-20170503-BREF1-C",NA,NA,NA
"b4586b04-e6c9-4842-a6c7-c86edc435da5","STER","2017-06-06","2017-06-06","STER-20170606-BREF1","STER-20170606-BREF1-A",NA,"STER-20170606-BREF1-B",NA,"STER-20170606-BREF1-C",NA,NA,NA
"1d6d67b1-384b-4162-8f53-6159fbc8feaf","STER","2017-06-07","2017-06-07","STER-20170607-BREF1","STER-20170607-BREF1-A",NA,"STER-20170607-BREF1-B",NA,"STER-20170607-BREF1-C",NA,NA,NA
"54c8d35e-8b79-465f-ba77-e25a72c72585","STER","2017-06-27","2017-06-27","STER-20170627-BREF1","STER-20170627-BREF1-A",NA,"STER-20170627-BREF1-B",NA,"STER-20170627-BREF1-C",NA,NA,NA
"a5d01875-55c7-4cca-a84f-05b363fee778","STER","2017-06-30","2017-06-30","STER-20170630-BREF1","STER-20170630-BREF1-A",NA,"STER-20170630-BREF1-B",NA,"STER-20170630-BREF1-C",NA,NA,NA
"b8193a92-b2bd-455f-9b67-d49b2cab9a1f","STER","2017-10-19","2017-10-19","STER-20171019-BREF1","STER-20171019-BREF1-A","E00000000008","STER-20171019-BREF1-B","E00000000009","STER-20171019-BREF1-C","E00000000010",NA,NA
"4df22861-8e7a-4d7c-9789-b8fb6b96f1aa","STER","2017-10-24","2017-10-24","STER-20171024-BREF1","STER-20171024-BREF1-A","E00000000025","STER-20171024-BREF1-B","E00000000027","STER-20171024-BREF1-C","E00000000026",NA,NA
"4f3c01be-cd48-40c0-aac0-44b103a80270","STER","2017-10-26","2017-10-26","STER-20171026-BREF1","STER-20171026-BREF1-A","","STER-20171026-BREF1-B","","STER-20171026-BREF1-C","",NA,NA
"40d3b950-52af-4f8b-b991-354a3b230e66","STER","2017-11-08","2017-11-08","STER-20171108-BREF1","STER-20171108-BREF1-A",NA,"STER-20171108-BREF1-B",NA,"STER-20171108-BREF1-C",NA,NA,NA
"26f21a0b-59f6-42e5-9864-0b742aadaf9e","STER","2017-11-14","2017-11-14","STER-20171114-BREF1","STER-20171114-BREF1-A",NA,"STER-20171114-BREF1-B",NA,"STER-20171114-BREF1-C",NA,NA,NA
"b57df943-4cea-45d0-a77f-b1c22deec162","CLBJ","2019-03-05","2019-03-05","CLBJ-20190305-BREF1","CLBJ-20190305-BREF1-A","B00000035720","CLBJ-20190305-BREF1-B","B00000035719","CLBJ-20190305-BREF1-C","B00000035718",NA,NA
"5e007530-a128-4008-ac36-eb66a93961f1","CLBJ","2019-03-06","2019-03-06","CLBJ-20190306-BREF1","CLBJ-20190306-BREF1-A","B00000035733","CLBJ-20190306-BREF1-B","B00000035732","CLBJ-20190306-BREF1-C","B00000035734",NA,NA
"dd511f38-e8e2-4372-a254-aa6755cc2896","CLBJ","2019-03-07","2019-03-07","CLBJ-20190307-BREF1","CLBJ-20190307-BREF1-A","B00000035751","CLBJ-20190307-BREF1-B","B00000035750","CLBJ-20190307-BREF1-C","B00000035748",NA,NA
"bf83ed21-50d6-46ca-801e-92909431caf9","CLBJ","2019-03-26","2019-03-26","CLBJ-20190326-BREF1","CLBJ-20190326-BREF1-A","B00000035779","CLBJ-20190326-BREF1-B","B00000035780","CLBJ-20190326-BREF1-C","B00000035782",NA,NA
"e69f0c7a-f5d3-438c-9a96-c335edc3c38c","CLBJ","2019-04-16","2019-04-16","CLBJ-20190416-BREF1","CLBJ-20190416-BREF1-A","B00000001928","CLBJ-20190416-BREF1-B","B00000001957","CLBJ-20190416-BREF1-C","B00000001927",NA,NA
"bc084706-0e18-45fd-a8fa-ae0117a6a72e","CLBJ","2019-04-17","2019-04-17","CLBJ-20190417-BREF1","CLBJ-20190417-BREF1-A","B00000001926","CLBJ-20190417-BREF1-B","B00000035783","CLBJ-20190417-BREF1-C","B00000001949",NA,NA
"65f6484e-ed8b-4047-bc70-151d72bfd5e0","CLBJ","2019-04-30","2019-04-30","CLBJ-20190430-BREF1","CLBJ-20190430-BREF1-A","B00000002023","CLBJ-20190430-BREF1-B","B00000002022","CLBJ-20190430-BREF1-C","B00000002024",NA,NA
"a905a534-41a8-44f6-bffb-4e2ebcb8f1f9","OAES","2018-04-03","2018-04-03","OAES-20180403-BREF1","OAES-20180403-BREF1-A","B00000001082","OAES-20180403-BREF1-B","B00000001083","OAES-20180403-BREF1-C","B00000001084",NA,NA
"ae898280-5135-4d17-8a0c-402574ab7181","OAES","2018-04-04","2018-04-04","OAES-20180404-BREF1","OAES-20180404-BREF1-A","B00000001085","OAES-20180404-BREF1-B","B00000001086","OAES-20180404-BREF1-C","B00000001087",NA,NA
"03ef2f2e-320e-4555-afee-b69f12261e67","OAES","2018-04-25","2018-04-25","OAES-20180425-BREF1","OAES-20180425-BREF1-A","B00000001091","OAES-20180425-BREF1-B","B00000001089","OAES-20180425-BREF1-C","B00000001273",NA,NA
"bd6db1f4-b420-4447-aec1-09a6bd984ca5","OAES","2018-05-30","2018-05-30","OAES-20180530-BREF1","OAES-20180530-BREF1-A","B00000001387","OAES-20180530-BREF1-B","B00000001383","OAES-20180530-BREF1-C","B00000001379",NA,NA
"1697161f-184d-4e42-b035-ec06aa143a16","OAES","2018-06-19","2018-06-19","OAES-20180619-BREF1","OAES-20180619-BREF1-A","B00000001375","OAES-20180619-BREF1-B","B00000001371","OAES-20180619-BREF1-C","B00000001367",NA,NA
"7c8ad8e1-442f-4c5a-8b37-a5e67ad73afd","OAES","2018-10-16","2018-10-16","OAES-20181016-BREF1","OAES-20181016-BREF1-A","B00000001648","OAES-20181016-BREF1-B","B00000001618","OAES-20181016-BREF1-C","B00000001671",NA,NA
"f66a1f01-7de7-4d0a-841a-f3d9bab80350","OAES","2018-10-17","2018-10-17","OAES-20181017-BREF1","OAES-20181017-BREF1-A","B00000001673","OAES-20181017-BREF1-B","B00000001672","OAES-20181017-BREF1-C","B00000001654",NA,NA
"40a14482-a928-4c36-bc11-309972ebce0b","OAES","2018-11-06","2018-11-06","OAES-20181106-BREF1","OAES-20181106-BREF1-A","B00000035682","OAES-20181106-BREF1-B","B00000035691","OAES-20181106-BREF1-C","B00000035681",NA,NA
"63b223a3-e4a6-4101-a7e1-7dd0971498c9","MOAB","2017-03-28","2017-03-28","MOAB-20170328-BREF1","MOAB-20170328-BREF1-A",NA,"MOAB-20170328-BREF1-B",NA,"MOAB-20170328-BREF1-C",NA,"209170328-BRef1-C was leaky.",NA
"79d85bd7-3089-48cb-8992-2374f1d5dc51","MOAB","2017-03-29","2017-03-29","MOAB-20170329-BREF1","MOAB-20170329-BREF1-A",NA,"MOAB-20170329-BREF1-B",NA,"MOAB-20170329-BREF1-C",NA,"",NA
"e6f16be1-4432-4209-adfd-09c0bf600887","MOAB","2017-03-30","2017-03-30","MOAB-20170330-BREF1","MOAB-20170330-BREF1-A",NA,"MOAB-20170330-BREF1-B",NA,"MOAB-20170330-BREF1-C",NA,"",NA
"8efc4349-cf84-4e8d-b251-3e03025df058","MOAB","2017-04-10","2017-04-10","MOAB-20170410-BREF1","MOAB-20170410-BREF1-A",NA,"MOAB-20170410-BREF1-B",NA,"MOAB-20170410-BREF1-C",NA,NA,NA
"cd8b27e9-24db-4893-8c54-c44c433bf771","MOAB","2017-04-11","2017-04-11","MOAB-20170411-BREF1","MOAB-20170411-BREF1-A",NA,"MOAB-20170411-BREF1-B",NA,"MOAB-20170411-BREF1-C",NA,NA,NA
"590b9e67-d9c4-4a38-9301-c1d29def22c7","MOAB","2017-04-12","2017-04-12","MOAB-20170412-BREF1","MOAB-20170412-BREF1-A",NA,"MOAB-20170412-BREF1-B",NA,"MOAB-20170412-BREF1-C",NA,NA,NA
"d564a0c0-0251-494c-a1ce-86f7c94fada2","MOAB","2017-05-21","2017-05-21","MOAB-20170521-BREF1","MOAB-20170521-BREF1-A",NA,"MOAB-20170521-BREF1-B",NA,"MOAB-20170521-BREF1-C",NA,NA,NA
"41ec2039-62e5-4978-9fc8-e12a58a35206","MOAB","2017-05-22","2017-05-22","MOAB-20170522-BREF1","MOAB-20170522-BREF1-A",NA,"MOAB-20170522-BREF1-B",NA,"MOAB-20170522-BREF1-C",NA,NA,NA
"66d2c6a7-778a-4793-98c7-f6c6143c82be","MOAB","2017-05-23","2017-05-23","MOAB-20170523-BREF1","MOAB-20170523-BREF1-A",NA,"MOAB-20170523-BREF1-B",NA,"MOAB-20170523-BREF1-C",NA,NA,NA
"35f0778b-7a97-4106-bdce-5ccc7f3024b5","MOAB","2017-06-19","2017-06-19","MOAB-20170619-BREF1","MOAB-20170619-BREF1-A",NA,"MOAB-20170619-BREF1-B",NA,"MOAB-20170619-BREF1-C",NA,NA,NA
"5ce02521-669e-4ee8-aec4-eb6745c77ff2","MOAB","2017-06-20","2017-06-20","MOAB-20170620-BREF1","MOAB-20170620-BREF1-A",NA,"MOAB-20170620-BREF1-B",NA,"MOAB-20170620-BREF1-C",NA,NA,NA
"77952049-b49b-4ea6-b7b3-2270670d1c54","MOAB","2017-10-02","2017-10-02","MOAB-20171002-BREF1","MOAB-20171002-BREF1-A",NA,"MOAB-20171002-BREF1-B",NA,"MOAB-20171002-BREF1-C",NA,NA,NA
"0972ab15-9ad4-424c-b91d-098f6d68cf7f","MOAB","2017-10-03","2017-10-03","MOAB-20171003-BREF1","MOAB-20171003-BREF1-A",NA,"MOAB-20171003-BREF1-B",NA,"MOAB-20171003-BREF1-C",NA,NA,NA
"8902926b-f796-41b9-869f-dfb860668142","MOAB","2017-10-04","2017-10-04","MOAB-20171004-BREF1","MOAB-20171004-BREF1-A",NA,"MOAB-20171004-BREF1-B",NA,"MOAB-20171004-BREF1-C",NA,NA,NA
"9c997550-1440-4687-b169-88b17ddbf04d","MOAB","2017-10-22","2017-10-22","MOAB-20171022-BREF1","MOAB-20171022-BREF1-A",NA,"MOAB-20171022-BREF1-B",NA,"MOAB-20171022-BREF1-C",NA,NA,NA
"33c7b567-0ba7-40df-bf28-d307c5715744","MOAB","2017-10-23","2017-10-23","MOAB-20171023-BREF1","MOAB-20171023-BREF1-A",NA,"MOAB-20171023-BREF1-B",NA,"MOAB-20171023-BREF1-C",NA,NA,NA
"b5c8af4e-ed1d-4dfc-87bb-e34ede7ac64b","NIWO","2019-06-18","2019-06-18","NIWO-20190618-BREF1","NIWO-20190618-BREF1-A","B00000011979","NIWO-20190618-BREF1-B","B00000012041","NIWO-20190618-BREF1-C","B00000012030",NA,NA
"cfdf7121-56f9-4b1f-8c8d-4f1339a6bd8f","NIWO","2019-06-20","2019-06-20","NIWO-20190620-BREF1","NIWO-20190620-BREF1-A","B00000012060","NIWO-20190620-BREF1-B","B00000012001","NIWO-20190620-BREF1-C","B00000012053",NA,NA
"0a0620c1-ff14-4f1d-a73f-13ac63b92d16","NIWO","2019-07-02","2019-07-02","NIWO-20190702-BREF1","NIWO-20190702-BREF1-A","B00000012077","NIWO-20190702-BREF1-B","B00000012076","NIWO-20190702-BREF1-C","B00000012158",NA,NA
"fa50c55b-fc97-4986-857b-77803c403591","NIWO","2019-07-09","2019-07-09","NIWO-20190709-BREF1","NIWO-20190709-BREF1-A","B00000012102","NIWO-20190709-BREF1-B","B00000012047","NIWO-20190709-BREF1-C","B00000012033",NA,NA
"ae85dded-6b60-403b-8700-ba8f714a851f","NIWO","2019-07-11","2019-07-11","NIWO-20190711-BREF1","NIWO-20190711-BREF1-A","B00000011988","NIWO-20190711-BREF1-B","B00000012022","NIWO-20190711-BREF1-C","B00000012062",NA,NA
"ba1cdeb6-db25-4da2-ac0e-14055b3c867a","NIWO","2019-07-18","2019-07-18","NIWO-20190718-BREF1","NIWO-20190718-BREF1-A","B00000012068","NIWO-20190718-BREF1-B","B00000012069","NIWO-20190718-BREF1-C","B00000012066",NA,NA
"0b3106f7-b5d1-4203-8fd7-0c641d7b1a44","NIWO","2019-07-30","2019-07-30","NIWO-20190730-BREF1","NIWO-20190730-BREF1-A","B00000012023","NIWO-20190730-BREF1-B","B00000012009","NIWO-20190730-BREF1-C","B00000011991",NA,NA
"d3ebf59b-6c52-4c35-a3c3-d4a782e3b248","NIWO","2019-08-01","2019-08-01","NIWO-20190801-BREF1","NIWO-20190801-BREF1-A","B00000012219","NIWO-20190801-BREF1-B","B00000012214","NIWO-20190801-BREF1-C","B00000012215",NA,NA
"9081f1e8-251c-488c-9918-e5541d04ff81","NIWO","2019-08-06","2019-08-06","NIWO-20190806-BREF1","NIWO-20190806-BREF1-A","B00000012039","NIWO-20190806-BREF1-B","B00000011995","NIWO-20190806-BREF1-C","B00000012058",NA,NA
"acfc83ec-896c-4a4d-938e-fe6b37393a63","NIWO","2019-08-08","2019-08-08","NIWO-20190808-BREF1","NIWO-20190808-BREF1-A","B00000012004","NIWO-20190808-BREF1-B","B00000012048","NIWO-20190808-BREF1-C","B00000011990",NA,NA
"ace22e42-2a9c-469c-9956-f534b9becd5a","NIWO","2019-08-20","2019-08-20","NIWO-20190820-BREF1","NIWO-20190820-BREF1-A","B00000011971","NIWO-20190820-BREF1-B","B00000012213","NIWO-20190820-BREF1-C","B00000012010",NA,NA
"bca69194-5850-46d1-9e6c-be87a8188814","NIWO","2019-08-27","2019-08-27","NIWO-20190827-BREF1","NIWO-20190827-BREF1-A","B00000060906","NIWO-20190827-BREF1-B","B00000060897","NIWO-20190827-BREF1-C","B00000060896",NA,NA
"6166c5fd-f172-4cad-a6f1-d62ee9b0b20e","JORN","2017-06-28","2017-06-28","JORN-20170628-BREF1","JORN-20170628-BREF1-A",NA,"JORN-20170628-BREF1-B",NA,"JORN-20170628-BREF1-C",NA,NA,NA
"8a85e677-7c9f-49af-a4fb-2bd28d02a34b","JORN","2017-07-19","2017-07-19","JORN-20170719-BREF1","JORN-20170719-BREF1-A",NA,"JORN-20170719-BREF1-B",NA,"JORN-20170719-BREF1-C",NA,NA,NA
"2bd69545-9ad4-454e-a5c3-260eaa74e310","JORN","2017-08-09","2017-08-09","JORN-20170809-BREF1","JORN-20170809-BREF1-A",NA,"JORN-20170809-BREF1-B",NA,"JORN-20170809-BREF1-C",NA,NA,NA
"a4ba0301-8235-4564-b070-2350dedba2de","JORN","2017-08-30","2017-08-30","JORN-20170830-BREF1","JORN-20170830-BREF1-A",NA,"JORN-20170830-BREF1-B",NA,"JORN-20170830-BREF1-C",NA,NA,NA
"9a3c3724-bfed-4247-8192-afb6c12c27ea","JORN","2017-10-25","2017-10-25","JORN-20171025-BREF1","JORN-20171025-BREF1-A",NA,"JORN-20171025-BREF1-B",NA,"JORN-20171025-BREF1-C",NA,NA,NA
"a1da96d1-8978-49e2-af8a-9e227d875e04","JORN","2017-11-15","2017-11-15","JORN-20171115-BREF1","JORN-20171115-BREF1-A",NA,"JORN-20171115-BREF1-B",NA,"JORN-20171115-BREF1-C",NA,NA,NA
"df33a8cc-d744-4340-9089-32713e45ab44","WREF","2019-04-30","2019-04-30","WREF-20190430-BREF1","WREF-20190430-BREF1-A","B00000040814","WREF-20190430-BREF1-B","B00000040815","WREF-20190430-BREF1-C","B00000040820",NA,NA
"8cb7759f-822e-4430-97e8-dc60cca0a40e","WREF","2019-05-01","2019-05-01","WREF-20190501-BREF1","WREF-20190501-BREF1-A","B00000040845","WREF-20190501-BREF1-B","B00000040846","WREF-20190501-BREF1-C","B00000040853",NA,NA
"f1761571-1db4-41bd-8c81-5ad538360f18","WREF","2019-05-02","2019-05-02","WREF-20190502-BREF1","WREF-20190502-BREF1-A","B00000040996","WREF-20190502-BREF1-B","B00000040995","WREF-20190502-BREF1-C","B00000040997",NA,NA
"b79bc2e7-8d91-4de7-8995-2fdf30e1f9d0","WREF","2019-05-03","2019-05-03","WREF-20190503-BREF1","WREF-20190503-BREF1-A","B00000041076","WREF-20190503-BREF1-B","B00000041075","WREF-20190503-BREF1-C","B00000041074",NA,NA
"53891570-b25c-4848-885d-955111060a5b","WREF","2019-05-22","2019-05-22","WREF-20190522-BREF1","WREF-20190522-BREF1-A","B00000041020","WREF-20190522-BREF1-B","B00000041025","WREF-20190522-BREF1-C","B00000041038",NA,NA
"7a957ef6-89de-45fb-96a1-e567b3656b5a","WREF","2019-05-23","2019-05-23","WREF-20190523-BREF1","WREF-20190523-BREF1-A","B00000041086","WREF-20190523-BREF1-B","B00000041080","WREF-20190523-BREF1-C","B00000041082",NA,NA
"6745900e-182a-4247-a831-39a307ac82bf","WREF","2019-05-24","2019-05-24","WREF-20190524-BREF1","WREF-20190524-BREF1-A","B00000041103","WREF-20190524-BREF1-B","B00000041104","WREF-20190524-BREF1-C","B00000041105",NA,NA
"6f5643d3-0e50-4141-83cc-42ee73b461d7","WREF","2019-06-18","2019-06-18","WREF-20190618-BREF1","WREF-20190618-BREF1-A","B00000041160","WREF-20190618-BREF1-B","B00000041161","WREF-20190618-BREF1-C","B00000041163",NA,NA
"2283fb1f-ec86-4532-83f4-2930c0c76b49","WREF","2019-06-19","2019-06-19","WREF-20190619-BREF1","WREF-20190619-BREF1-A","B00000041216","WREF-20190619-BREF1-B","B00000041217","WREF-20190619-BREF1-C","B00000041218",NA,NA
"69e7c583-c646-4c80-90de-9a5ecac93c81","WREF","2019-06-20","2019-06-20","WREF-20190620-BREF1","WREF-20190620-BREF1-A","B00000041263","WREF-20190620-BREF1-B","B00000041264","WREF-20190620-BREF1-C","B00000041265",NA,NA
"4c516e6a-f8fd-4947-9836-cb5954b359a4","WREF","2019-06-21","2019-06-21","WREF-20190621-BREF1","WREF-20190621-BREF1-A","B00000041274","WREF-20190621-BREF1-B","B00000041275","WREF-20190621-BREF1-C","B00000041276",NA,NA
"c86ab22c-ac06-44b8-a49f-01f65e67c644","WREF","2019-07-09","2019-07-09","WREF-20190709-BREF1","WREF-20190709-BREF1-A","B00000041405","WREF-20190709-BREF1-B","B00000041408","WREF-20190709-BREF1-C","B00000041409",NA,NA
"182866a9-16d7-4919-8dd4-12973fbe5c0b","WREF","2019-07-10","2019-07-10","WREF-20190710-BREF1","WREF-20190710-BREF1-A","B00000053104","WREF-20190710-BREF1-B","B00000053103","WREF-20190710-BREF1-C","B00000053102",NA,NA
"96bfeaa8-ff41-4d00-bac7-baa981ec3b7e","WREF","2019-07-11","2019-07-11","WREF-20190711-BREF1","WREF-20190711-BREF1-A","B00000041422","WREF-20190711-BREF1-B","B00000041423","WREF-20190711-BREF1-C","B00000041421",NA,NA
"05536c18-5d3e-4935-8ee9-0b6c38e07b91","SJER","2018-10-09","2018-10-09","SJER-20181009-BREF2","SJER-20181009-BREF2-A","","SJER-20181009-BREF2-B","","SJER-20181009-BREF2-C","",NA,NA
"8d3ec3d2-84a1-4586-ab2a-81973b31cf2f","SJER","2018-10-10","2018-10-10","SJER-20181010-BREF2","SJER-20181010-BREF2-A","","SJER-20181010-BREF2-B","","SJER-20181010-BREF2-C","",NA,NA
"eb96d420-ffbf-4dc5-98a3-50859c0b9590","SJER","2018-10-11","2018-10-11","SJER-20181011-BREF2","SJER-20181011-BREF2-A","","SJER-20181011-BREF2-B","","SJER-20181011-BREF2-C","",NA,NA
"74eefdbb-8e9f-4ffd-b972-c82fa95e9277","SJER","2018-10-29","2018-10-29","SJER-20181029-BREF2","SJER-20181029-BREF2-A","B00000043102","SJER-20181029-BREF2-B","B00000043103","SJER-20181029-BREF2-C","B00000043104",NA,NA
"9bbc7a09-dee4-4bc0-8e5b-a18f9fc92be9","SJER","2018-10-30","2018-10-30","SJER-20181030-BREF2","SJER-20181030-BREF2-A","B00000043115","SJER-20181030-BREF2-B","B00000043116","SJER-20181030-BREF2-C","B00000043114",NA,NA
"8471366e-52bf-4313-8a3f-813b7634fac1","SJER","2018-10-31","2018-10-31","SJER-20181031-BREF2","SJER-20181031-BREF2-A","B00000043127","SJER-20181031-BREF2-B","B00000043128","SJER-20181031-BREF2-C","B00000043126",NA,NA
"e32a0da0-1cb5-4ef4-b548-73c03faa6333","SJER","2019-03-12","2019-03-12","SJER-20190312-BREF1","SJER-20190312-BREF1-A","B00000043303","SJER-20190312-BREF1-B","B00000043302","SJER-20190312-BREF1-C","B00000043300",NA,NA
"24dff30a-f1f0-4994-b0ee-e30eb42f59bf","SJER","2019-03-13","2019-03-13","SJER-20190313-BREF1","SJER-20190313-BREF1-A","B00000043337","SJER-20190313-BREF1-B","B00000043338","SJER-20190313-BREF1-C","B00000043336",NA,NA
"653e004b-5624-4397-9310-2eba571cd4a4","SJER","2019-03-14","2019-03-14","SJER-20190314-BREF1","SJER-20190314-BREF1-A","B00000043341","SJER-20190314-BREF1-B","B00000043340","SJER-20190314-BREF1-C","B00000043339",NA,NA
"485d88da-781a-451f-a8e7-454bb06306fe","SJER","2019-04-01","2019-04-01","SJER-20190401-BREF1","SJER-20190401-BREF1-A","B00000043476","SJER-20190401-BREF1-B","B00000043477","SJER-20190401-BREF1-C","B00000043475",NA,NA
"4d9ae284-36d9-4d98-8dca-74d3bce58a2a","SJER","2019-04-02","2019-04-02","SJER-20190402-BREF1","SJER-20190402-BREF1-A","B00000043506","SJER-20190402-BREF1-B","B00000043505","SJER-20190402-BREF1-C","B00000043496",NA,NA
"740436ea-3a44-48d9-8aa8-7d326fc52af4","SJER","2019-04-04","2019-04-04","SJER-20190404-BREF1","SJER-20190404-BREF1-A","B00000043530","SJER-20190404-BREF1-B","B00000043524","SJER-20190404-BREF1-C","B00000043523",NA,NA
"b6328d2a-f21a-4342-8aa8-f60f0264b503","SJER","2019-05-07","2019-05-07","SJER-20190507-BREF2","SJER-20190507-BREF2-A","B00000043687","SJER-20190507-BREF2-B","B00000043688","SJER-20190507-BREF2-C","B00000043689",NA,NA
"c4550fe5-b41a-4b58-928d-f3f72bc312a6","SJER","2019-05-08","2019-05-08","SJER-20190508-BREF2","SJER-20190508-BREF2-A","B00000043783","SJER-20190508-BREF2-B","B00000043784","SJER-20190508-BREF2-C","B00000043785",NA,NA
"d04b9450-6696-4e20-9c00-1aa616da645e","SJER","2019-05-09","2019-05-09","SJER-20190509-BREF3","SJER-20190509-BREF3-A","B00000043815","SJER-20190509-BREF3-B","B00000043814","SJER-20190509-BREF3-C","B00000043813",NA,NA
"c2563ad4-81a9-4586-8c6c-1c4939545727","SJER","2019-06-03","2019-06-03","SJER-20190603-BREF2","SJER-20190603-BREF2-A","B00000043709","SJER-20190603-BREF2-B","B00000043708","SJER-20190603-BREF2-C","B00000043707",NA,NA
"27326d04-9acb-4cec-b33c-d52d92529e2d","SJER","2019-06-04","2019-06-04","SJER-20190604-BREF2","SJER-20190604-BREF2-A","B00000043922","SJER-20190604-BREF2-B","B00000043921","SJER-20190604-BREF2-C","B00000043920",NA,NA
"337a5870-ccb7-4fc7-82ab-1101c325ae68","SOAP","2018-04-03","2018-04-03","SOAP-20180403-BREF1","SOAP-20180403-BREF1-A","B00000009307","SOAP-20180403-BREF1-B","B00000009308","SOAP-20180403-BREF1-C","B00000009309",NA,NA
"9a14b159-1105-490e-b6b4-0b6149e9406c","SOAP","2018-04-04","2018-04-04","SOAP-20180404-BREF1","SOAP-20180404-BREF1-A","A00000030421","SOAP-20180404-BREF1-B","A00000030420","SOAP-20180404-BREF1-C","A00000030419",NA,NA
"0ca04612-fe5d-413d-915c-d703b2fcf8e3","SOAP","2018-04-05","2018-04-05","SOAP-20180405-BREF1","SOAP-20180405-BREF1-A","A00000030502","SOAP-20180405-BREF1-B","A00000030503","SOAP-20180405-BREF1-C","A00000030500",NA,NA
"58ddae85-6cd9-407c-8280-02f1c199458c","SOAP","2018-04-06","2018-04-06","SOAP-20180406-BREF1","SOAP-20180406-BREF1-A","A00000030507","SOAP-20180406-BREF1-B","A00000030506","SOAP-20180406-BREF1-C","A00000030505",NA,NA
"bc80f8ed-8b3e-4899-9596-20fe428deb80","SOAP","2018-04-24","2018-04-24","SOAP-20180424-BREF1","SOAP-20180424-BREF1-A","A00000025985","SOAP-20180424-BREF1-B","A00000025984","SOAP-20180424-BREF1-C","A00000025983",NA,NA
"742246e5-d3bc-45d3-b4e9-0d2867a3f9c2","SOAP","2018-04-26","2018-04-26","SOAP-20180426-BREF1","SOAP-20180426-BREF1-A","B00000009328","SOAP-20180426-BREF1-B","B00000009330","SOAP-20180426-BREF1-C","B00000009329",NA,NA
"439a6cfe-da6f-42d0-9a0d-7c5bf361c9d2","SOAP","2018-04-27","2018-04-27","SOAP-20180427-BREF1","SOAP-20180427-BREF1-A","B00000009342","SOAP-20180427-BREF1-B","B00000009341","SOAP-20180427-BREF1-C","B00000009340",NA,NA
"ebe61ca1-5afe-4970-8dfc-eadd59b86ee6","SOAP","2018-05-30","2018-05-30","SOAP-20180530-BREF1","SOAP-20180530-BREF1-A","B00000009484","SOAP-20180530-BREF1-B","B00000009486","SOAP-20180530-BREF1-C","B00000009485",NA,NA
"16538ead-7b6e-4eda-93db-1d7c2656e9b4","SOAP","2018-05-31","2018-05-31","SOAP-20180531-BREF1","SOAP-20180531-BREF1-A","B00000009543","SOAP-20180531-BREF1-B","B00000009544","SOAP-20180531-BREF1-C","B00000009545",NA,NA
"cfd3edc0-3202-4b48-b941-c3c120bdad1b","SOAP","2018-06-01","2018-06-01","SOAP-20180601-BREF1","SOAP-20180601-BREF1-A","B00000009574","SOAP-20180601-BREF1-B","B00000009547","SOAP-20180601-BREF1-C","B00000009573",NA,NA
"3d5996bd-f804-468e-b313-f098a9120535","SOAP","2018-06-19","2018-06-19","SOAP-20180619-BREF1","SOAP-20180619-BREF1-A","B00000009642","SOAP-20180619-BREF1-B","B00000009645","SOAP-20180619-BREF1-C","B00000009646",NA,NA
"8a4eeca0-98f2-4f54-875b-9c2442f2006b","SOAP","2018-06-20","2018-06-20","SOAP-20180620-BREF1","SOAP-20180620-BREF1-A","B00000009654","SOAP-20180620-BREF1-B","B00000009655","SOAP-20180620-BREF1-C","B00000009656",NA,NA
"67591d0c-d6d8-4eb3-a2e0-b4338482c620","SOAP","2018-06-21","2018-06-21","SOAP-20180621-BREF1","SOAP-20180621-BREF1-A","","SOAP-20180621-BREF1-B","","SOAP-20180621-BREF1-C","",NA,NA
"11a40138-d3b9-42fd-a7ac-9390fc64c9db","SOAP","2018-10-23","2018-10-23","SOAP-20181023-BREF2","SOAP-20181023-BREF2-A","","SOAP-20181023-BREF2-B","","SOAP-20181023-BREF2-C","",NA,NA
"e6d2f7df-b40f-4a96-b7ff-901f7ec25d12","SOAP","2018-10-24","2018-10-24","SOAP-20181024-BREF2","SOAP-20181024-BREF2-A","B00000043080","SOAP-20181024-BREF2-B","B00000043079","SOAP-20181024-BREF2-C","B00000043081",NA,NA
"43f9166d-7ad5-4dc0-b711-0129cd629439","SOAP","2018-10-26","2018-10-26","SOAP-20181026-BREF2","SOAP-20181026-BREF2-A","B00000010060","SOAP-20181026-BREF2-B","B00000043091","SOAP-20181026-BREF2-C","B00000043090",NA,NA
