"uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","setDate","collectDate","massSampleMixtureID","cnSampleID","cnSampleCode","sampleType","co2Trapped","nitrogenPercent","carbonPercent","CNratio","cnPercentQF","percentAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF"
"dc67b1c4-dc7c-4cb1-9d28-761e896b95e1","2017-03-30","BART_041.basePlot.ltr","D01","BART","BART_041","tower","2016-09-19T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART041.20161010.NDL","NEON.LTR.BART041.20161010.NDL.CN",NA,"vegetation","N",0.5,53.1,107,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"3c3176dd-2728-4f04-8ba4-240012991d77","2017-03-30","BART_039.basePlot.ltr","D01","BART","BART_039","tower","2016-09-19T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART039.20161010.NDL","NEON.LTR.BART039.20161010.NDL.CN",NA,"vegetation","N",0.4,51.7,118.4,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"19217a2c-5e3d-4d20-97d8-70638c261e22","2017-03-30","BART_033.basePlot.ltr","D01","BART","BART_033","tower","2016-09-19T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART033.20161011.NDL","NEON.LTR.BART033.20161011.NDL.CN",NA,"vegetation","N",0.5,50.4,105.8,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"c8865c84-1e7a-4c1a-8df3-43d67051c5dd","2017-03-30","BART_033.basePlot.ltr","D01","BART","BART_033","tower","2016-09-19T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART033.20161011.LVS","NEON.LTR.BART033.20161011.LVS.CN",NA,"vegetation","N",0.6,49.5,86.1,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"b322600a-2b39-42e3-b65c-f2984fca46d6","2017-03-30","BART_051.basePlot.ltr","D01","BART","BART_051","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART051.20161010.LVS","NEON.LTR.BART051.20161010.LVS.CN",NA,"vegetation","N",0.5,49.3,99.6,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"f0ed5628-4697-4002-827f-c4a770873a96","2017-03-30","BART_040.basePlot.ltr","D01","BART","BART_040","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART040.20161010.LVS","NEON.LTR.BART040.20161010.LVS.CN",NA,"vegetation","N",0.6,49.6,89.8,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"b561a0cb-f1a7-440d-b00c-dfce0697984d","2017-03-30","BART_051.basePlot.ltr","D01","BART","BART_051","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART051.20161010.NDL","NEON.LTR.BART051.20161010.NDL.CN",NA,"vegetation","N",0.5,52.1,105.2,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"9fc1d19d-b8af-4a1b-a8fb-1b2ec0b097b8","2017-03-30","BART_047.basePlot.ltr","D01","BART","BART_047","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART047.20161010.LVS","NEON.LTR.BART047.20161010.LVS.CN",NA,"vegetation","N",0.6,49.6,85.5,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"11c8e558-0a96-4b70-bc1e-e27f34d19bab","2017-03-30","BART_047.basePlot.ltr","D01","BART","BART_047","tower","2016-09-20T16:00Z","2016-10-10T16:00Z","NEON.LTR.BART047.20161010.NDL","NEON.LTR.BART047.20161010.NDL.CN",NA,"vegetation","N",0.5,51.2,109.8,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"9d658296-7ce7-412a-92fa-faea938b0c71","2017-03-30","BART_037.basePlot.ltr","D01","BART","BART_037","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART037.20161011.LVS","NEON.LTR.BART037.20161011.LVS.CN",NA,"vegetation","N",0.6,49.2,88.5,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"436be8ae-ef3b-41ae-9a03-761e2907427d","2017-03-30","BART_036.basePlot.ltr","D01","BART","BART_036","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART036.20161011.NDL","NEON.LTR.BART036.20161011.NDL.CN",NA,"vegetation","N",0.6,51.3,85.5,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"49649758-2dbb-44bc-89e2-c6e6cc83a5f5","2017-03-30","BART_036.basePlot.ltr","D01","BART","BART_036","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART036.20161011.LVS","NEON.LTR.BART036.20161011.LVS.CN",NA,"vegetation","N",0.5,50.5,105.1,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"3cfa6ee4-3bcb-4959-b366-e0c60b02213a","2017-03-30","BART_042.basePlot.ltr","D01","BART","BART_042","tower","2016-09-20T16:00Z","2016-10-11T16:00Z","NEON.LTR.BART042.20161011.NDL","NEON.LTR.BART042.20161011.NDL.CN",NA,"vegetation","N",0.5,51.7,95.4,"0",NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
