"uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","setDate","collectDate","massSampleMixtureID","ligninSampleID","ligninSampleBarcode","analyticalRepNumber","dryMass","ligninPercent","cellulosePercent","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"ad4895d9-57b8-497b-96f5-0a5af0cf6684","2018-12-17","HARV_040.basePlot.ltr","D01","HARV","HARV_040","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV040.20181015.LVS","NEON.LTR.HARV040.20181015.LVS.LIG","A00000032744",1,0.509,31.35,20.39,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"332be979-085a-4ad1-9f56-5ba7551797c7","2018-12-13","HARV_049.basePlot.ltr","D01","HARV","HARV_049","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV049.20181015.NDL","NEON.LTR.HARV049.20181015.NDL.LIG","A00000032802",1,0.511,25.53,23.23,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"e12528e4-6f31-479a-8542-f8eb4a64e0a0","2018-12-13","HARV_052.basePlot.ltr","D01","HARV","HARV_052","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV052.20181015.LVS","NEON.LTR.HARV052.20181015.LVS.LIG","A00000032763",1,0.527,28.03,23.09,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"b64d690c-7182-48a0-959e-8922d6c8c25d","2018-12-13","HARV_052.basePlot.ltr","D01","HARV","HARV_052","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV052.20181015.NDL","NEON.LTR.HARV052.20181015.NDL.LIG","A00000032775",1,0.522,20.77,19.3,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"da0cee33-98cd-45a2-a73f-1ca777a60025","2018-12-17","HARV_037.basePlot.ltr","D01","HARV","HARV_037","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV037.20181015.NDL","NEON.LTR.HARV037.20181015.NDL.LIG","A00000032786",1,0.505,15.39,17.69,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"b6e995fb-0303-4a13-be21-40795705a188","2018-12-17","HARV_037.basePlot.ltr","D01","HARV","HARV_037","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV037.20181015.LVS","NEON.LTR.HARV037.20181015.LVS.LIG","A00000032826",1,0.538,25.23,15.63,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"e8f4fc59-69b5-44d2-a0c3-bb0edb48222e","2018-12-13","HARV_046.basePlot.ltr","D01","HARV","HARV_046","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV046.20181015.LVS","NEON.LTR.HARV046.20181015.LVS.LIG","A00000032858",1,0.514,25.93,21.22,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"33746a63-e0ed-4c44-997e-b10c32d41dcc","2018-12-13","HARV_046.basePlot.ltr","D01","HARV","HARV_046","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV046.20181015.NDL","NEON.LTR.HARV046.20181015.NDL.LIG","A00000032824",1,0.538,30.19,22.92,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"c56feb5d-0b3b-4cb5-bff8-1e07231c93fc","2018-12-17","HARV_035.basePlot.ltr","D01","HARV","HARV_035","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV035.20181015.LVS","NEON.LTR.HARV035.20181015.LVS.LIG","A00000032805",1,0.533,31.47,20.15,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"0598982c-201f-45c2-b520-a181aef624fc","2018-12-17","HARV_035.basePlot.ltr","D01","HARV","HARV_035","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV035.20181015.NDL","NEON.LTR.HARV035.20181015.NDL.LIG","A00000032816",1,0.523,17.49,18.66,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"a7efa62d-4521-4b8c-afb8-90ef3c938bcb","2018-12-13","HARV_043.basePlot.ltr","D01","HARV","HARV_043","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV043.20181015.LVS","NEON.LTR.HARV043.20181015.LVS.LIG","A00000032761",1,0.504,29.01,14.14,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"959c63a5-ea42-47e4-a582-42ef6c0ff565","2018-12-13","HARV_048.basePlot.ltr","D01","HARV","HARV_048","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV048.20181015.NDL","NEON.LTR.HARV048.20181015.NDL.LIG","A00000032746",1,0.504,20.83,20.73,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"06a286e9-6733-4e88-aa0e-3324ef6ee09c","2018-12-13","HARV_041.basePlot.ltr","D01","HARV","HARV_041","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV041.20181015.LVS","NEON.LTR.HARV041.20181015.LVS.LIG","A00000032839",1,0.538,28.74,19.21,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
