"uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","setDate","collectDate","massSampleMixtureID","ligninSampleID","ligninSampleBarcode","analyticalRepNumber","dryMass","ligninPercent","cellulosePercent","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"b444e299-1116-4300-b9fc-64786c89ad1c","2018-12-13","HARV_041.basePlot.ltr","D01","HARV","HARV_041","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV041.20181015.NDL","NEON.LTR.HARV041.20181015.NDL.LIG","A00000032804",1,0.522,29.05,23.34,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"4d3f1a60-5ac0-4a71-943b-c6034a67ab0c","2018-12-13","HARV_049.basePlot.ltr","D01","HARV","HARV_049","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV049.20181015.NDL","NEON.LTR.HARV049.20181015.NDL.LIG","A00000032802",2,0.515,25.96,21.69,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"9342f092-54c0-49f9-aead-45693149995a","2018-12-17","HARV_036.basePlot.ltr","D01","HARV","HARV_036","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV036.20181015.LVS","NEON.LTR.HARV036.20181015.LVS.LIG","A00000032838",1,0.529,23.3,19.03,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"eddae917-9d34-4d2d-b4e2-5420fcd3545d","2018-12-17","HARV_038.basePlot.ltr","D01","HARV","HARV_038","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV038.20181015.NDL","NEON.LTR.HARV038.20181015.NDL.LIG","A00000032760",1,0.512,24.34,21.04,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"0d26802a-e3f9-41a9-bea0-57b29b9c169b","2018-12-13","HARV_048.basePlot.ltr","D01","HARV","HARV_048","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV048.20181015.LVS","NEON.LTR.HARV048.20181015.LVS.LIG","A00000032794",1,0.528,27.87,20.85,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"944703fa-961e-4fd1-b409-374e20a08b55","2018-12-17","HARV_033.basePlot.ltr","D01","HARV","HARV_033","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV033.20181015.NDL","NEON.LTR.HARV033.20181015.NDL.LIG","A00000032835",1,0.52,30.76,21.71,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"1fb67ed2-9b63-4494-a284-738ee26974c8","2018-12-17","HARV_033.basePlot.ltr","D01","HARV","HARV_033","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV033.20181015.LVS","NEON.LTR.HARV033.20181015.LVS.LIG","A00000032781",1,0.513,26,22.31,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"c677ccdc-84c2-4b58-b1db-1fb4b340caa5","2018-12-13","HARV_050.basePlot.ltr","D01","HARV","HARV_050","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV050.20181015.NDL","NEON.LTR.HARV050.20181015.NDL.LIG","A00000032817",1,0.527,32.69,24.56,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"585c732b-2ba5-487d-9a57-d82dedbabe7a","2018-12-17","HARV_050.basePlot.ltr","D01","HARV","HARV_050","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV050.20181015.LVS","NEON.LTR.HARV050.20181015.LVS.LIG","A00000032840",1,0.511,28.26,19.54,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"8530ef35-054a-4356-8610-bbcc520c878e","2018-12-17","HARV_040.basePlot.ltr","D01","HARV","HARV_040","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV040.20181015.NDL","NEON.LTR.HARV040.20181015.NDL.LIG","A00000032799",1,0.524,31.44,20.97,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"d9a0d691-10c9-4ec6-8592-0cfac99f6bf6","2018-12-13","HARV_045.basePlot.ltr","D01","HARV","HARV_045","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV045.20181015.LVS","NEON.LTR.HARV045.20181015.LVS.LIG","A00000032814",1,0.532,27.7,23.21,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"27d999ac-c457-49d8-9e1d-9a8aabf08a78","2018-12-13","HARV_051.basePlot.ltr","D01","HARV","HARV_051","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV051.20181015.LVS","NEON.LTR.HARV051.20181015.LVS.LIG","A00000032842",1,0.512,27.31,22.57,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"9af3cc00-3760-4912-b489-228ec0195021","2018-12-13","HARV_043.basePlot.ltr","D01","HARV","HARV_043","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV043.20181015.NDL","NEON.LTR.HARV043.20181015.NDL.LIG","A00000032836",1,0.524,21.61,21.05,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"f20dfac4-2042-46e4-849e-8a801a192eb0","2018-12-13","HARV_049.basePlot.ltr","D01","HARV","HARV_049","tower","2018-10-01T16:00Z","2018-10-15T16:00Z","NEON.LTR.HARV049.20181015.LVS","NEON.LTR.HARV049.20181015.LVS.LIG","A00000032766",1,0.512,22.58,14.31,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"511f822c-56f2-478c-b60b-6b89cc6e24f2","2018-12-17","HARV_034.basePlot.ltr","D01","HARV","HARV_034","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV034.20181016.LVS","NEON.LTR.HARV034.20181016.LVS.LIG","A00000032812",1,0.504,26.11,20.84,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"e7a82f8d-13c4-4562-989f-3c5df90fb6e7","2018-12-13","HARV_044.basePlot.ltr","D01","HARV","HARV_044","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV044.20181016.NDL","NEON.LTR.HARV044.20181016.NDL.LIG","A00000032803",1,0.528,33.02,24.93,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"15ddcdb3-04b2-44c5-b24d-9a8125947f5c","2018-12-13","HARV_044.basePlot.ltr","D01","HARV","HARV_044","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV044.20181016.LVS","NEON.LTR.HARV044.20181016.LVS.LIG","A00000032801",1,0.528,25.87,21.52,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"6e5b2fe8-ad6b-4522-a429-7c4cea9e0751","2018-12-13","HARV_042.basePlot.ltr","D01","HARV","HARV_042","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV042.20181016.LVS","NEON.LTR.HARV042.20181016.LVS.LIG","A00000032752",1,0.53,28.44,22.03,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"842b7b6c-7cf7-4496-8c0e-b26085e0cc7a","2018-12-17","HARV_034.basePlot.ltr","D01","HARV","HARV_034","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV034.20181016.NDL","NEON.LTR.HARV034.20181016.NDL.LIG","A00000032769",2,0.543,28.78,21.45,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"f8d7e01b-c695-4888-97bc-adb0bb1afb2d","2018-12-13","HARV_047.basePlot.ltr","D01","HARV","HARV_047","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV047.20181016.LVS","NEON.LTR.HARV047.20181016.LVS.LIG","A00000032780",1,0.518,27.06,23.68,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"7f6078cf-2b22-4771-8214-e272e5332539","2018-12-17","HARV_039.basePlot.ltr","D01","HARV","HARV_039","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV039.20181016.LVS","NEON.LTR.HARV039.20181016.LVS.LIG","A00000032787",1,0.515,24.84,19.19,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"20b365b0-af92-4c21-aae4-8e513dce0ed9","2018-12-17","HARV_039.basePlot.ltr","D01","HARV","HARV_039","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV039.20181016.NDL","NEON.LTR.HARV039.20181016.NDL.LIG","A00000032770",1,0.513,30.28,22.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"fb5c9b1c-e72d-48f7-80c0-fa0d1959e3b0","2018-12-17","HARV_034.basePlot.ltr","D01","HARV","HARV_034","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV034.20181016.NDL","NEON.LTR.HARV034.20181016.NDL.LIG","A00000032769",1,0.548,28.66,22.31,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"204e8a40-906c-4841-8c4e-4a1aaafbe1e7","2018-12-13","HARV_042.basePlot.ltr","D01","HARV","HARV_042","tower","2018-10-01T16:00Z","2018-10-16T16:00Z","NEON.LTR.HARV042.20181016.NDL","NEON.LTR.HARV042.20181016.NDL.LIG","A00000032751",1,0.511,32.55,23.62,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"6272c9f8-a81b-4af7-bf06-539439c8d4dd","2018-01-26","SCBI_045.basePlot.ltr","D02","SCBI","SCBI_045","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI045.20171113.LVS","NEON.LTR.SCBI045.20171113.LVS.LIG",NA,1,0.59,22.64,24.16,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"a3fccea9-892a-4b87-a5ec-2d67c4b81fe5","2018-01-26","SCBI_066.basePlot.ltr","D02","SCBI","SCBI_066","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI066.20171113.LVS","NEON.LTR.SCBI066.20171113.LVS.LIG",NA,1,0.514,19.55,26.03,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"c230a34b-7f52-42db-b184-005d6cbf665a","2018-01-26","SCBI_064.basePlot.ltr","D02","SCBI","SCBI_064","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI064.20171113.LVS","NEON.LTR.SCBI064.20171113.LVS.LIG",NA,1,0.586,18.97,22.94,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"41cf202d-4a98-4e81-87c6-743244f0ea30","2018-01-26","SCBI_047.basePlot.ltr","D02","SCBI","SCBI_047","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI047.20171113.LVS","NEON.LTR.SCBI047.20171113.LVS.LIG",NA,1,0.522,18.28,26.43,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"6b4a6d5b-a060-457a-a16e-4e68ec25bb8e","2018-01-26","SCBI_062.basePlot.ltr","D02","SCBI","SCBI_062","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI062.20171113.LVS","NEON.LTR.SCBI062.20171113.LVS.LIG",NA,1,0.54,20.18,25.24,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"6743c274-cf88-454d-b493-71ef184ad940","2018-01-26","SCBI_058.basePlot.ltr","D02","SCBI","SCBI_058","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI058.20171113.LVS","NEON.LTR.SCBI058.20171113.LVS.LIG",NA,1,0.511,23.15,23.69,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"92b23be7-daa7-4a99-97c7-d334e415b40c","2018-01-26","SCBI_054.basePlot.ltr","D02","SCBI","SCBI_054","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI054.20171113.LVS","NEON.LTR.SCBI054.20171113.LVS.LIG",NA,1,0.543,23.12,22.56,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"0d87f0f8-a15f-4a3c-85b9-6308b8ab5588","2018-01-26","SCBI_046.basePlot.ltr","D02","SCBI","SCBI_046","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI046.20171113.LVS","NEON.LTR.SCBI046.20171113.LVS.LIG",NA,1,0.596,28.45,27.12,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"e6981b77-3596-4b8c-85d0-036df3623ae7","2018-01-26","SCBI_048.basePlot.ltr","D02","SCBI","SCBI_048","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI048.20171113.LVS","NEON.LTR.SCBI048.20171113.LVS.LIG",NA,2,0.527,22.29,24.42,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"aef88bd1-b2d4-4c97-be57-97269a1a2f21","2018-01-26","SCBI_048.basePlot.ltr","D02","SCBI","SCBI_048","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI048.20171113.LVS","NEON.LTR.SCBI048.20171113.LVS.LIG",NA,1,0.519,21.69,24.82,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"ce998835-046e-4e75-97dd-9b6e6672e92e","2018-01-26","SCBI_056.basePlot.ltr","D02","SCBI","SCBI_056","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI056.20171113.LVS","NEON.LTR.SCBI056.20171113.LVS.LIG",NA,1,0.562,21.79,23.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"f01c7180-970e-4f32-ac7a-0cdadc253aeb","2018-01-26","SCBI_063.basePlot.ltr","D02","SCBI","SCBI_063","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI063.20171113.LVS","NEON.LTR.SCBI063.20171113.LVS.LIG",NA,1,0.575,17.44,25.63,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"34fd4d77-8dcf-4f8e-81c6-e67f39b19580","2018-01-26","SCBI_053.basePlot.ltr","D02","SCBI","SCBI_053","tower","2017-10-31T16:00Z","2017-11-13T17:00Z","NEON.LTR.SCBI053.20171113.LVS","NEON.LTR.SCBI053.20171113.LVS.LIG",NA,1,0.552,18.2,24.4,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"b2ea5bd9-b4af-439f-90df-32bb04c77f64","2018-07-06","GUAN_053.basePlot.ltr","D04","GUAN","GUAN_053","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN053.20180427.LVS","NEON.LTR.GUAN053.20180427.LVS.LIG","A00000007102",1,0.478,25.8,32.02,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"6f78e94d-a918-4559-8919-62fe5214056e","2018-07-06","GUAN_061.basePlot.ltr","D04","GUAN","GUAN_061","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN061.20180427.LVS","NEON.LTR.GUAN061.20180427.LVS.LIG","A00000007082",1,0.49,18.54,28.69,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"9ea6ed73-f5e6-40af-9e5c-d243800bbe1d","2018-07-06","GUAN_043.basePlot.ltr","D04","GUAN","GUAN_043","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN043.20180427.LVS","NEON.LTR.GUAN043.20180427.LVS.LIG","A00000005875",1,0.478,21.87,21.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"3e5b5b3c-fb68-46cf-ac22-1874400e28ef","2018-06-22","GUAN_057.basePlot.ltr","D04","GUAN","GUAN_057","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN057.20180427.LVS","NEON.LTR.GUAN057.20180427.LVS.LIG","A00000007085",1,0.465,18.93,23.13,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"986e67a2-0497-4337-abb2-fd7aaf4eb393","2018-07-06","GUAN_058.basePlot.ltr","D04","GUAN","GUAN_058","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN058.20180427.LVS","NEON.LTR.GUAN058.20180427.LVS.LIG","A00000007083",1,0.491,14.48,18.02,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"6244bd7e-e11a-4bd5-8076-ac8644e1cac2","2018-07-06","GUAN_050.basePlot.ltr","D04","GUAN","GUAN_050","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN050.20180427.LVS","NEON.LTR.GUAN050.20180427.LVS.LIG","A00000007115",1,0.485,18.29,22.5,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"ff00e534-7f3a-408c-93ff-2834e8eeafb4","2018-07-06","GUAN_056.basePlot.ltr","D04","GUAN","GUAN_056","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN056.20180427.LVS","NEON.LTR.GUAN056.20180427.LVS.LIG","A00000007120",1,0.48,31.15,20.97,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"e9e05413-66ca-40c0-b037-060b6ca37db9","2018-07-06","GUAN_048.basePlot.ltr","D04","GUAN","GUAN_048","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN048.20180427.LVS","NEON.LTR.GUAN048.20180427.LVS.LIG","A00000007112",1,0.494,23.66,20.22,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"595ecc2f-743f-40a0-9cd6-fcb3b4a8b508","2018-07-06","GUAN_046.basePlot.ltr","D04","GUAN","GUAN_046","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN046.20180427.LVS","NEON.LTR.GUAN046.20180427.LVS.LIG","A00000007064",1,0.493,25.64,21.94,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
"4c0a08f0-f83c-4faa-a6c9-62907a28b138","2018-07-06","GUAN_051.basePlot.ltr","D04","GUAN","GUAN_051","tower","2018-03-29T16:00Z","2018-04-27T16:00Z","NEON.LTR.GUAN051.20180427.LVS","NEON.LTR.GUAN051.20180427.LVS.LIG","A00000007121",1,0.476,26.46,23.38,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","8kr+qfmeu1FQ7vvHWE7F/A==","5NMApxg5Cd0pWFY84VRdIg==",NA
