domainID,siteID,plotID,plotType,rootNPercent,rootNPercent_n,rootCPercent,rootCPercent_n,rootCNratio,rootCNratio_n,litterNPercent_mean,litterNPercent_n,litterCPercent_mean,litterCPercent_n,litterCNRatio_mean,litterCNRatio_n,foliarNPercent_mean,foliarNPercent_n,foliarCPercent_mean,foliarCPercent_n,foliarCNRatio_mean,foliarCNRatio_n,soilNPercent_OHoriz_mean,soilNPercent_OHoriz_n,soilCPercent_OHoriz_mean,soilCPercent_OHoriz_n,soilCNRatio_OHoriz_mean,soilCNRatio_OHoriz_n,soilNPercent_MHoriz_mean,soilNPercent_MHoriz_n,soilCPercent_MHoriz_mean,soilCPercent_MHoriz_n,soilCNRatio_MHoriz_mean,soilCNRatio_MHoriz_n,pctSand,pctSilt,pctClay,soil_nitrate_mean,soil_nitrate_n,soil_ammonium_mean,soil_ammonium_n,inorganicN
D07,ORNL,ORNL_050,tower,0.85,8,47.66,8,65.05,8,0.74,1,50.06,1,67.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_051,tower,0.695,8,47.505,8,76.5,8,0.9,1,48.37,1,53.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_052,tower,0.6325,8,49.06125,8,88.8,8,0.89,1,51.19,1,57.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_053,tower,0.8049999999999999,8,47.62125,8,69.6125,8,0.81,1,49.55,1,61.1,1,2.0733333333333333,3,48.70666666666666,3,24.333333333333332,3,0.375,6,7.203333333333333,6,19.05,6,0.08166666666666667,6,1.36,6,17.416666666666664,6,NA,NA,NA,0.0825,34,1.0653333333333332,36,1.1478333333333333
D07,ORNL,ORNL_054,tower,0.83875,8,48.09875,8,63.2875,8,0.74,1,50.72,1,68.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_055,tower,1.0925,8,49.07375,8,51.125,8,1.13,1,50.85,1,45.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_056,tower,0.9025000000000001,8,48.68,8,57.95,8,1,1,50.51,1,50.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_057,tower,0.8175,8,49.17,8,67.5625,8,0.87,1,49.98,1,57.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_058,tower,0.70875,8,48.4875,8,75.075,8,0.88,1,49,1,55.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_059,tower,0.71125,8,47.73,8,73.25,8,0.83,1,49.82,1,60.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_060,tower,0.8362499999999999,8,48.16375,8,61.3625,8,0.93,1,49.1,1,53.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_061,tower,0.765,8,47.935,8,70.5,8,0.74,2,49.61,2,67,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_062,tower,0.68125,8,50.255,8,88.66250000000001,8,0.83,1,51.13,1,61.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_063,tower,0.93375,8,48.08,8,56.2125,8,0.785,2,51.325,2,67.85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_037,tower,1.0833333333333333,6,45.33,6,43.2,6,1.4,1,46.73,1,33.3,1,2.182,5,51.054,5,23.9,5,NA,NA,NA,NA,NA,NA,0.15,6,1.6333333333333333,6,10.85,6,15.366666666666667,53.46666666666667,31.166666666666668,0.13321428571428573,14,0.38855555555555554,18,0.5217698412698413
D08,DELA,DELA_038,tower,0.915,6,45.72833333333333,6,53.43333333333333,6,1.18,1,47.81,1,40.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16833333333333333,6,1.7216666666666667,6,9.966666666666667,6,7.6,49.199999999999996,43.2,0.26676470588235296,17,0.3194444444444444,18,0.5862091503267974
D08,DELA,DELA_039,tower,0.9299999999999999,6,45.629999999999995,6,50.53333333333333,6,1.03,1,46.52,1,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_040,tower,0.8866666666666667,6,45.291666666666664,6,56.9,6,1.32,1,48.35,1,36.5,1,2.92,2,50.61,2,19.65,2,NA,NA,NA,NA,NA,NA,0.155,6,1.6833333333333333,6,10.85,6,16.08,52.86,31.06,0.1683076923076923,13,0.28605555555555556,18,0.4543632478632479
D08,DELA,DELA_041,tower,0.8933333333333333,6,46.16833333333333,6,55.25,6,0.99,1,48.15,1,48.5,1,2.4466666666666668,3,49.693333333333335,3,22.2,3,NA,NA,NA,NA,NA,NA,0.17666666666666667,6,2.0116666666666667,6,11.4,6,17.775,45.55,36.675,0.18808333333333332,12,0.11675,12,0.30483333333333335
D08,DELA,DELA_042,tower,0.795,6,43.28666666666667,6,58.28333333333333,6,1.2,1,46.44,1,38.9,1,2.495,2,47.935,2,19.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_043,tower,1.1316666666666666,6,43.14666666666667,6,40.96666666666667,6,1.22,1,46.69,1,38.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_044,tower,0.9666666666666667,6,42.608333333333334,6,49.016666666666666,6,1.07,1,44.8,1,41.8,1,2.7424999999999997,4,48.192499999999995,4,18.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_045,tower,0.9066666666666667,6,43.695,6,49.18333333333334,6,1.23,1,45.47,1,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_046,tower,0.995,6,43.718333333333334,6,47.96666666666667,6,0.795,2,50.405,2,75.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_047,tower,1.205,6,44.13166666666667,6,41.18333333333334,6,1.2,1,47.9,1,39.9,1,2.5250000000000004,2,50.915000000000006,2,20.15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_048,tower,1.25,6,44.961666666666666,6,38.61666666666667,6,1.29,1,48.3,1,37.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_050,tower,1.125,6,44.99333333333333,6,42.93333333333333,6,1.04,1,45.62,1,44.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_051,tower,1.0283333333333333,6,44.53,6,45.63333333333333,6,1.15,1,44.29,1,38.5,1,2.728,5,49.974,5,19.56,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_052,tower,0.79,6,45.12166666666667,6,61.13333333333333,6,1.06,1,45.14,1,42.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_053,tower,0.6900000000000001,6,47,6,73.48333333333333,6,1.01,1,46.79,1,46.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_054,tower,0.9866666666666666,6,47.055,6,49.18333333333334,6,1.07,1,47.98,1,44.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_055,tower,0.9616666666666667,6,44.85,6,48.95,6,1.02,1,46.95,1,45.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_056,tower,0.7083333333333334,6,47.413333333333334,6,72.6,6,1.01,1,45.54,1,44.9,1,2.154,5,47.952,5,22.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_059,tower,0.8033333333333333,6,45.248333333333335,6,59.05,6,1.08,1,46.69,1,43.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_061,tower,0.835,8,44.48,8,59.5875,8,0.87,2,50.085,2,40,1,2.296666666666667,3,43.85666666666667,3,19.933333333333334,3,NA,NA,NA,NA,NA,NA,0.19,3,1.7466666666666666,3,9.233333333333333,3,NA,NA,NA,0.2390625,16,0.20677777777777778,18,0.4458402777777778
D08,LENO,LENO_062,tower,0.70875,8,45.19125,8,70.6875,8,1.115,2,50.215,2,45.45,2,2.3566666666666665,3,47.25333333333333,3,20.233333333333334,3,NA,NA,NA,NA,NA,NA,0.13333333333333333,3,1.3466666666666667,3,10.033333333333333,3,NA,NA,NA,0.1781875,16,0.2011111111111111,18,0.3792986111111111
D08,LENO,LENO_063,tower,0.78125,8,44.40125,8,66.9625,8,1.1,1,47.65,1,43.4,1,2.0633333333333335,3,48.21333333333333,3,23.4,3,NA,NA,NA,NA,NA,NA,0.13333333333333333,3,1.8233333333333335,3,13.866666666666667,3,NA,NA,NA,0.13092857142857142,14,0.17552941176470588,17,0.30645798319327733
D08,LENO,LENO_064,tower,0.6125,8,44.135,8,80.7,8,0.7949999999999999,2,49.66,2,42,1,2.3366666666666664,3,48.36,3,21.166666666666664,3,NA,NA,NA,NA,NA,NA,0.09,3,1.0033333333333334,3,10.9,3,NA,NA,NA,0.1,14,0.18088888888888888,18,0.28088888888888885
D08,LENO,LENO_065,tower,0.8025,8,45.1,8,60.3,8,1.25,1,49.62,1,39.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_066,tower,0.6625,8,45.5875,8,75.4375,8,0.755,2,50.34,2,44.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_067,tower,0.78,8,46.845,8,64.225,8,1.01,1,48.14,1,47.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_068,tower,0.9625,8,47.495000000000005,8,53.3625,8,0.7899999999999999,2,50.68,2,41.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_069,tower,0.9562499999999999,8,49.3875,8,60.125,8,1.29,1,49.2,1,38.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_070,tower,0.7575000000000001,8,48.615,8,70.85,8,0.9199999999999999,2,49.785,2,54.599999999999994,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_042,tower,0.7475,8,46.34625,8,77.45,8,0.715,2,51.55,2,110.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_043,tower,0.705,8,47.03125,8,93.8125,8,0.505,2,51.879999999999995,2,120.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_044,tower,0.6637500000000001,8,45.35375,8,81.275,8,0.47,2,50.95,2,127.95,2,1.4233333333333333,3,49.11,3,39.1,3,NA,NA,NA,NA,NA,NA,0.045,4,1.18,4,26.4,4,72.86,16.98,10.16,0.03494117647058823,17,0.22161111111111112,18,0.25655228758169935
D08,TALL,TALL_045,tower,0.68125,8,45.27375,8,87.3125,8,0.64,1,49.7,1,77.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_046,tower,0.8075,8,45.665,8,68.05,8,0.49,2,50.455,2,122.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_047,tower,0.75,8,45.83375,8,70.1375,8,0.555,2,50.035,2,107.55,2,1.7133333333333334,3,49.02333333333333,3,30.8,3,NA,NA,NA,NA,NA,NA,0.07,3,2.3933333333333335,3,32.266666666666666,3,NA,NA,NA,0.03823529411764706,17,0.201,18,0.23923529411764707
D08,TALL,TALL_048,tower,0.5228571428571429,7,46.69428571428571,7,102.11428571428571,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_049,tower,0.6225,8,46.5175,8,86.4875,8,0.7,1,49.51,1,70.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_050,tower,0.375,8,48.61375,8,154.2875,8,0.66,1,50.99,1,76.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_051,tower,0.565,8,45.8425,8,93.8375,8,0.72,1,49.64,1,69.1,1,1.2533333333333334,3,48.906666666666666,3,42.666666666666664,3,NA,NA,NA,NA,NA,NA,0.05666666666666667,6,1.8983333333333334,6,32.95,6,NA,NA,NA,0.038142857142857145,14,0.24672222222222223,18,0.2848650793650794
D08,TALL,TALL_052,tower,0.46375,8,46.69625,8,116.4125,8,0.585,2,52.575,2,112.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_053,tower,0.74375,8,47.13375,8,67.85,8,0.79,1,49.97,1,63.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_054,tower,0.6675,8,46.62,8,83.125,8,0.86,1,47.5,1,55.1,1,1.4666666666666666,3,49.723333333333336,3,42.46666666666667,3,NA,NA,NA,NA,NA,NA,0.044,5,1.516,5,33.06,5,NA,NA,NA,0.04729411764705882,17,0.2043888888888889,18,0.2516830065359477
D08,TALL,TALL_055,tower,0.7012499999999999,8,46.32,8,73.35,8,0.75,1,48.38,1,64.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_056,tower,0.3585714285714286,7,48.730000000000004,7,143.97142857142856,7,0.74,1,48.75,1,66.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_057,tower,0.635,8,43.04875,8,81.725,8,0.83,1,49.21,1,59.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_058,tower,0.8125,8,47.40375,8,71.975,8,0.55,2,50.575,2,104.60000000000001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_059,tower,1.13125,8,46.99375,8,48.55,8,0.615,2,50.98,2,100.80000000000001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_060,tower,0.79875,8,47.705,8,67.9,8,0.575,2,50.175,2,97.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_061,tower,0.50125,8,47.89375,8,110.8625,8,0.54,1,50.52,1,93.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_061,tower,0.5800000000000001,3,44.36666666666667,3,89,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_062,tower,0.7366666666666667,3,47.07,3,65.1,3,NA,NA,NA,NA,NA,NA,1.46,1,44.97,1,30.7,1,NA,NA,NA,NA,NA,NA,0.36,3,2.703333333333333,3,NA,0,NA,NA,NA,0.19666666666666668,12,0.41925,12,0.6159166666666667
D09,DCFS,DCFS_063,tower,0.7166666666666667,3,46.64333333333333,3,70.2,3,NA,NA,NA,NA,NA,NA,0.8,1,44.08,1,55.4,1,NA,NA,NA,NA,NA,NA,0.36,2,3.5766666666666667,3,NA,0,33.8,36.3,29.9,0.1288,20,0.47915,20,0.60795
D09,DCFS,DCFS_064,tower,0.7066666666666667,3,45.75333333333333,3,66.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_065,tower,0.9133333333333333,3,46.663333333333334,3,51.86666666666667,3,NA,NA,NA,NA,NA,NA,1.64,1,44.91,1,27.5,1,NA,NA,NA,NA,NA,NA,0.28,3,1.6733333333333333,3,NA,0,NA,NA,NA,0.15844444444444444,18,0.3417777777777778,18,0.5002222222222222
D09,DCFS,DCFS_066,tower,0.6466666666666666,3,45.480000000000004,3,73.93333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_067,tower,0.7033333333333334,3,46.91,3,70.63333333333334,3,NA,NA,NA,NA,NA,NA,1.4,1,45.78,1,32.7,1,NA,NA,NA,NA,NA,NA,0.29000000000000004,3,1.0166666666666666,3,NA,0,NA,NA,NA,0.21988888888888888,18,0.36138888888888887,18,0.5812777777777778
D09,DCFS,DCFS_068,tower,1.1933333333333334,3,42.92333333333333,3,40.833333333333336,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_069,tower,0.8300000000000001,3,48.13333333333333,3,57.96666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_070,tower,0.9833333333333333,3,47.483333333333334,3,51.96666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_071,tower,0.8966666666666666,3,49.89,3,56.53333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_072,tower,0.95,3,47.51,3,50.733333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_073,tower,1.2133333333333334,3,46.03,3,42.56666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_074,tower,0.6933333333333334,3,44.093333333333334,3,64.33333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_075,tower,1.1166666666666667,3,44.25333333333333,3,39.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_076,tower,0.9633333333333334,3,47.79333333333333,3,50.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_077,tower,1.2000000000000002,3,46,3,40.66666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_078,tower,0.85,3,46.156666666666666,3,55.666666666666664,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_079,tower,0.8733333333333334,3,46.27,3,54.16666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_080,tower,0.9066666666666666,3,42.879999999999995,3,51.733333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_081,tower,0.6633333333333333,3,45.56666666666666,3,69.36666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_082,tower,1.0233333333333334,3,43.47666666666667,3,45.233333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_083,tower,0.97,3,44.46,3,46.233333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_084,tower,0.9633333333333334,3,44.056666666666665,3,48.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_085,tower,0.7866666666666667,3,49.17,3,67.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_086,tower,0.7933333333333333,3,42.74333333333333,3,54.666666666666664,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_087,tower,1.6333333333333333,3,49.26,3,32.43333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_088,tower,1.19,3,47.56666666666667,3,41.63333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_089,tower,0.81,3,47.76,3,62.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_090,tower,0.9633333333333333,3,47.38333333333333,3,50.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
