domainID,siteID,plotID,plotType,rootNPercent,rootNPercent_n,rootCPercent,rootCPercent_n,rootCNratio,rootCNratio_n,litterNPercent_mean,litterNPercent_n,litterCPercent_mean,litterCPercent_n,litterCNRatio_mean,litterCNRatio_n,foliarNPercent_mean,foliarNPercent_n,foliarCPercent_mean,foliarCPercent_n,foliarCNRatio_mean,foliarCNRatio_n,soilNPercent_OHoriz_mean,soilNPercent_OHoriz_n,soilCPercent_OHoriz_mean,soilCPercent_OHoriz_n,soilCNRatio_OHoriz_mean,soilCNRatio_OHoriz_n,soilNPercent_MHoriz_mean,soilNPercent_MHoriz_n,soilCPercent_MHoriz_mean,soilCPercent_MHoriz_n,soilCNRatio_MHoriz_mean,soilCNRatio_MHoriz_n,pctSand,pctSilt,pctClay,soil_nitrate_mean,soil_nitrate_n,soil_ammonium_mean,soil_ammonium_n,inorganicN
D09,DCFS,DCFS_002,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,1,44.14,1,39.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_003,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,1,44.76,1,31.1,1,NA,NA,NA,NA,NA,NA,0.42,2,2.8400000000000003,3,NA,0,NA,NA,NA,0.12194444444444444,18,0.2113888888888889,18,0.33333333333333337
D09,DCFS,DCFS_004,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,1,45.86,1,33.6,1,NA,NA,NA,NA,NA,NA,0.3233333333333333,3,1.9200000000000002,3,NA,0,79.23333333333333,12.566666666666666,8.2,0.16755555555555554,18,0.22411111111111112,18,0.39166666666666666
D09,DCFS,DCFS_005,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,1,44.15,1,25.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_006,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1,43.69,1,31.7,1,NA,NA,NA,NA,NA,NA,0.44,3,2.9166666666666665,3,NA,0,NA,NA,NA,0.2167777777777778,18,0.39033333333333337,18,0.6071111111111112
D09,DCFS,DCFS_007,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,1,44.41,1,33.3,1,NA,NA,NA,NA,NA,NA,0.36,3,2.0766666666666667,3,NA,0,44.475,32.425,23.1,0.22,12,0.41000000000000003,12,0.63
D09,DCFS,DCFS_008,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,1,43.36,1,33,1,NA,NA,NA,NA,NA,NA,0.33666666666666667,3,3.5433333333333334,3,NA,0,NA,NA,NA,0.2145,16,0.2699375,16,0.48443749999999997
D09,DCFS,DCFS_009,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,43.17,1,30.7,1,NA,NA,NA,NA,NA,NA,0.15666666666666668,3,2.223333333333333,3,NA,0,NA,NA,NA,0.13977777777777778,18,0.19183333333333333,18,0.3316111111111111
D09,DCFS,DCFS_010,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1,44.91,1,37.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.38,31.4,29.22,NA,NA,NA,NA,NA
D09,DCFS,DCFS_011,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,1,44.99,1,31.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.225,39.15,25.625,NA,NA,NA,NA,NA
D09,DCFS,DCFS_012,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,44.36,1,29.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_013,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,1,44.8,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_014,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,1,44.86,1,28.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.675,34.725,26.6,NA,NA,NA,NA,NA
D09,DCFS,DCFS_015,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,1,43.78,1,28.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_016,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,1,45.6,1,27.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.85,34.75,30.4,NA,NA,NA,NA,NA
D09,WOOD,WOOD_001,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,38.8,1,47.5,1,NA,NA,NA,NA,NA,NA,0.44333333333333336,3,4.216666666666667,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_002,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,39.2,1,31.7,1,NA,NA,NA,NA,NA,NA,0.44,3,4.663333333333333,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_003,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,40.1,1,36.7,1,NA,NA,NA,NA,NA,NA,0.3833333333333333,3,2.993333333333333,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_004,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,39.1,1,35.9,1,NA,NA,NA,NA,NA,NA,0.35333333333333333,3,3.15,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_005,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,39.9,1,25.5,1,NA,NA,NA,NA,NA,NA,0.27,3,2.4233333333333333,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_006,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,39.8,1,30.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_007,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,39.9,1,33.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_008,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,38.8,1,40.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_009,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,39.8,1,32.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.575,35.275,31.15,NA,NA,NA,NA,NA
D09,WOOD,WOOD_010,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,40.1,1,30.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.53333333333333,33.2,18.266666666666666,NA,NA,NA,NA,NA
D09,WOOD,WOOD_021,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,42.4,1,16.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.44,39.08,32.48,NA,NA,NA,NA,NA
D09,WOOD,WOOD_022,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,41.8,1,28.7,1,NA,NA,NA,NA,NA,NA,0.6,3,6.373333333333333,3,NA,0,35.275,35.275,29.45,NA,NA,NA,NA,NA
D09,WOOD,WOOD_023,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1,42.3,1,16.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_024,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,37.3,1,26.8,1,NA,NA,NA,NA,NA,NA,0.5733333333333334,3,4.336666666666667,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_025,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1,41.2,1,21.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,WOOD,WOOD_027,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,39.4,1,37.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D10,STER,STER_006,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,38.7,1,25.8,1,NA,NA,NA,NA,NA,NA,0.10333333333333333,3,0.65,3,NA,0,41.85,34.675,23.475,0.9076666666666666,12,0.15458333333333335,12,1.06225
D10,STER,STER_018,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,1,40.2,1,20.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.32,32.98,22.7,NA,NA,NA,NA,NA
D10,STER,STER_027,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,1,31.96,1,50.5,1,NA,NA,NA,NA,NA,NA,0.095,6,1.1166666666666667,6,NA,0,43.825,34.1,22.075,0.5890666666666666,15,0.11494444444444445,18,0.704011111111111
D10,STER,STER_028,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1,44.01,1,42.8,1,NA,NA,NA,NA,NA,NA,0.095,6,0.8783333333333333,6,NA,0,33.8,40.575,25.625,0.4029375,16,0.11031250000000001,16,0.51325
D10,STER,STER_029,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,1,43.78,1,43.5,1,NA,NA,NA,NA,NA,NA,0.085,6,0.8016666666666666,6,NA,0,32.55,40.375,27.075,0.3765,18,0.11611111111111111,18,0.4926111111111111
D10,STER,STER_031,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,1,42.5,1,69.9,1,NA,NA,NA,NA,NA,NA,0.08833333333333333,6,0.8433333333333334,6,NA,0,NA,NA,NA,0.29288888888888887,18,0.10938888888888888,18,0.40227777777777773
D10,STER,STER_032,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1,44.21,1,28.5,1,NA,NA,NA,NA,NA,NA,0.10333333333333333,3,1.2833333333333332,3,NA,0,37.416666666666664,35.78333333333333,26.8,NA,NA,NA,NA,NA
D10,STER,STER_033,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,1,36.63,1,16.2,1,NA,NA,NA,NA,NA,NA,0.08333333333333333,3,1.0033333333333334,3,NA,0,58.2,22.875,18.925,NA,NA,NA,NA,NA
D10,STER,STER_034,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1,43.54,1,60.2,1,NA,NA,NA,NA,NA,NA,0.08333333333333333,3,1.25,3,NA,0,70.525,14.600000000000001,14.875,NA,NA,NA,NA,NA
D10,STER,STER_035,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1,41.59,1,50.6,1,NA,NA,NA,NA,NA,NA,0.08,3,0.75,3,NA,0,66.825,16.125,17.05,NA,NA,NA,NA,NA
D11,CLBJ,CLBJ_031,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,41.57,1,41.7,1,NA,NA,NA,NA,NA,NA,0.060000000000000005,2,0.14,3,NA,0,NA,NA,NA,0.08106666666666666,15,0.17533333333333334,18,0.2564
D11,CLBJ,CLBJ_034,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,1,39.74,1,20.2,1,NA,NA,NA,NA,NA,NA,0.12333333333333334,3,3.52,3,NA,0,46.65,36.15,17.2,0.16694444444444445,18,0.27844444444444444,18,0.4453888888888889
D11,CLBJ,CLBJ_036,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,1,42.1,1,42.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,CLBJ,CLBJ_038,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2,47.379999999999995,2,21.85,2,NA,NA,NA,NA,NA,NA,0.06999999999999999,3,0.19333333333333333,3,NA,0,NA,NA,NA,0.15961111111111112,18,0.172,18,0.3316111111111111
D11,CLBJ,CLBJ_039,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,1,39.6,1,29.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.18333333333334,26.65,25.166666666666668,NA,NA,NA,NA,NA
D11,CLBJ,CLBJ_040,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6033333333333333,3,47.88666666666666,3,31.900000000000002,3,NA,NA,NA,NA,NA,NA,0.11666666666666667,3,0.17666666666666667,3,NA,0,NA,NA,NA,0.11205555555555556,18,0.20916666666666667,18,0.32122222222222224
D11,CLBJ,CLBJ_043,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5433333333333334,3,46.92333333333333,3,33.766666666666666,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,CLBJ,CLBJ_045,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8649999999999998,2,44.22,2,23.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,CLBJ,CLBJ_046,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.682,5,45.838,5,18.66,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,CLBJ,CLBJ_047,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5833333333333333,3,45.99666666666667,3,29.133333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,CLBJ,CLBJ_051,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7966666666666666,3,47.99666666666667,3,27.166666666666664,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.78,16.18,18.04,NA,NA,NA,NA,NA
D11,CLBJ,CLBJ_052,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0949999999999998,2,47.44,2,22.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.775,28.425,16.8,NA,NA,NA,NA,NA
D11,OAES,OAES_001,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1,38.69,1,37.7,1,NA,NA,NA,NA,NA,NA,0.12333333333333334,6,1.005,6,NA,0,NA,NA,NA,0.14477777777777778,18,0.13644444444444445,18,0.28122222222222226
D11,OAES,OAES_002,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,1,42.75,1,62.1,1,NA,NA,NA,NA,NA,NA,0.17,6,1.255,6,NA,0,13.100000000000001,67.75,19.15,0.13294444444444445,18,0.12676470588235295,17,0.2597091503267974
D11,OAES,OAES_003,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1,39.26,1,56.4,1,NA,NA,NA,NA,NA,NA,0.17833333333333334,6,1.0933333333333333,6,NA,0,26,57,17,0.15777777777777777,18,0.17994117647058824,17,0.337718954248366
D11,OAES,OAES_004,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,1,35.83,1,26.7,1,NA,NA,NA,NA,NA,NA,0.165,6,1.0366666666666666,6,NA,0,14.625,53.95,31.425,0.18838888888888888,18,0.25077777777777777,18,0.43916666666666665
D11,OAES,OAES_005,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1,38.96,1,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.433333333333334,51.733333333333334,25.833333333333332,NA,NA,NA,NA,NA
D11,OAES,OAES_006,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,1,42.19,1,74.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,OAES,OAES_007,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1,37.6,1,49.9,1,NA,NA,NA,NA,NA,NA,0.09166666666666667,6,0.6133333333333333,6,NA,0,15.05,65.25,19.700000000000003,0.11988888888888889,18,0.1126875,16,0.23257638888888887
D11,OAES,OAES_008,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,1,35.87,1,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,OAES,OAES_009,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1,40.06,1,37.9,1,NA,NA,NA,NA,NA,NA,0.13,5,1.08,5,NA,0,NA,NA,NA,0.14605555555555555,18,0.10694444444444444,18,0.253
D11,OAES,OAES_010,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,1,38.85,1,81.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.45,69.05,20.5,NA,NA,NA,NA,NA
D11,OAES,OAES_011,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,1,42.93,1,82.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,OAES,OAES_012,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,1,38.99,1,53.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.65,67.15,16.2,NA,NA,NA,NA,NA
D11,OAES,OAES_013,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,1,40.13,1,39.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,OAES,OAES_021,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,39.99,1,36.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,OAES,OAES_022,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1,41.51,1,50.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D11,OAES,OAES_023,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,41.22,1,34.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D13,MOAB,MOAB_001,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1,44.27,1,23.4,1,NA,NA,NA,NA,NA,NA,0.05333333333333334,6,0.36,5,NA,0,NA,NA,NA,0.11033333333333334,18,0.07316666666666667,12,0.1835
D13,MOAB,MOAB_002,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,1,44,1,35,1,NA,NA,NA,NA,NA,NA,0.04,2,0.16666666666666666,6,NA,0,77.36,11.379999999999999,11.26,0.06952941176470588,17,0.07125,12,0.14077941176470588
D13,MOAB,MOAB_003,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8466666666666667,3,51.96333333333334,3,64.66666666666667,3,NA,NA,NA,NA,NA,NA,0.14500000000000002,6,1.14,6,NA,0,55.5,27.1,17.4,0.13741666666666666,12,0.09333333333333334,12,0.23075
D13,MOAB,MOAB_004,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,1,43.19,1,21,1,NA,NA,NA,NA,NA,NA,0.0375,4,0.268,5,NA,0,NA,NA,NA,0.12727777777777777,18,0.06125,12,0.18852777777777777
D13,MOAB,MOAB_005,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,1,44.76,1,24.4,1,NA,NA,NA,NA,NA,NA,0.043333333333333335,6,0.26166666666666666,6,NA,0,NA,NA,NA,0.09894444444444445,18,0.06175,12,0.16069444444444445
D13,MOAB,MOAB_006,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,1,44.71,1,35.3,1,NA,NA,NA,NA,NA,NA,0.04,1,0.0575,4,NA,0,76.1,13.06,10.84,0.1083888888888889,18,0.12491666666666666,12,0.23330555555555554
D13,MOAB,MOAB_007,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7233333333333334,3,50.43333333333333,3,29.53333333333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D13,MOAB,MOAB_009,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,1,43.13,1,33.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D13,MOAB,MOAB_010,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,1,44.33,1,26.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.84,10.879999999999999,9.28,NA,NA,NA,NA,NA
D13,MOAB,MOAB_024,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,3,51.513333333333335,3,66.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D13,NIWO,NIWO_001,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8200000000000001,2,51.1,2,80.2,2,0.888,5,27.754,5,33.019999999999996,5,0.18,5,6.104,5,33.28,5,59.233333333333334,28.266666666666666,12.5,0.22914285714285715,7,0.33404,25,0.5631828571428572
D13,NIWO,NIWO_002,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9600000000000001,3,50.766666666666666,3,66.63333333333333,3,1.0325,4,31.240000000000002,4,32.2,4,0.126,5,4.404,5,34.32,5,NA,NA,NA,0.1518,5,0.2567857142857143,28,0.4085857142857143
D13,NIWO,NIWO_003,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,1,48.5,1,25.2,1,0.5833333333333334,3,8.266666666666667,3,13.633333333333333,3,0.76,3,9.136666666666667,3,12.033333333333333,3,68.925,21.775,9.3,0.3851111111111111,18,0.1746111111111111,18,0.5597222222222222
D13,NIWO,NIWO_004,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1925000000000001,4,50.575,4,60.65,4,1.2325,4,33.722500000000004,4,27.175,4,0.16166666666666668,6,3.945,6,24.683333333333334,6,NA,NA,NA,NA,NA,NA,NA,NA
D13,NIWO,NIWO_007,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2200000000000002,2,51.65,2,51.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,21.166666666666668,11.333333333333334,NA,NA,NA,NA,NA
D13,NIWO,NIWO_011,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1,52.6,1,49.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.06666666666666,28.266666666666666,5.666666666666666,NA,NA,NA,NA,NA
D13,NIWO,NIWO_016,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1749999999999998,2,51.6,2,52.400000000000006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.93333333333334,22.766666666666666,9.3,NA,NA,NA,NA,NA
D14,JORN,JORN_001,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5875,4,44.0875,4,17.2,4,NA,NA,NA,NA,NA,NA,0.04,1,0.14666666666666667,6,NA,0,82.2,6.15,11.65,0.16283333333333333,18,0.52,12,0.6828333333333334
D14,JORN,JORN_002,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.215,4,48.0025,4,23.450000000000003,4,NA,NA,NA,NA,NA,NA,NA,0,0.24,6,NA,0,NA,NA,NA,0.24394444444444444,18,0.6368333333333334,12,0.8807777777777778
D14,JORN,JORN_003,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2575,4,47.105,4,24.349999999999998,4,NA,NA,NA,NA,NA,NA,NA,0,0.08666666666666667,6,NA,0,86.96666666666667,7.066666666666666,5.966666666666667,0.19133333333333333,18,0.48166666666666663,12,0.6729999999999999
D14,JORN,JORN_004,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.475,4,46.64,4,18.975,4,NA,NA,NA,NA,NA,NA,0.03,1,0.14500000000000002,6,NA,0,NA,NA,NA,0.17372222222222222,18,0.4694166666666667,12,0.6431388888888889
D14,JORN,JORN_005,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,4,47.395,4,20.625,4,NA,NA,NA,NA,NA,NA,NA,0,0.21333333333333335,6,NA,0,82.625,7.05,10.325,0.1353888888888889,18,0.47775,12,0.6131388888888889
D14,JORN,JORN_006,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.235,4,47.215,4,24.675,4,NA,NA,NA,NA,NA,NA,NA,0,0.18166666666666667,6,NA,0,87.7,6.333333333333333,5.966666666666667,0.1938125,16,0.5425,10,0.7363124999999999
D14,JORN,JORN_007,distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,4,48.8875,4,23.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.27499999999999,4.675,8.05,NA,NA,NA,NA,NA
