"uid","namedLocation","domainID","siteID","plotID","nrcsDescriptionID","collectDate","horizonID","horizonName","biogeoIDnrcs","biogeoSampleType","biogeoTopDepth","biogeoBottomDepth","biogeoCenterDepth","particleSizeDistProcessedDate","particleSizeDistMethodPub","particleSizeDistMethod","coarseFrag2To5","coarseFrag5To20","sandTotal","siltTotal","clayTotal","carbonateClay","clayFineContent","siltFineContent","siltCoarseContent","sandVeryFineContent","sandFineContent","sandMediumContent","sandCoarseContent","laboratoryName","dataQF"
"a3c1f18a-ea7a-41c3-8477-4af0acffa511","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04937","Cd","S2016NH003001-5","bulk",49,100,74.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",78.3,110.1,69.5,30,0.5,NA,NA,11.9,18.1,20.4,19.2,11.4,10.3,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"aff8d070-50e6-4ce0-ace5-c2c67f801662","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04936","Bs2","S2016NH003001-4","bulk",33,49,41,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",71.9,134.1,55.3,42.3,2.4,NA,NA,17.6,24.7,22.7,15,8.6,3.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"fedbb646-6379-47b7-8c46-d3c828a6c0b4","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04933","Oa","S2016NH003001-1","bulk",0,13,6.5,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"a98ad0e1-0b68-4805-a838-e6770d6ee2e7","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04934","E/B","S2016NH003001-2","bulk",13,23,18,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",70.9,110.3,64,32.9,3.1,NA,NA,14.1,18.8,22.1,17.6,9.1,8.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"e0c3b598-bb1b-48a9-908b-fcf96a9023d0","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04935","Bs1","S2016NH003001-3","bulk",23,33,28,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",81.1,117.9,59.6,37.2,3.2,NA,NA,15.5,21.7,21.3,18.3,7.3,7.2,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"abce9539-ba54-4ae8-b801-bd20d41241dc","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04941","Bs","S2016NH003002-4","bulk",18,27,22.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",134.8,135.7,67.5,29.6,2.9,NA,NA,13.1,16.5,16.1,15.9,13,13,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"d1c1a52d-177b-4018-8a17-b37e249b60cd","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04940","Bhs","S2016NH003002-3","bulk",13,18,15.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",128.8,189.6,71.2,24.4,4.4,NA,NA,11.9,12.5,12.9,14.1,12.9,17.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"19f09a6c-7646-4848-9313-d42f38d984e4","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04943","BC2","S2016NH003002-6","bulk",54,100,77,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",129.4,94.1,63.5,35,1.5,NA,NA,14.8,20.2,17,15.8,14.6,10,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"8e38b46a-74c9-4641-99ad-9d6fe479acb2","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04942","BC1","S2016NH003002-5","bulk",27,54,40.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",123.7,91.4,65.8,32.3,1.9,NA,NA,13.8,18.5,12.6,18.3,12.8,13,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"c73519c7-fe2c-412a-b1da-aed532752faf","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04939","E","S2016NH003002-2","bulk",9,13,11,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",144.2,201.1,66.9,30.5,2.6,NA,NA,14.9,15.6,17,15.7,14.7,8.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"1345c39d-3a3f-4a50-9cc1-a1f0e6f68d5a","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04938","Oa","S2016NH003002-1","bulk",0,9,4.5,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"758bb2e1-2485-4041-a7cc-49fd9c050123","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003","2016-05-19","16N04946","Bw1","S2016NH003003-3","bulk",7,29,18,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",88.3,73,67.7,29.1,3.2,NA,NA,16.9,12.2,10.4,12.7,12.6,16.2,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"fed5f17e-4f12-4063-b724-fa02ab6106c5","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003","2016-05-19","16N04948","C","S2016NH003003-5","bulk",52,100,76,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",180.3,280.2,81,15.8,3.2,NA,NA,9,6.8,8.4,14.4,20.5,26.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"c0d7adf5-23a7-48aa-ad3f-8d2e4d86899a","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003","2016-05-19","16N04944","Oa","S2016NH003003-1","bulk",0,3,1.5,"","","",37.4,63.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"e87f4bc6-8f2d-4be6-8efd-382a739e5b2b","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003","2016-05-19","16N04947","Bw2","S2016NH003003-4","bulk",29,52,40.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",90.7,53,68.6,28.3,3.1,NA,NA,16.3,12,10.6,13.6,14.7,14.2,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"bb9ec1b6-8ff1-4d4a-9767-18b6c209d5f5","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003","2016-05-19","16N04945","A","S2016NH003003-2","bulk",3,7,5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",99.3,86.6,66.5,29.3,4.2,NA,NA,15.6,13.7,13,14.8,13.4,15.3,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"949c6e55-c34b-42f6-bae7-e4fe730e55f8","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004","2016-05-23","16N04950","E","S2016NH003004-2","bulk",13,36,24.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",193.7,412.1,74.2,22.2,3.6,NA,NA,13.3,8.9,9.2,13.9,10.7,15.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"95454cd1-ae94-43e7-8980-28b987b590fd","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004","2016-05-23","16N04952","Bs2","S2016NH003004-4","bulk",62,100,81,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",142.9,304,81.4,15.8,2.8,NA,NA,7.2,8.6,12.9,19.8,18.3,17.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"5a86a475-e74e-41f5-817c-49e00b1c5346","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004","2016-05-23","16N04951","Bs1","S2016NH003004-3","bulk",36,62,49,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",81,48.3,62,35.1,2.9,NA,NA,15.9,19.2,21,17.6,9.8,6.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"f638503a-b5ac-4d96-91d3-8d129fce0b66","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004","2016-05-23","16N04949","Oa","S2016NH003004-1","bulk",0,13,6.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",172.9,287.4,77.8,16.6,5.6,NA,NA,10.5,6.1,7.5,11.9,13.7,20.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"3ff5a87d-e253-4621-87db-6fad08fd1e2f","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04954","Oa2","S2016NH003005-2","bulk",24,30,27,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"c493bf94-365f-49bf-823b-c447186d8537","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04957","BC","S2016NH003005-5","bulk",47,73,60,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",89,82.1,56.9,35.4,7.7,NA,NA,18.5,16.9,16.6,17.4,14.1,5.3,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"d21d1bc9-ef0d-4461-afe6-cdd4cb9c5842","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04953","Oa1","S2016NH003005-1","bulk",0,24,12,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"9a39ccac-c59c-4782-a515-70b3555217e0","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04958","C","S2016NH003005-6","bulk",73,100,86.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",139.9,166.7,67.7,25.8,6.5,NA,NA,14.7,11.1,15.3,19.1,14.7,12.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"101a2d3f-7e26-4585-a8b2-ada9c3b18ed3","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04956","Bhs","S2016NH003005-4","bulk",35,47,41,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",123.9,64.5,55.5,37.7,6.8,NA,NA,21.1,16.6,13.6,17.7,10.5,8.3,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"6d32f509-f233-432b-9487-e1077b84a466","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04955","E","S2016NH003005-3","bulk",30,35,32.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",65.2,41.2,63.8,33.5,2.7,NA,NA,18.9,14.6,15.3,17.1,12,11.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"ca555f9c-f980-46ed-a704-add5fa5ce7e3","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04962","Bhs","S2016NH003006-4","bulk",36,50,43,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",143.8,166.3,72.6,22.8,4.6,NA,NA,12.6,10.2,11,15.9,17,16.1,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"4c70e7d7-f462-4d0c-ad6c-2aa09848096e","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04960","Oa","S2016NH003006-2","bulk",4,18,11,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"3fbaf5f0-ac4f-4147-a049-ecc6f735e419","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04963","BC","S2016NH003006-5","bulk",50,76,63,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",124.8,178.8,72.3,23.8,3.9,NA,NA,12.6,11.2,13.6,19.4,17.5,15.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"d53511ad-2be4-4a91-937f-63f77123dc63","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04964","C","S2016NH003006-6","bulk",76,100,88,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",167.8,253.6,84.6,12.6,2.8,NA,NA,5.6,7,9.1,19.4,26.1,22.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"92f8ffe7-3143-4a4c-b9bc-e6632af080cb","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04959","Oe","S2016NH003006-1","bulk",0,4,2,"","","",3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"1329faa7-2f5d-42cd-ad79-63d1d9ad6a84","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04961","E","S2016NH003006-3","bulk",18,36,27,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",90.5,186.4,72.8,25.5,1.7,NA,NA,14.1,11.4,11.4,19.1,16.6,16,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"b440807f-fe95-435d-979a-2357fa9ebd67","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04968","Bs","S2016NH003007-4","bulk",34,57,45.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",65.5,139.6,69.5,29.6,0.9,NA,NA,9.9,19.7,25.9,22.3,9.6,7.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"3d1a29b3-0e70-40b3-ac8d-80dba54d1a17","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04965","Oa","S2016NH003007-1","bulk",0,9,4.5,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"b17cd053-7197-47d0-a5a2-96c6613c591a","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04967","Bhs","S2016NH003007-3","bulk",12,34,23,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",78.8,204.3,69.1,29.6,1.3,NA,NA,9.7,19.9,26.5,20.6,12.9,5.3,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"5b0415a3-e26a-4769-8f10-748835439c0f","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04969","BC","S2016NH003007-5","bulk",57,79,68,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",89.2,210.8,74.6,25.1,0.3,NA,NA,8.1,17,22.6,25.2,10.2,9.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"01583ef6-1442-4d00-b8a2-3181dc4b7158","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04970","C","S2016NH003007-6","bulk",79,100,89.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",63.1,73.3,75.8,23.5,0.7,NA,NA,6.6,16.9,23.9,31.8,9.6,6,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"984f357b-9c4b-48e8-86dd-0b64e50cc524","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04966","E","S2016NH003007-2","bulk",9,12,10.5,"2017-01-10","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",38.3,13.5,61.4,36.1,2.5,NA,NA,15.8,20.3,19.5,24.3,9.4,5.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"1afc2eb9-8ba8-47de-8fe3-2d1ba5c26b04","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008","2016-06-10","16N04973","Bhs1","S2016NH003008-3","bulk",29,37,33,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",198.1,110.6,66.1,29.9,4,NA,NA,18.1,11.8,11.8,12,10.7,14.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"a251df8f-515b-4683-a62c-ab575e0c414d","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008","2016-06-10","16N04971","Oa","S2016NH003008-1","bulk",0,23,11.5,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"4adffde4-af56-41ec-90b2-20332e418c22","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008","2016-06-10","16N04975","Bhs3","S2016NH003008-5","bulk",64,80,72,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",108.7,140.7,67.2,28.8,4,NA,NA,17.9,10.9,14.4,17.2,11.5,12.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"ad2e45a8-ba05-422a-9a8e-cd56f487d1db","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008","2016-06-10","16N04974","Bhs2","S2016NH003008-4","bulk",37,64,50.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",125.2,248.9,68.7,27.5,3.8,NA,NA,15.8,11.7,17.9,19.2,12.8,10.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"dbcf8b78-b458-4bf9-9daf-8141ac83bdfe","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008","2016-06-10","16N04972","E","S2016NH003008-2","bulk",23,29,26,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",169.2,109.6,71.3,26.3,2.4,NA,NA,14.1,12.2,12.6,13.6,15.2,13,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"07ba70ed-98e5-46eb-995e-394e411baded","BART_024.basePlot.all","D01","BART","BART_024","S2016NH003009","2016-06-14","16N04977","E","S2016NH003009-2","bulk",14,20,17,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",169.5,90.5,75.2,22.3,2.5,NA,NA,13.1,9.2,7.6,9.6,11.7,17.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"311d8fa1-e8b1-474a-8401-88dacaaae7ed","BART_024.basePlot.all","D01","BART","BART_024","S2016NH003009","2016-06-14","16N04976","Oa","S2016NH003009-1","bulk",0,14,7,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"d7d56fb0-3cce-4110-bf1c-9c29fe76c193","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04980","Bhs1","S2016NH003010-3","bulk",25,38,31.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",75.6,55.9,60.6,35.6,3.8,NA,NA,16.9,18.7,15.4,13.8,10.5,10.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"428446b0-1e1d-4cb8-92e5-508025220ee1","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04982","Cd","S2016NH003010-5","bulk",61,100,80.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",103.7,80.7,62.4,36,1.6,NA,NA,20,16,9,17.9,12.9,12.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"118b634c-0db4-4ad0-a848-b6510b115c2b","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04981","Bhs2","S2016NH003010-4","bulk",38,61,49.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",157,202.1,75.1,22,2.9,NA,NA,9.3,12.7,13.2,19.2,16.6,17.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"d54cb645-084e-4554-94ab-529b6eb5bf28","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04979","E","S2016NH003010-2","bulk",20,25,22.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",50.9,23.7,58.7,38.9,2.4,NA,NA,19.8,19.1,18,14.4,9.2,9.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"6974078c-0635-44b4-9213-c4f26fb91456","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04978","Oa","S2016NH003010-1","bulk",0,20,10,"","","",7.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"7a0296cb-c2f3-4033-bb66-e947b4c50c19","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011","2016-06-20","16N04988","Cd","S2016NH003011-6","bulk",88,100,94,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",135.6,135.4,66.8,26.8,6.4,NA,NA,14.9,11.9,11.5,15.2,16.8,12.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"d8bd8815-ae1e-4474-9263-6251c25f8eb7","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011","2016-06-20","16N04983","Oe","S2016NH003011-1","bulk",0,4,2,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"97da28fb-72e3-4a97-8a8b-b27131ea4533","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011","2016-06-20","16N04987","BC","S2016NH003011-5","bulk",34,88,61,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",152,198.4,67.4,25.4,7.2,NA,NA,13.6,11.8,9.6,18.3,14.7,14.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"92695346-3c6a-4bbc-aa57-2375ad6d8273","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011","2016-06-20","16N04986","Bs","S2016NH003011-4","bulk",19,34,26.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",130.4,155.1,66,27.2,6.8,NA,NA,15.2,12,12.7,16.4,13.9,12.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"51bca7c7-9879-4e9c-b9ec-d53182393a95","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011","2016-06-20","16N04984","E","S2016NH003011-2","bulk",4,12,8,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",93.2,92.9,67.1,28.8,4.1,NA,NA,15.7,13.1,13.4,16.1,12.2,12.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"2e93d91c-ab52-4989-abf9-27bcab36cb89","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011","2016-06-20","16N04985","Bhs","S2016NH003011-3","bulk",12,19,15.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",97,125,63.6,31.8,4.6,NA,NA,17.2,14.6,14.4,15.8,11.8,12.2,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"1c0cbf1d-276e-471e-adc1-07e3698f7140","BART_005.basePlot.all","D01","BART","BART_005","S2016NH003012","2016-06-21","16N04989","Oa","S2016NH003012-1","bulk",0,22,11,"","","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA
"07ae49ee-66fa-4035-9794-fe313182d30a","BART_005.basePlot.all","D01","BART","BART_005","S2016NH003012","2016-06-21","16N04991","Bhs1","S2016NH003012-3","bulk",29,36,32.5,"2017-01-11","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",109.8,263.5,80.7,16.2,3.1,NA,NA,9,7.2,9.6,17.7,22.1,17.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA
