"uid","namedLocation","domainID","siteID","plotID","nrcsDescriptionID","collectDate","horizonID","horizonName","bulkDensProcessedDate","bulkDensMethodPub","bulkDensMethod","bulkDensIDnrcs","bulkDensSampleType","bulkDensCenterDepth","bulkDensTopDepth","bulkDensBottomDepth","bulkDensThirdBar","bulkDensOvenDry","bulkDensFieldMoist","waterRetentionThirdBar","fieldWaterContent","laboratoryName","remarks","dataQF"
"ca868e8c-6366-4a35-9cf9-671e65d4977f","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04933","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003001-1","compliant cavity",6.5,0,13,NA,NA,0.11,NA,334.5,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"67270ecd-1381-4bb4-b050-5d1c6df0c80c","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04937","Cd","2018-05-31","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003001-5","clod",74.5,49,100,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"d3f3edff-4577-4cb5-b737-8eb45ec423ad","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04934","E/B","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003001-2","clod",18,13,23,0.99,1.03,NA,27.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"7ecc8786-58cc-4268-9128-9d09df880eb3","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001","2016-05-11","16N04935","Bs1","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003001-3","clod",28,23,33,0.93,0.95,NA,30.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"efad0e66-d944-476c-b842-8d1659046869","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04942","BC1","2018-05-31","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003002-5","clod",40.5,27,54,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"3d430828-13bb-4174-aa6e-0af584940a0a","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04939","E","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003002-2","compliant cavity",11,9,13,NA,NA,0.68,NA,28.2,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"59dfa444-415b-4fb2-9996-afee26a9f1fb","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04941","Bs","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003002-4","compliant cavity",22.5,18,27,NA,NA,0.84,NA,23.2,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"4a1f0b32-a4c4-4afb-a421-2f8078796e17","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04938","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003002-1","compliant cavity",4.5,0,9,NA,NA,0.15,NA,241.2,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"329b46db-addf-40e1-8750-5cd8ea4948a5","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002","2016-05-17","16N04943","BC2","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003002-6","clod",77,54,100,1.46,1.48,NA,14,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"a0d0acfe-fbb8-437b-9c25-ac0cc06b091a","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003","2016-05-19","16N04946","Bw1","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003003-3","clod",18,7,29,1.57,1.58,NA,15.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"95486236-ce57-47a5-a6c0-3ecb0ba8d90b","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003","2016-05-19","16N04947","Bw2","2018-05-31","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003003-4","clod",40.5,29,52,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"e4735432-daa6-4dfe-871d-ee32b16f860f","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004","2016-05-23","16N04949","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003004-1","compliant cavity",6.5,0,13,NA,NA,0.29,NA,122.4,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"7a5a1f56-ad89-4d39-a92b-4e7dc83bc4b4","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004","2016-05-23","16N04951","Bs1","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003004-3","compliant cavity",49,36,62,NA,NA,0.79,NA,44.4,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"e466ad27-d162-452e-a81f-0889aeb03ecf","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04953","Oa1","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003005-1","compliant cavity",12,0,24,NA,NA,0.1,NA,177,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d54e72ef-b112-4936-a0d6-1de29e2ceb74","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04955","E","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003005-3","clod",32.5,30,35,1.25,1.25,NA,12.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"76373f0c-eae8-44c1-8353-e1e9dbdd2b5e","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04956","Bhs","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003005-4","clod",41,35,47,1.11,1.15,NA,15.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"38884595-0275-4a34-bda0-8004a4cc1f8a","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005","2016-05-31","16N04957","BC","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003005-5","clod",60,47,73,1.31,1.32,NA,8.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"59282418-719c-4c9f-ac99-9e158b03048e","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04963","BC","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003006-5","clod",63,50,76,1.66,1.68,NA,8,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"cbbc9ee2-26ad-489f-893c-0182ee17e58d","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04960","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003006-2","compliant cavity",11,4,18,NA,NA,0.13,NA,193.5,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"a13d3ad8-ce75-4758-b907-c4e9868ccac6","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006","2016-06-02","16N04962","Bhs","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003006-4","clod",43,36,50,1.2,1.25,NA,14.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"56da1834-6f46-434d-8cb9-31a3ea69b94a","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04968","Bs","2018-05-31","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003007-4","clod",45.5,34,57,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"c5b84aac-58b5-44d8-a240-27d72f518056","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04969","BC","2018-05-31","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003007-5","clod",68,57,79,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"64118d92-0487-47f7-87c0-b3c4f78c4742","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04967","Bhs","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003007-3","clod",23,12,34,1.11,1.16,NA,21.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"460bff69-96f5-4524-b2f9-5c06cc71b652","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04965","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003007-1","compliant cavity",4.5,0,9,NA,NA,0.18,NA,146.9,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"7571be6b-e904-4558-96a1-9c7f480e1781","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007","2016-06-07","16N04970","C","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003007-6","clod",89.5,79,100,1.68,1.69,NA,4.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"ca91431a-7cc4-4dec-a1f4-b427f8585266","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008","2016-06-10","16N04974","Bhs2","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003008-4","clod",50.5,37,64,0.74,0.82,NA,62.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"3b566b1a-7154-48ad-8a41-b652933e2772","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008","2016-06-10","16N04975","Bhs3","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003008-5","clod",72,64,80,0.6,0.86,NA,69.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d804f1cb-49b9-48da-b98a-5c899aca04b7","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008","2016-06-10","16N04971","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003008-1","compliant cavity",11.5,0,23,NA,NA,0.17,NA,239.7,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"39601b96-92cc-48e3-b3de-0b371bcfbab5","BART_024.basePlot.all","D01","BART","BART_024","S2016NH003009","2016-06-14","16N04976","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003009-1","compliant cavity",7,0,14,NA,NA,0.13,NA,206.9,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"5ee01e83-d5c2-4e07-aa70-2a5fd53e6cda","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04979","E","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003010-2","clod",22.5,20,25,1.14,1.16,NA,19.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"49b3f604-191f-4aad-a871-923f9c041fae","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04982","Cd","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003010-5","clod",80.5,61,100,1.65,1.65,NA,10,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"1b7714cf-f2b3-41e2-a07d-9f61747088a5","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04981","Bhs2","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003010-4","clod",49.5,38,61,1.01,1.05,NA,31.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d1a6de40-e32b-4bb6-84c6-3f34d0e7bcf8","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04978","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003010-1","compliant cavity",10,0,20,NA,NA,0.16,NA,304.1,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"12da9d30-34fa-407c-b19e-83469f8866b7","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010","2016-06-16","16N04980","Bhs1","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003010-3","clod",31.5,25,38,0.73,0.99,NA,58.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"023f27c8-c58d-4beb-b246-cbd80bb6f5f6","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011","2016-06-20","16N04987","BC","2018-05-31","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003011-5","clod",61,34,88,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"84380446-4bf4-43a3-b6a9-d4334138dc7e","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011","2016-06-20","16N04986","Bs","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003011-4","clod",26.5,19,34,1.06,1.09,NA,21.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"85cd392e-c0df-4e83-a549-186d4ce0068e","BART_005.basePlot.all","D01","BART","BART_005","S2016NH003012","2016-06-21","16N04989","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003012-1","compliant cavity",11,0,22,NA,NA,0.14,NA,304.9,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"7d5f37da-1b04-43a1-9a1e-d4e74dfcf02f","BART_005.basePlot.all","D01","BART","BART_005","S2016NH003012","2016-06-21","16N04991","Bhs1","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003012-3","clod",32.5,29,36,0.77,0.82,NA,53.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"5a006fd0-4ce1-48b2-acdc-4524d015ce84","BART_005.basePlot.all","D01","BART","BART_005","S2016NH003012","2016-06-21","16N04992","Bhs2","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003012-4","clod",56,36,76,0.8,0.87,NA,48.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"2dcb544e-fd04-4b8d-909d-508af0df1921","BART_004.basePlot.all","D01","BART","BART_004","S2016NH003013","2016-06-22","16N04994","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003013-1","compliant cavity",8.5,0,17,NA,NA,0.14,NA,216.9,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"73339da4-c7fc-4d29-96ab-5a72bcced6fd","BART_004.basePlot.all","D01","BART","BART_004","S2016NH003013","2016-06-22","16N04998","Cd","2018-05-31","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003013-5","clod",88.5,77,100,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"81f07821-a6a4-49ea-ae43-d20a9c2a58a8","BART_004.basePlot.all","D01","BART","BART_004","S2016NH003013","2016-06-22","16N04996","Bhs1","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003013-3","clod",22.5,20,25,0.8,0.92,NA,45.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"902d32a4-8027-40ec-92dd-8a365bfe9a60","BART_004.basePlot.all","D01","BART","BART_004","S2016NH003013","2016-06-22","16N04997","Bhs2","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003013-4","clod",51,25,77,0.88,0.9,NA,30.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"ab433793-7a77-4967-a7f1-3aa1dd54b4cf","BART_004.basePlot.all","D01","BART","BART_004","S2016NH003013","2016-06-22","16N04995","E","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003013-2","clod",18.5,17,20,0.88,0.94,NA,34.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"df09561f-d542-4a60-ad52-8148dcb5cc02","BART_013.basePlot.all","D01","BART","BART_013","S2016NH003014","2016-06-23","16N04999","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003014-1","compliant cavity",11.5,0,23,NA,NA,0.15,NA,259.5,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"4970e4d8-9c19-41b2-91c1-a6548c986396","BART_013.basePlot.all","D01","BART","BART_013","S2016NH003014","2016-06-23","16N05000","E","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003014-2","clod",29,23,35,1.03,1.07,NA,25.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"3801b040-331a-47f3-8f73-669140b695ef","BART_013.basePlot.all","D01","BART","BART_013","S2016NH003014","2016-06-23","16N05002","Bs","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003014-4","clod",55,40,70,0.94,0.99,NA,25.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"74373908-123b-484a-a028-d82a27e2878b","BART_011.basePlot.all","D01","BART","BART_011","S2016NH003015","2016-06-24","16N05005","E","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003015-2","clod",12,9,15,1.13,1.16,NA,25.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"8f64caa8-dc8f-46e7-928c-61c70a19a4d1","BART_011.basePlot.all","D01","BART","BART_011","S2016NH003015","2016-06-24","16N05008","BC","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003015-5","clod",77.5,55,100,1.22,1.24,NA,16.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d92b7050-8b4c-4689-93cd-80723045a343","BART_011.basePlot.all","D01","BART","BART_011","S2016NH003015","2016-06-24","16N05007","Bs","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003015-4","clod",39.5,24,55,0.72,0.93,NA,39.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"7e05abb1-161f-4f74-bfb0-f1185d86635b","BART_011.basePlot.all","D01","BART","BART_011","S2016NH003015","2016-06-24","16N05006","Bhs","2017-06-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016NH003015-3","clod",19.5,15,24,0.77,0.94,NA,39.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"e7446c44-717a-46b7-9ddf-af0bd5cd4405","BART_011.basePlot.all","D01","BART","BART_011","S2016NH003015","2016-06-24","16N05004","Oa","2016-11-01","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016NH003015-1","compliant cavity",4.5,0,9,NA,NA,0.14,NA,255.4,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"b2894068-55e2-4ebf-b21a-07264158fc0a","HARV_015.basePlot.all","D01","HARV","HARV_015","S2016MA027015","2016-10-25","17N02406","Bw1","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016MA027015-3","clod",23.5,14,33,1.13,1.15,NA,25.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"87e4c0f0-519b-43c3-9b4b-30b48c92475b","HARV_015.basePlot.all","D01","HARV","HARV_015","S2016MA027015","2016-10-25","17N02405","BA","2018-02-07","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016MA027015-2","clod",10,6,14,1.09,1.12,NA,21.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"36f4ca5e-3110-4171-bcb0-cd3e698c8a44","HARV_015.basePlot.all","D01","HARV","HARV_015","S2016MA027015","2016-10-25","17N02404","Oa","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016MA027015-1","clod",3,0,6,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"19544dd6-2d50-42ec-8e98-ae9e97130106","HARV_022.basePlot.all","D01","HARV","HARV_022","S2017MA027022","2017-05-09","17N03398","C1","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027022-6","clod",75.5,61,90,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"9ec8b4d6-b892-4abd-80d3-7b267d225e60","HARV_022.basePlot.all","D01","HARV","HARV_022","S2017MA027022","2017-05-09","17N03393","Oe","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027022-1","clod",3.5,0,7,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"daf7d2f9-47cf-4d47-ae1b-1ca8574b6a4e","HARV_022.basePlot.all","D01","HARV","HARV_022","S2017MA027022","2017-05-09","17N03396","Bw1","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027022-4","clod",37.5,29,46,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"b3cbfed3-cf64-4aaf-b312-2d27ac2611a3","HARV_022.basePlot.all","D01","HARV","HARV_022","S2017MA027022","2017-05-09","17N03397","Bw2","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027022-5","clod",53.5,46,61,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"216fa0f3-bfe0-4060-9c06-5891bbd8f350","HARV_022.basePlot.all","D01","HARV","HARV_022","S2017MA027022","2017-05-09","17N03394","Ap1","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027022-2","clod",13,7,19,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
"84eee680-6692-47b6-9a25-775aaa2dd7e6","HARV_022.basePlot.all","D01","HARV","HARV_022","S2017MA027022","2017-05-09","17N03395","Ap2","2018-08-21","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017MA027022-3","clod",24,19,29,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory","Sample could not be analyzed.",NA
