"uid","namedLocation","domainID","siteID","plotID","nrcsDescriptionID","collectDate","horizonID","horizonName","bulkDensProcessedDate","bulkDensMethodPub","bulkDensMethod","bulkDensIDnrcs","bulkDensSampleType","bulkDensCenterDepth","bulkDensTopDepth","bulkDensBottomDepth","bulkDensThirdBar","bulkDensOvenDry","bulkDensFieldMoist","waterRetentionThirdBar","fieldWaterContent","laboratoryName","remarks","dataQF"
"9a7c8183-04c7-41d5-8c1e-a44ca972dcf8","KONA_004.basePlot.all","D06","KONA","KONA_004","S2018KS161004","2018-05-02","18N04398","Ap2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161004-2","clod",18,12,24,1.49,1.66,NA,20.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"bb557340-7759-4587-bace-ebc51b4189b1","KONA_020.basePlot.all","D06","KONA","KONA_020","S2018KS161020","2018-05-02","18N04389","Bt","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161020-3","clod",40,26,54,1.41,1.86,NA,27.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"89d58176-0916-499e-909c-46246b93eecd","KONA_013.basePlot.all","D06","KONA","KONA_013","S2018KS161013","2018-05-02","18N04393","Ap2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161013-2","clod",21.5,15,28,1.46,1.55,NA,19.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"a04bd9d5-e9ed-410d-93f2-ae7deb2afa4a","KONA_004.basePlot.all","D06","KONA","KONA_004","S2018KS161004","2018-05-02","18N04397","Ap1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161004-1","clod",6,0,12,1.53,1.64,NA,18.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"4d05695b-17d8-4e8d-9e3b-088d8545cace","KONA_013.basePlot.all","D06","KONA","KONA_013","S2018KS161013","2018-05-02","18N04394","Bt","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161013-3","clod",45,28,62,1.39,1.56,NA,23.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"68c3a1b1-e233-4a64-86bf-5130e1404b49","KONA_027.basePlot.all","D06","KONA","KONA_027","S2018KS161027","2018-05-02","18N04402","Ap","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161027-1","clod",3.5,0,7,1.39,1.59,NA,24.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"5061b6c3-994f-404b-b7d5-09beff862cde","KONA_027.basePlot.all","D06","KONA","KONA_027","S2018KS161027","2018-05-02","18N04403","Bt","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161027-2","clod",25,7,43,1.49,1.88,NA,25.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"5982712f-df0a-4eb8-9c19-200a902e991e","KONA_004.basePlot.all","D06","KONA","KONA_004","S2018KS161004","2018-05-02","18N04400","Btss","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161004-4","clod",69.5,62,77,1.48,1.88,NA,25.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"f81ec037-1bbe-47be-bfd9-5163b33c1dd1","KONA_016.basePlot.all","D06","KONA","KONA_016","S2018KS161016","2018-05-02","18N04408","Bt1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161016-3","clod",42,33,51,1.42,1.56,NA,23.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"12a96946-669e-4248-9873-e62cc64d9d44","KONA_020.basePlot.all","D06","KONA","KONA_020","S2018KS161020","2018-05-02","18N04388","Ap2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161020-2","clod",18,10,26,1.54,1.77,NA,22.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"e4e8d888-a651-43b4-b1f6-aa63a30c9c5b","KONA_016.basePlot.all","D06","KONA","KONA_016","S2018KS161016","2018-05-02","18N04409","Bt2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161016-4","clod",63,51,75,1.4,1.56,NA,22.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"0141aeb8-30ad-48b4-8ae1-fca7c1ae11b0","KONA_004.basePlot.all","D06","KONA","KONA_004","S2018KS161004","2018-05-02","18N04399","Bt","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161004-3","clod",43,24,62,1.43,1.86,NA,28,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"0850a09a-7445-408b-9f16-c47945366581","KONA_020.basePlot.all","D06","KONA","KONA_020","S2018KS161020","2018-05-02","18N04387","Ap1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161020-1","clod",5,0,10,1.43,1.55,NA,19.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"e35a2a53-8222-41d6-b3c5-49d77ca12c05","KONA_004.basePlot.all","D06","KONA","KONA_004","S2018KS161004","2018-05-02","18N04401","Btkss","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161004-5","clod",88.5,77,100,1.5,1.85,NA,25.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"b1dd7c96-4636-415f-8073-d997e6c05c39","KONA_013.basePlot.all","D06","KONA","KONA_013","S2018KS161013","2018-05-02","18N04392","Ap1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161013-1","clod",7.5,0,15,1.28,1.36,NA,17.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"84eaa60c-4010-48a8-9c21-814502e75983","KONA_016.basePlot.all","D06","KONA","KONA_016","S2018KS161016","2018-05-02","18N04410","Bt3","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161016-5","clod",87.5,75,100,1.4,1.49,NA,22.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"f24b3f90-0226-422c-8535-94632611d34e","KONA_027.basePlot.all","D06","KONA","KONA_027","S2018KS161027","2018-05-02","18N04404","Btk1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161027-3","clod",55,43,67,1.56,1.83,NA,20.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"5137d3a8-3c5e-47f0-9077-61444d97a543","KONA_019.basePlot.all","D06","KONA","KONA_019","S2018KS161019","2018-05-03","18N04422","Btkss1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161019-4","clod",71,63,79,1.46,1.88,NA,27.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"24f8d7e9-cfa4-4526-b01c-3285e90e56d9","KONA_035.basePlot.all","D06","KONA","KONA_035","S2018KS161035","2018-05-03","18N04426","Bt1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161035-3","clod",47.5,32,63,1.46,1.77,NA,27.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"56292696-b2c4-4c05-a4a8-945d271ef04b","KONA_019.basePlot.all","D06","KONA","KONA_019","S2018KS161019","2018-05-03","18N04423","Btkss2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161019-5","clod",89.5,79,100,1.52,1.8,NA,24.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"3758e3e6-4d4e-41a9-a664-cece27944393","KONA_019.basePlot.all","D06","KONA","KONA_019","S2018KS161019","2018-05-03","18N04420","Bt1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161019-2","clod",22.5,12,33,1.52,1.61,NA,19.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"493046e4-fc62-4f00-8ed5-c955fb2fcd05","KONA_035.basePlot.all","D06","KONA","KONA_035","S2018KS161035","2018-05-03","18N04427","Bt2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161035-4","clod",76,63,89,1.43,1.68,NA,26.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"fa80bd79-1864-488d-80bb-a88fb15ecc9e","KONA_019.basePlot.all","D06","KONA","KONA_019","S2018KS161019","2018-05-03","18N04421","Bt2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161019-3","clod",48,33,63,1.43,1.83,NA,28.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"073be666-db3e-4695-9fd3-06d28feafdf9","KONA_035.basePlot.all","D06","KONA","KONA_035","S2018KS161035","2018-05-03","18N04425","BA","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161035-2","clod",23.5,15,32,1.58,1.75,NA,20,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"60b6c0e4-3627-4d6c-83da-8e5b542106da","KONA_019.basePlot.all","D06","KONA","KONA_019","S2018KS161019","2018-05-03","18N04419","Ap","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161019-1","clod",6,0,12,1.46,1.56,NA,21.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"272117a1-0e0d-4e99-9469-aa4e776eca6e","KONA_011.basePlot.all","D06","KONA","KONA_011","S2018KS161011","2018-05-07","18N04432","Bt2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161011-4","clod",62.5,52,73,1.45,1.6,NA,23.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"deea9db7-3143-40e3-a727-a195638898c4","KONA_011.basePlot.all","D06","KONA","KONA_011","S2018KS161011","2018-05-07","18N04429","Ap1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161011-1","clod",5,0,10,1.19,1.32,NA,22,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"5219a1ed-0cb1-4126-ba8a-e702ac10ff2e","KONA_011.basePlot.all","D06","KONA","KONA_011","S2018KS161011","2018-05-07","18N04430","Ap2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161011-2","clod",19,10,28,1.51,1.61,NA,19.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"d2558fed-2d9c-4dc0-b314-7c39be2c3ead","KONA_011.basePlot.all","D06","KONA","KONA_011","S2018KS161011","2018-05-07","18N04431","Bt1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161011-3","clod",40,28,52,1.41,1.54,NA,24,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"94ac217b-b6d9-4fcf-ac41-d1b0a77ad346","KONA_005.basePlot.all","D06","KONA","KONA_005","S2018KS161005","2018-05-09","18N04434","Ap","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161005-1","clod",3.5,0,7,1.26,1.37,NA,20.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"9bf11a18-fdaa-4c30-9b89-6afd245f415f","KONA_005.basePlot.all","D06","KONA","KONA_005","S2018KS161005","2018-05-09","18N04436","Bw1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161005-3","clod",46.5,35,58,1.31,1.42,NA,25.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"72e45ada-bdbc-4ca9-956f-008314d17d10","KONA_005.basePlot.all","D06","KONA","KONA_005","S2018KS161005","2018-05-09","18N04435","BA","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161005-2","clod",21,7,35,1.48,1.57,NA,19.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"03e8d720-1fd0-43a2-8b34-360dee19cb01","KONA_005.basePlot.all","D06","KONA","KONA_005","S2018KS161005","2018-05-09","18N04438","2Bt","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161005-5","clod",88.5,77,100,1.42,1.76,NA,26.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"de5288fe-784c-4fb9-ad7f-057974466fb1","KONA_005.basePlot.all","D06","KONA","KONA_005","S2018KS161005","2018-05-09","18N04437","Bw2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161005-4","clod",67.5,58,77,1.33,1.45,NA,24.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"7dc2c183-6271-4874-b242-ffec2335b497","KONA_002.basePlot.all","D06","KONA","KONA_002","S2018KS161002","2018-07-12","18N05454","Bt2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161002-4","clod",69.5,59,80,1.42,1.61,NA,24.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"71d26bd4-eacd-461b-844e-d2efba4a5068","KONA_006.basePlot.all","D06","KONA","KONA_006","S2018KS161006","2018-07-12","18N05458","Bt1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161006-3","clod",39,26,52,1.47,1.71,NA,25.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"00b70287-b718-44ba-9348-234679a54173","KONA_002.basePlot.all","D06","KONA","KONA_002","S2018KS161002","2018-07-12","18N05451","Ap","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161002-1","clod",5,0,10,1.4,1.49,NA,19.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"76dcd5aa-e158-402f-ad55-a9fa2b84bbf1","KONA_002.basePlot.all","D06","KONA","KONA_002","S2018KS161002","2018-07-12","18N05453","Bt1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161002-3","clod",44.5,30,59,1.36,1.49,NA,25.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"034d4a89-9f0c-48c7-a83f-28ada4e2de74","KONA_006.basePlot.all","D06","KONA","KONA_006","S2018KS161006","2018-07-12","18N05456","Ap1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161006-1","clod",4.5,0,9,1.45,1.71,NA,25.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"0c8c7ead-4e44-4521-a8f4-cc4ce04ba42b","KONA_030.basePlot.all","D06","KONA","KONA_030","S2018KS161030","2018-07-12","18N05466","Ap","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161030-1","clod",5,0,10,1.45,1.6,NA,20.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"c08d3282-02b5-4b9b-b637-c65053fdbc0f","KONA_006.basePlot.all","D06","KONA","KONA_006","S2018KS161006","2018-07-12","18N05460","Bt3","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161006-5","clod",88.5,77,100,1.53,1.75,NA,21.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"7588caf1-9b76-4c80-8183-ca2fe8ef341e","KONA_030.basePlot.all","D06","KONA","KONA_030","S2018KS161030","2018-07-12","18N05468","Bt2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161030-3","clod",46,29,63,1.48,1.81,NA,24.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"68ae1858-e545-42b8-8f72-fadf7828cc02","KONA_002.basePlot.all","D06","KONA","KONA_002","S2018KS161002","2018-07-12","18N05455","Bt3","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161002-5","clod",90,80,100,1.52,1.68,NA,18.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"cc2eb394-8c96-41e7-8d25-12a448688e98","KONA_006.basePlot.all","D06","KONA","KONA_006","S2018KS161006","2018-07-12","18N05459","Bt2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161006-4","clod",64.5,52,77,1.49,1.64,NA,22.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"eeae5de8-964d-402e-b3e1-6ff2a8577f0e","KONA_002.basePlot.all","D06","KONA","KONA_002","S2018KS161002","2018-07-12","18N05452","BA","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161002-2","clod",20,10,30,1.46,1.54,NA,21.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"b0e495e2-d188-45be-a6a8-8e4642023ea7","KONA_030.basePlot.all","D06","KONA","KONA_030","S2018KS161030","2018-07-12","18N05467","Bt1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161030-2","clod",19.5,10,29,1.52,1.69,NA,22.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"5460e1ff-d08f-468b-81c7-be73fca00918","KONA_023.basePlot.all","D06","KONA","KONA_023","S2018KS161023","2018-07-16","18N05464","Btk1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161023-4","clod",63.5,53,74,1.42,1.8,NA,26.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"3d964a67-618c-4dd8-b227-db7eba6e3485","KONA_023.basePlot.all","D06","KONA","KONA_023","S2018KS161023","2018-07-16","18N05461","Ap1","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161023-1","clod",3,0,6,1.39,1.55,NA,23.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"9f55664e-d020-461d-8041-cd5941ca11b6","KONA_023.basePlot.all","D06","KONA","KONA_023","S2018KS161023","2018-07-16","18N05462","Ap2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161023-2","clod",16,6,26,1.46,1.82,NA,26.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"00e7bcdb-cd79-429f-a761-a957f54e2b46","KONA_023.basePlot.all","D06","KONA","KONA_023","S2018KS161023","2018-07-16","18N05465","Btk2","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161023-5","clod",87,74,100,1.42,1.57,NA,22.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"72b9ad4a-7d15-42b3-b0a4-fbce49220c6f","KONA_023.basePlot.all","D06","KONA","KONA_023","S2018KS161023","2018-07-16","18N05463","Bt","2018-10-17","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2018KS161023-3","clod",39.5,26,53,1.38,1.73,NA,29.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"6f15a4b2-8f81-4b41-bf21-2f01e46d8f25","KONZ_010.basePlot.all","D06","KONZ","KONZ_010","S2015KS161100","2015-10-26","16N00950","2Bt3","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS161100-4","clod",86,72,100,1.35,1.89,NA,30.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"3a0903ff-7279-4efb-b097-d579c2d77670","KONZ_006.basePlot.all","D06","KONZ","KONZ_006","S2015KS061100","2015-10-26","16N00944","A2","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS061100-2","clod",29.5,15,44,1.24,1.43,NA,30.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"af2ac562-b6de-4ccf-870e-d4bfea503209","KONZ_006.basePlot.all","D06","KONZ","KONZ_006","S2015KS061100","2015-10-26","16N00945","BA","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS061100-3","clod",55,44,66,1.28,1.52,NA,28.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"d98a6217-2d25-4e9f-b851-b7531d74dfc4","KONZ_006.basePlot.all","D06","KONZ","KONZ_006","S2015KS061100","2015-10-26","16N00943","A1","2016-08-31","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS061100-1","clod",7.5,0,15,1.13,1.27,NA,32.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"ef4d3a71-307a-4cc7-bd1d-0a7a8f5330cc","KONZ_010.basePlot.all","D06","KONZ","KONZ_010","S2015KS161100","2015-10-26","16N00948","Bt1","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS161100-2","clod",35.5,27,44,1.27,1.6,NA,29.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"cc1fcd6d-fff2-40bc-b72e-7e2e57f4ff44","KONZ_010.basePlot.all","D06","KONZ","KONZ_010","S2015KS161100","2015-10-26","16N00947","A","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS161100-1","clod",13.5,0,27,1.2,1.5,NA,31.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"b8a26f9f-a043-4b55-a55f-6f546b9bc5a6","KONZ_006.basePlot.all","D06","KONZ","KONZ_006","S2015KS061100","2015-10-26","16N00946","Bt","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS061100-4","clod",83,66,100,1.41,1.69,NA,25.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"82e9c4a1-a8f3-463e-8fb7-4b4f8d8a8529","KONZ_010.basePlot.all","D06","KONZ","KONZ_010","S2015KS161100","2015-10-26","16N00949","Bt2","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS161100-3","clod",58,44,72,1.26,1.65,NA,31.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"afab5b1a-b081-4ffd-bb82-5f5c68bb8f2c","KONZ_004.basePlot.all","D06","KONZ","KONZ_004","S2015KS161103","2015-10-27","16N00958","A1","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS161103-1","clod",6,0,12,1.23,1.42,NA,29,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
"fed914b4-72da-4c9c-ac32-e58f357c2f1e","KONZ_024.basePlot.all","D06","KONZ","KONZ_024","S2015KS161104","2015-10-27","16N00964","2BC","2016-06-20","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2015KS161104-5","clod",89,78,100,1.43,1.75,NA,22.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory","",NA
