siteID,plotID,plotType,collectDate,root_0-05_carbonPercent,root_0-05_CNratio,root_0-05_nitrogenPercent,root_05-1_carbonPercent,root_05-1_CNratio,root_05-1_nitrogenPercent,root_1-2_carbonPercent,root_1-2_CNratio,root_1-2_nitrogenPercent,root_2-10_carbonPercent,root_2-10_CNratio,root_2-10_nitrogenPercent
HARV,HARV_049,tower,2018-08-01T16:00Z,50.24,45.3,1.11,50.14,64.9,0.77,NA,NA,0.59,NA,NA,0.32
HARV,HARV_050,tower,2018-07-25T14:53Z,50.89,39.6,1.29,49.915,53.35,0.935,50.09,64.7,0.77,51.14,63.9,0.8
HARV,HARV_050,tower,2018-07-25T15:06Z,51.15,47.2,1.08,51.79,63,0.82,51.84,80.4,0.65,NA,NA,0.35
HARV,HARV_051,tower,2018-08-01T13:14Z,51.63,47.9,1.08,51.92,64.9,0.8,NA,NA,0.51,NA,NA,0.34
HARV,HARV_051,tower,2018-08-01T13:38Z,50.83,45.6,1.11,50.79,63.4,0.8,49.87,84.6,0.59,NA,NA,0.39
HARV,HARV_052,tower,2018-07-23T15:03Z,51.13,48.2,1.06,51.16,73.8,0.69,NA,NA,0.49,NA,NA,0.34
HARV,HARV_052,tower,2018-07-23T15:20Z,47.5,40.1,1.18,46.36,48.8,0.95,48.17,74.45,0.65,NA,NA,0.43
JORN,JORN_042,tower,2017-10-03T13:46Z,30.84,33.7,0.92,41.92,50.5,0.83,44.94,25.3,1.78,NA,NA,NA
JORN,JORN_043,tower,2017-09-12T15:32Z,43.12,55.1,0.78,30.8,42.4,0.73,NA,NA,NA,NA,NA,NA
JORN,JORN_044,tower,2017-09-20T16:37Z,47.48,83.3,0.57,47.97,73.5,0.65,47.14,44.9,1.05,NA,NA,NA
JORN,JORN_045,tower,2017-09-05T21:45Z,26.15,35.3,0.74,26.95,52.3,0.52,NA,NA,NA,46.275,29.85,1.555
JORN,JORN_046,tower,2017-09-18T21:34Z,38.52,48.9,0.79,35.13,37.7,0.93,NA,NA,NA,NA,NA,NA
JORN,JORN_047,tower,2017-09-05T20:33Z,38.86,55.4,0.7,31.925,52.1,0.615,NA,NA,NA,NA,NA,NA
JORN,JORN_048,tower,2017-09-06T13:15Z,29.26,23,1.27,40.98,24.2,1.69,NA,NA,NA,NA,NA,NA
JORN,JORN_049,tower,2017-09-18T21:01Z,28.83,31.1,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
JORN,JORN_050,tower,2017-09-19T17:06Z,43.84,50.9,0.86,NA,NA,NA,48.23,51.2,0.94,NA,NA,NA
JORN,JORN_051,tower,2017-09-05T22:44Z,27.42,23.7,1.16,31.87,38.7,0.82,NA,NA,NA,NA,NA,NA
JORN,JORN_052,tower,2017-09-06T15:12Z,35.12,45.9,0.77,37.29,48.8,0.76,44.16,46.9,0.94,NA,NA,NA
JORN,JORN_053,tower,2017-10-03T14:22Z,31.74,31.8,1,38.99,40.4,0.97,42.88,27.1,1.58,NA,NA,NA
JORN,JORN_054,tower,2017-09-20T16:01Z,47.11,51.8,0.91,48,71.2,0.67,NA,NA,NA,NA,NA,NA
JORN,JORN_055,tower,2017-09-19T14:57Z,45.5,46.9,0.97,51.25,155.5,0.33,NA,NA,NA,NA,NA,NA
JORN,JORN_056,tower,2017-09-11T23:02Z,38.07,47.4,0.8,29.41,38.9,0.76,NA,NA,NA,NA,NA,NA
JORN,JORN_057,tower,2017-09-11T22:14Z,44.48,46.9,0.95,42.17,76,0.55,NA,NA,NA,NA,NA,NA
JORN,JORN_058,tower,2017-10-02T21:44Z,33.21,33.1,1,35.22,34.9,1.01,37.97,40,0.95,NA,NA,NA
JORN,JORN_059,tower,2017-09-18T22:14Z,45.4,59.6,0.76,46.28,78.4,0.59,NA,NA,NA,48.05,81.4,0.59
JORN,JORN_060,tower,2017-09-20T13:18Z,46.96,43.1,1.09,NA,NA,NA,49.29,95.2,0.52,NA,NA,NA
JORN,JORN_061,tower,2017-09-11T21:21Z,33.6,60.9,0.55,32.92,44.5,0.74,NA,NA,NA,NA,NA,NA
JORN,JORN_062,tower,2017-09-20T17:09Z,37.02,39.6,0.94,45.02,50.1,0.9,44.6,79.7,0.56,NA,NA,NA
JORN,JORN_063,tower,2017-09-12T13:55Z,36.49,50,0.73,31.4,58.6,0.54,15.16,61.3,0.25,NA,NA,NA
JORN,JORN_064,tower,2017-09-19T16:10Z,43.35,36.6,1.18,48.11,75.5,0.64,49.61,29.2,1.7,48.31,24.1,2.01
JORN,JORN_065,tower,2017-09-12T14:47Z,41.15,32.4,1.27,40.38,40.5,1,NA,NA,NA,43.75,22.3,1.97
JORN,JORN_066,tower,2017-09-19T14:44Z,46.4,38.4,1.21,46.67,36.4,1.28,NA,NA,NA,48.45,21.5,2.25
JORN,JORN_067,tower,2017-09-20T13:54Z,41.26,41.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
JORN,JORN_068,tower,2017-10-02T21:08Z,37.61,40.4,0.93,43.715,67.25,0.65,NA,NA,NA,NA,NA,NA
JORN,JORN_069,tower,2017-09-06T14:27Z,27.77,27.3,1.02,39.04,39.4,0.99,NA,NA,NA,NA,NA,NA
JORN,JORN_070,tower,2017-09-20T14:26Z,44.8,57.2,0.78,49.58,112.5,0.44,NA,NA,NA,NA,NA,NA
JORN,JORN_071,tower,2017-09-06T13:34Z,22.03,27.2,0.81,30.29,38,0.8,NA,NA,NA,NA,NA,NA
KONZ,KONZ_042,tower,2017-08-16T18:04Z,46.35,68.5,0.68,45.6,59.3,0.77,45.04,79.3,0.57,46.62,46.4,1
KONZ,KONZ_043,tower,2017-08-23T16:57Z,35.62,52.6,0.68,38.81,63.3,0.61,37.4,68,0.55,46.85,55.4,0.85
KONZ,KONZ_044,tower,2017-08-09T14:52Z,38.83,74.9,0.52,41.77,105.9,0.39,37.74,55.8,0.68,48,227.85,0.21
KONZ,KONZ_045,tower,2017-08-23T14:57Z,36.29,47.3,0.77,41.17,55.9,0.735,43.35,85.7,0.51,46.11,127.7,0.36
KONZ,KONZ_046,tower,2017-08-15T17:10Z,37.65,36.2,1.04,36.65,32.2,1.14,44.41,55.8,0.8,42.6,74.6,0.57
KONZ,KONZ_047,tower,2017-08-21T15:59Z,38.5,58.9,0.65,42.59,74.9,0.57,40.1,72.1,0.56,43.89,63.1,0.7
KONZ,KONZ_048,tower,2017-08-07T14:32Z,44.29,72.5,0.61,38.68,62.2,0.62,41.96,89.2,0.47,NA,NA,NA
KONZ,KONZ_049,tower,2017-08-15T16:40Z,39.57,47.7,0.83,42.95,73.2,0.59,38.01,77.6,0.49,NA,NA,NA
KONZ,KONZ_050,tower,2017-08-07T18:08Z,35.07,65,0.54,36.37,64.5,0.56,39.75,78.3,0.51,NA,NA,NA
KONZ,KONZ_051,tower,2017-08-16T18:38Z,39.72,74.3,0.53,45.7,130.2,0.35,38.13,99.3,0.38,42.82,102,0.42
KONZ,KONZ_052,tower,2017-08-21T15:31Z,40.82,76.2,0.54,39.33,60,0.66,45.28,142.7,0.32,NA,NA,NA
KONZ,KONZ_053,tower,2017-08-09T16:28Z,36.63,32.2,1.14,42.43,60.8,0.7,42.72,75.3,0.57,45.09,26.6,1.69
KONZ,KONZ_054,tower,2017-08-09T13:19Z,36.52,60.3,0.61,40.26,75.4,0.53,43.45,77.8,0.56,46.89,174.1,0.27
KONZ,KONZ_055,tower,2017-08-07T17:08Z,41.61,53.9,0.77,43.82,53.4,0.82,41,61.7,0.66,NA,NA,NA
KONZ,KONZ_056,tower,2017-08-07T16:15Z,36.2,53,0.68,41.07,64.8,0.63,42.94,86.2,0.5,NA,NA,NA
KONZ,KONZ_057,tower,2017-08-23T15:22Z,42.06,56.4,0.75,41.61,68.9,0.6,33,50.8,0.65,47.075,28.55,1.65
KONZ,KONZ_058,tower,2017-08-16T16:38Z,39.86,47.9,0.83,45.93,67,0.69,43.42,50.5,0.86,47.34,79.9,0.59
KONZ,KONZ_059,tower,2017-08-14T20:35Z,42.25,30,1.41,46.35,42.4,1.09,47.38,66.9,0.71,47.28,79.9,0.59
KONZ,KONZ_060,tower,2017-08-15T18:02Z,42.12,67.3,0.63,44.66,90.6,0.49,43.99,94.8,0.46,47.2,79.6,0.59
KONZ,KONZ_061,tower,2017-08-21T17:35Z,37.78,43.5,0.87,38.6,44.3,0.87,45.37,56.2,0.81,44.26,22.8,1.94
KONZ,KONZ_062,tower,2017-08-21T14:50Z,42.4,50.3,0.84,43.245,64.9,0.67,45.86,58.5,0.78,47.01,38.3,1.23
KONZ,KONZ_063,tower,2017-08-14T18:30Z,37.22,24.5,1.52,31.56,24.8,1.27,41.7,48.2,0.87,43.04,87.25,0.49
KONZ,KONZ_064,tower,2017-08-09T15:42Z,41.06,29.5,1.39,44.29,41.5,1.07,40.62,47.1,0.86,44.81,51.4,0.87
KONZ,KONZ_065,tower,2017-08-09T14:12Z,41.64,65.4,0.64,42.59,99.1,0.43,44.87,81.1,0.55,42.64,69.6,0.61
KONZ,KONZ_066,tower,2017-08-23T15:48Z,39.13,39.8,0.98,44.72,64.5,0.69,43.11,75.5,0.57,47.14,41,1.15
KONZ,KONZ_067,tower,2017-08-14T19:40Z,35.03,41.7,0.84,40.52,67,0.6,44.06,78.6,0.56,45.17,90.9,0.5
KONZ,KONZ_068,tower,2017-08-16T17:15Z,39.02,57.5,0.68,38.7,69.3,0.56,41.49,77.8,0.53,42.07,79.2,0.53
KONZ,KONZ_069,tower,2017-08-23T16:30Z,39.53,78.2,0.51,35.83,63.1,0.57,36.64,73.3,0.5,47.17,27.7,1.705
KONZ,KONZ_070,tower,2017-08-07T15:36Z,35.29,54.4,0.65,41.69,71.9,0.58,43.91,123.6,0.36,43.94,54.7,0.8
KONZ,KONZ_071,tower,2017-08-21T16:32Z,36.78,65.3,0.56,31.66,76,0.42,30.17,84,0.36,14.32,33.9,0.42
LENO,LENO_061,tower,2018-07-23T14:49Z,42.3,36.8,1.15,44.62,46.1,0.97,44.35,67.6,0.66,42.87,92.3,0.46
LENO,LENO_061,tower,2018-07-23T15:10Z,45.07,34,1.33,46.54,55.5,0.84,45.62,62.1,0.73,44.47,82.3,0.54
LENO,LENO_062,tower,2018-07-23T15:37Z,45.44,40.6,1.12,46.43,65.6,0.71,45.06,76.5,0.59,44.19,108.4,0.41
LENO,LENO_062,tower,2018-07-23T15:56Z,45.59,45.7,1,46.18,57.7,0.8,45.49,82.5,0.55,43.15,88.5,0.49
LENO,LENO_063,tower,2018-07-23T17:38Z,45.85,42.5,1.08,45.28,37.4,1.21,44.3,80.6,0.55,43.69,95,0.46
LENO,LENO_063,tower,2018-07-23T17:52Z,41.71,36.4,1.15,44.95,52.2,0.86,45.435,91.45,0.5,44.03,100.3,0.44
LENO,LENO_064,tower,2018-07-30T16:17Z,41.07,41.1,1,45.02,71.5,0.63,44.65,87.6,0.51,44.57,106.1,0.42
LENO,LENO_064,tower,2018-07-30T16:46Z,43.43,47.7,0.91,44.24,75,0.59,44.72,97.2,0.46,45.58,125.1,0.365
LENO,LENO_065,tower,2018-07-24T12:52Z,45.46,42.9,1.06,46.28,62.5,0.74,46.43,77.4,0.6,44.41,59.2,0.75
LENO,LENO_065,tower,2018-07-24T13:07Z,41.12,34.3,1.2,46.71,55,0.85,46.03,65.8,0.7,44.36,85.3,0.52
LENO,LENO_066,tower,2018-07-30T17:19Z,44.5,51.2,0.87,45.18,70.6,0.64,45.31,90.6,0.5,43.84,97.4,0.45
LENO,LENO_066,tower,2018-07-30T17:30Z,45.93,42.5,1.08,46.83,66,0.71,46.04,73.1,0.63,47.07,112.1,0.42
LENO,LENO_067,tower,2018-07-23T13:58Z,44.51,44.55,1,44.55,56.4,0.79,49.13,82.2,0.6,48.55,88.2,0.55
LENO,LENO_067,tower,2018-07-23T14:16Z,42.88,41.4,1.04,48.97,50.5,0.97,48.97,69.4,0.71,46.25,80.2,0.58
LENO,LENO_068,tower,2018-07-23T16:57Z,45.66,42.6,1.07,49.02,58.45,0.84,48.61,80.4,0.6,47.53,63.7,0.75
LENO,LENO_068,tower,2018-07-23T17:10Z,47.43,29.4,1.61,47.34,43.1,1.1,47.52,56.4,0.84,46.67,51.9,0.9
LENO,LENO_069,tower,2018-07-30T19:34Z,51.2,44.5,1.15,50.28,64.1,0.78,48.85,85.1,0.57,47.07,112.6,0.42
LENO,LENO_069,tower,2018-07-30T20:08Z,49.83,30.3,1.65,50.28,46.8,1.07,49.76,52.8,0.94,47.83,44.8,1.07
LENO,LENO_070,tower,2018-07-30T18:34Z,43.89,43.9,1,49.82,73.3,0.68,48.99,83.2,0.59,49.32,98.5,0.5
LENO,LENO_070,tower,2018-07-30T18:58Z,49.84,39.8,1.25,49.67,62.6,0.79,47.92,61.9,0.77,49.25,102.8,0.48
MLBS,MLBS_061,tower,2018-08-13T14:36Z,48.74,45.8,1.17,49.27,61.1,0.91,49.37,83.4,0.7,47.09,79.4,0.7
MLBS,MLBS_061,tower,2018-08-13T19:16Z,50.44,45.5,1.19,48.39,54.7,0.96,50.445,97.1,0.62,47.46,102.5,0.56
MLBS,MLBS_062,tower,2018-08-17T14:01Z,48.76,52.8,1.03,48.96,83.6,0.7,49.07,102.5,0.58,45.275,91.6,0.6
MLBS,MLBS_063,tower,2018-08-14T12:53Z,49.92,43.5,1.26,49.44,59.9,0.94,48.69,78.1,0.73,46.42,93.8,0.6
MLBS,MLBS_063,tower,2018-08-14T13:15Z,50.71,38.3,1.43,50.16,55.1,1.02,48.54,62.5,0.88,46.85,108.1,0.53
MLBS,MLBS_064,tower,2018-08-13T18:40Z,48.72,43.9,1.22,50.22,70,0.83,49.99,78,0.75,47.57,86.3,0.66
MLBS,MLBS_064,tower,2018-08-13T18:57Z,49.13,37.7,1.41,48.47,39.4,1.34,47.82,67.1,0.82,46.72,76.2,0.72
MLBS,MLBS_065,tower,2018-08-20T13:24Z,44.85,51.2,0.98,45.37,62.2,0.84,47.17,90.4,0.63,46.05,100.6,0.56
MLBS,MLBS_065,tower,2018-08-20T13:41Z,48.595,41.05,1.29,47.49,41.4,1.25,46.71,74.6,0.67,44.51,72.1,0.65
MLBS,MLBS_066,tower,2018-08-15T12:46Z,44.75,42,1.14,45.75,53.4,0.925,45.09,58.2,0.82,43.69,55.6,0.84
MLBS,MLBS_066,tower,2018-08-15T12:59Z,48.36,50.8,1.01,47.13,53,0.95,48.08,89.7,0.57,44.21,76.1,0.62
MLBS,MLBS_067,tower,2018-08-14T12:12Z,48.54,44.4,1.18,46.06,50.1,0.99,44.85,75.7,0.63,45.19,97.8,0.49
MLBS,MLBS_067,tower,2018-08-14T12:35Z,46.52,45.8,1.09,47.2,60.4,0.83,46,110,0.44,44.41,83.7,0.56
MLBS,MLBS_068,tower,2018-08-17T12:13Z,47.87,49.2,1.05,47.5,67.9,0.75,46.49,82.9,0.59,44.63,94.6,0.5
MLBS,MLBS_068,tower,2018-08-17T12:38Z,50.21,55.6,0.96,47.54,68.8,0.74,47.14,104.8,0.48,44.94,149,0.31
MLBS,MLBS_069,tower,2018-08-16T12:56Z,49.27,49.4,1.08,49.34,71.8,0.75,48.42,87.2,0.6,45.94,98.8,0.51
MLBS,MLBS_069,tower,2018-08-16T13:12Z,48.02,44.4,1.17,47.51,60.9,0.83,47.52,91.5,0.545,44.6,87.3,0.54
MLBS,MLBS_070,tower,2018-08-17T13:04Z,49.2,47.3,1.15,47.78,70.4,0.74,47.28,111.1,0.46,46.245,77.7,0.65
MLBS,MLBS_070,tower,2018-08-17T13:30Z,48.57,45.5,1.15,47.14,64.3,0.8,46.49,76.7,0.66,45.71,103.9,0.48
MLBS,MLBS_071,tower,2018-08-20T14:46Z,49.75,55.3,0.98,47.8,59.1,0.88,45.92,95.1,0.53,44.72,104.1,0.47
MLBS,MLBS_071,tower,2018-08-20T15:03Z,47.64,55.6,0.93,48.31,77.5,0.68,44.76,92.4,0.52,41.77,107.6,0.43
MLBS,MLBS_072,tower,2018-08-20T14:06Z,46.73,43.7,1.17,46.01,58.5,0.86,46.05,81.3,0.62,45.8,89.7,0.56
MLBS,MLBS_072,tower,2018-08-20T14:22Z,45.58,45.9,1.07,45.92,53.2,0.95,46.95,84.3,0.6,45.45,90.9,0.54
MLBS,MLBS_073,tower,2018-08-15T12:03Z,49.15,43.1,1.14,46.76,62.6,0.75,46.94,89.2,0.53,46.74,93.5,0.5
MLBS,MLBS_073,tower,2018-08-15T12:24Z,50.75,52.4,1.055,48.94,52.4,1.03,47.6,67,0.71,45.97,82.6,0.56
MLBS,MLBS_074,tower,2018-08-16T12:18Z,49.55,44.9,1.1,49.02,60.7,0.81,46.89,72,0.65,45.6,80.4,0.57
MLBS,MLBS_074,tower,2018-08-16T12:34Z,47.96,44.3,1.08,47.87,57.6,0.83,46.08,57.7,0.8,44.21,49.8,0.89
MLBS,MLBS_075,tower,2018-08-20T11:50Z,47.71,62,0.77,47.3,103.5,0.46,45.64,114,0.4,44.38,136.7,0.32
MLBS,MLBS_075,tower,2018-08-20T12:35Z,51.65,55.5,0.93,50.14,74.5,0.67,48.97,98.7,0.5,45.77,116.2,0.39
MLBS,MLBS_076,tower,2018-08-17T15:17Z,46.87,48.2,0.97,46.39,60.7,0.76,45.965,88.75,0.52,45.18,106.5,0.42
MLBS,MLBS_076,tower,2018-08-17T15:32Z,44.89,46.3,0.97,48.13,63.8,0.75,47.17,99.3,0.48,45.64,82.7,0.55
MOAB,MOAB_044,tower,2017-08-23T18:21Z,45.25,47.5,0.95,46.62,68.4,0.68,40.84,32.1,1.27,41.82,44.5,0.94
MOAB,MOAB_045,tower,2017-08-09T19:52Z,34.5,32.5,1.06,31.78,43.5,0.73,36.51,34.4,1.06,NA,NA,NA
MOAB,MOAB_046,tower,2017-08-14T18:41Z,32.83,28.5,1.15,42.17,36.3,1.16,38.84,27.6,1.41,37.24,35.4,1.05
MOAB,MOAB_047,tower,2017-08-07T16:25Z,40.46,30.9,1.31,44.58,56.7,0.79,38.24,54.6,0.7,44.34,78.8,0.56
MOAB,MOAB_048,tower,2017-08-09T16:10Z,47.58,46.8,1.02,49.27,35.3,1.4,48.75,31.4,1.55,49.76,41.7,1.19
MOAB,MOAB_049,tower,2017-08-27T17:04Z,44.44,43.8,1.01,45.23,42.2,1.07,44.76,76.3,0.59,50.65,31.4,1.61
MOAB,MOAB_050,tower,2017-08-17T16:55Z,41.575,30.35,1.37,49.77,62.2,0.8,49.5,58.6,0.84,49.85,57.1,0.87
MOAB,MOAB_051,tower,2017-08-21T14:14Z,45.06,47.9,0.94,44.79,56.5,0.79,48.47,23.6,2.06,NA,NA,NA
MOAB,MOAB_052,tower,2017-08-15T14:49Z,43.53,39,1.12,46.44,43.5,1.07,49.42,30.4,1.62,47.41,33.5,1.41
MOAB,MOAB_053,tower,2017-08-15T13:37Z,42.46,45.7,0.93,47.6,57.9,0.82,47.37,29.1,1.63,45.83,25,1.83
MOAB,MOAB_054,tower,2017-08-07T17:08Z,27.04,21.9,1.23,36.43,35,1.04,46.67,41.4,1.13,45.975,40.2,1.14
MOAB,MOAB_055,tower,2017-08-14T16:10Z,41.06,33.8,1.22,45.29,46.1,0.98,35.52,29.8,1.19,40.44,28.1,1.44
MOAB,MOAB_056,tower,2017-08-14T17:05Z,46.77,52.1,0.9,47.06,54.2,0.87,48.9,71.2,0.69,48.81,69.9,0.7
MOAB,MOAB_057,tower,2017-08-21T16:04Z,37.93,34.4,1.1,42.74,46.8,0.91,43.04,52.2,0.82,NA,NA,NA
MOAB,MOAB_058,tower,2017-08-09T18:40Z,37.62,39.7,0.95,45.53,46.4,0.98,37.17,56,0.66,44.92,26.1,1.72
MOAB,MOAB_059,tower,2017-08-07T14:47Z,44.88,54.1,0.83,44.99,52.1,0.86,39.72,37.5,1.06,46.79,41.8,1.12
MOAB,MOAB_060,tower,2017-08-21T15:07Z,40.92,32.1,1.28,44.22,59.9,0.74,50.04,59.7,0.84,NA,NA,NA
MOAB,MOAB_061,tower,2017-08-15T15:52Z,37.13,39.2,0.95,40.77,44.6,0.91,22.7,46.7,0.49,NA,NA,NA
MOAB,MOAB_062,tower,2017-08-23T18:21Z,45.055,51.95,0.87,46.7,66.8,0.7,43.895,49.8,0.88,44.37,30.3,1.47
MOAB,MOAB_063,tower,2017-08-08T16:50Z,45.79,47.8,0.96,45.01,64.2,0.7,46.74,35.9,1.3,48.4,35.3,1.37
MOAB,MOAB_064,tower,2017-08-17T14:36Z,39.45,35.2,1.12,44.86,49.6,0.9,44.19,30.4,1.46,NA,NA,NA
MOAB,MOAB_065,tower,2017-08-08T14:44Z,45.99,53.8,0.86,47.21,65.5,0.72,44.24,75.9,0.58,NA,NA,NA
MOAB,MOAB_066,tower,2017-08-09T21:00Z,25.55,24.1,1.06,47.2,52.6,0.9,47.1,34.1,1.38,NA,NA,NA
MOAB,MOAB_067,tower,2017-08-09T17:11Z,42.55,35.5,1.2,40.19,39.7,1.01,NA,NA,NA,NA,NA,NA
MOAB,MOAB_068,tower,2017-08-07T15:21Z,34.77,24.4,1.42,43.98,41.3,1.06,51.09,37.9,1.35,50.51,28.3,1.79
MOAB,MOAB_069,tower,2017-08-09T14:55Z,32.33,33.5,0.97,46.12,52.8,0.87,47.03,43.5,1.08,NA,NA,NA
MOAB,MOAB_070,tower,2017-08-27T18:09Z,27.24,29.65,0.92,31.68,37.3,0.85,42.59,32.8,1.3,NA,NA,NA
MOAB,MOAB_071,tower,2017-08-17T15:41Z,37.47,32.2,1.16,25.54,30.1,0.85,33.48,27.4,1.22,NA,NA,NA
MOAB,MOAB_072,tower,2017-08-08T13:46Z,29.27,31.1,0.94,40.8,42.8,0.95,42.05,41.1,1.02,NA,NA,NA
MOAB,MOAB_073,tower,2017-08-08T15:54Z,25.32,30.5,0.83,44.49,46.6,0.95,NA,NA,NA,43.44,29.1,1.49
OAES,OAES_042,tower,2018-11-06T14:12Z,NA,NA,0.55,NA,NA,0.46,48.01,70.7,0.68,48.78,64.5,0.76
OAES,OAES_043,tower,2018-10-23T14:06Z,45.34,43.8,1.04,47.18,51.7,0.91,43.79,25.2,1.74,NA,NA,NA
OAES,OAES_044,tower,2018-10-23T13:05Z,41.6,56.9,0.73,38.05,54.2,0.7,46.21,55.5,0.83,41.38,55.2,0.75
OAES,OAES_045,tower,2018-11-06T15:09Z,41.43,27.8,1.49,44.14,32.5,1.36,44.32,34.2,1.3,37.74,22.4,1.68
OAES,OAES_046,tower,2018-10-30T13:41Z,44.6,33.6,1.33,42.92,24.3,1.76,43.43,25,1.74,47.195,39.6,1.2
OAES,OAES_047,tower,2018-11-13T14:41Z,45.15,89.1,0.51,NA,NA,0.45,NA,NA,NA,45.29,59.9,0.76
OAES,OAES_048,tower,2018-11-13T15:21Z,48.5,80,0.61,46.93,60.2,0.78,49.47,50.4,0.98,49.65,54.7,0.91
OAES,OAES_049,tower,2018-11-05T20:41Z,35.61,23.6,1.51,32.47,32.3,1.015,43.38,23.1,1.88,43.61,35,1.25
OAES,OAES_050,tower,2018-10-22T21:07Z,47.25,64.6,0.73,46.15,72.5,0.64,45.95,25.9,1.78,48.26,49.7,0.97
OAES,OAES_051,tower,2018-11-13T16:45Z,44.98,38.7,1.16,45,43.8,1.03,42.79,11.5,3.74,NA,NA,NA
OAES,OAES_052,tower,2018-10-22T21:39Z,46.62,56.6,0.82,39.76,50.1,0.79,46.46,47.1,0.99,NA,NA,NA
OAES,OAES_053,tower,2018-11-27T16:37Z,39.03,26.3,1.48,42.45,24.4,1.74,43.89,32.2,1.36,45.41,27.1,1.68
OAES,OAES_054,tower,2018-10-30T14:10Z,39.17,50.6,0.77,45.65,69.2,0.66,42.91,18.1,2.38,47.58,68.8,0.69
OAES,OAES_055,tower,2018-11-13T15:56Z,41.71,60.1,0.695,45.1,71.7,0.63,44.55,56.9,0.78,46.29,51.3,0.9
OAES,OAES_056,tower,2018-11-05T20:16Z,39.98,59.2,0.68,39.25,66.8,0.59,36.14,45.8,0.79,45.01,49.1,0.92
OAES,OAES_057,tower,2018-11-06T14:38Z,45.16,41.9,1.08,44.715,74.3,0.605,44.88,68.2,0.66,35.83,65.5,0.55
OAES,OAES_058,tower,2018-10-29T21:05Z,40.39,42.9,0.94,39.98,59.5,0.67,44.8,88.6,0.51,NA,NA,NA
OAES,OAES_059,tower,2018-11-27T16:07Z,45.84,47.2,0.97,45.07,29.8,1.51,47.8,35,1.37,46.92,19,2.47
OAES,OAES_060,tower,2018-10-23T14:35Z,40.48,36.2,1.12,41.1,40.1,1.02,44.76,59.4,0.75,47.43,64.5,0.73
OAES,OAES_061,tower,2018-11-27T15:42Z,42.48,34.2,1.24,46.24,34.5,1.34,43.59,27,1.61,44.62,31.7,1.41
OAES,OAES_062,tower,2018-11-13T14:13Z,44.14,75.8,0.58,NA,NA,0.34,NA,NA,0.39,NA,NA,NA
OAES,OAES_063,tower,2018-11-26T21:37Z,45.645,47.95,0.955,47.94,70.2,0.68,47.95,37.1,1.29,48.31,29.1,1.66
OAES,OAES_064,tower,2018-11-05T19:49Z,37.14,30.1,1.23,38.67,36.8,1.05,43.79,25.4,1.72,44.72,47.4,0.94
OAES,OAES_065,tower,2018-11-26T20:48Z,44.1,74,0.6,46.725,86.1,0.54,46.68,72.7,0.64,NA,NA,NA
OAES,OAES_066,tower,2018-11-26T22:02Z,44.72,57.3,0.78,44.86,39.5,1.14,46.29,32.5,1.43,46,31.9,1.44
OAES,OAES_067,tower,2018-11-13T17:07Z,38.4,55.3,0.69,46.5,45.8,1.01,40.34,55.5,0.73,48.18,72.7,0.66
OAES,OAES_068,tower,2018-10-30T12:51Z,42.16,30.4,1.39,45.84,19.4,2.36,44.45,16.6,2.67,NA,NA,NA
OAES,OAES_069,tower,2018-10-29T20:28Z,46.16,39.6,1.17,44.16,52.3,0.85,42.35,64.3,0.66,NA,NA,0.32
OAES,OAES_070,tower,2018-10-30T13:20Z,44.67,49.4,0.9,39.83,54.5,0.73,40.19,42.7,0.94,NA,NA,NA
OAES,OAES_071,tower,2018-10-22T20:14Z,43.11,51.1,0.84,42.715,56.7,0.76,40,53.7,0.75,NA,NA,NA
ONAQ,ONAQ_041,tower,2016-08-03T15:43Z,36,35.4,1,NA,NA,NA,NA,NA,NA,42,54.6,0.8
ONAQ,ONAQ_042,tower,2016-07-18T18:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4,45.6,0.9
ONAQ,ONAQ_043,tower,2016-07-18T17:58Z,39.4,32.9,1.2,38.2,35.5,1.1,45,55.3,0.8,47.6,90.7,0.5
ONAQ,ONAQ_044,tower,2016-08-03T16:13Z,34.9,36.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ,ONAQ_045,tower,2016-07-19T15:17Z,35.8,31.3,1.1,NA,NA,NA,NA,NA,NA,43.7,32.7,1.3
ONAQ,ONAQ_046,tower,2016-07-19T15:47Z,33.35,34.4,0.95,32.7,39.9,0.8,41.1,52.4,0.8,46.2,90.1,0.5
ONAQ,ONAQ_047,tower,2016-07-26T16:48Z,33.6,36,0.9,33.4,41.1,0.8,42.9,57.4,0.7,47.8,118.9,0.4
ONAQ,ONAQ_048,tower,2016-07-20T15:20Z,26.5,29,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ,ONAQ_049,tower,2016-07-21T15:33Z,42,34.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ,ONAQ_050,tower,2016-08-09T17:13Z,29.7,34.6,0.9,NA,NA,NA,39.6,52.1,0.8,NA,NA,NA
ONAQ,ONAQ_051,tower,2016-07-20T16:32Z,33.8,29.6,1.1,NA,NA,NA,36.2,42.9,0.8,41.3,81.8,0.5
ONAQ,ONAQ_052,tower,2016-07-20T15:58Z,34.2,42.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
